customer_id,customer_name,industry,region,contract_value,signed_date,renewal_date,last_contact_date,churn_risk,account_manager_id,status,nps_score
C1268,客户-0268,医疗,华南,729.25,2020-01-29,2021-01-28,2021-07-21,high,AM118,active,0
C1269,客户-0269,金融,华东,684.21,2023-06-24,2024-06-23,2026-08-18,low,AM98,active,50
C1270,客户-0270,物流,西南,358.9,2021-10-19,2022-10-19,2022-03-21,med,AM64,active,-50
C1271,客户-0271,医疗,华东,386.06,2022-04-08,2023-04-08,2022-05-10,low,AM95,active,0
C1272,客户-0272,医疗,华南,141.65,2024-08-29,2025-08-29,2026-08-12,med,AM87,active,-50
C1273,客户-0273,金融,东北,2092.27,2020-09-26,2021-09-26,2022-06-19,low,AM143,active,50
C1274,客户-0274,交通,华中,375.86,2024-11-20,2025-11-20,2026-03-01,med,AM106,active,-50
C1275,客户-0275,政企,东北,247.06,2023-06-30,2024-06-29,2025-10-07,low,AM96,renewing,50
C1276,客户-0276,教育,华南,444.27,2025-04-26,2026-04-26,2026-06-18,med,AM84,active,-100
C1277,客户-0277,制造,华北,200.1,2024-07-25,2025-07-25,2025-12-15,med,AM125,active,0
C1278,客户-0278,医疗,华北,136.21,2025-01-12,2026-01-12,2027-06-10,low,AM67,active,100
C1279,客户-0279,政企,华南,576.35,2023-04-01,2024-03-31,2023-12-23,low,AM94,active,50
C1280,客户-0280,零售,华东,391.42,2024-06-19,2025-06-19,2027-02-15,low,AM140,churned,50
C1281,客户-0281,医疗,华北,40.46,2021-01-26,2022-01-26,2023-07-24,med,AM94,active,0
C1282,客户-0282,零售,华中,346.57,2021-12-21,2022-12-21,2022-12-15,med,AM51,active,100
C1283,客户-0283,物流,西南,101.38,2021-10-07,2022-10-07,2023-05-13,low,AM103,active,50
C1284,客户-0284,医疗,华南,248.66,2020-01-08,2021-01-07,2020-12-25,low,AM69,active,0
C1285,客户-0285,政企,东北,884.27,2020-01-12,2021-01-11,2020-07-06,low,AM131,active,-50
C1286,客户-0286,制造,华中,1032.96,2024-09-20,2025-09-20,2025-10-19,med,AM64,active,50
C1287,客户-0287,制造,华东,111.42,2022-02-18,2023-02-18,2025-04-26,low,AM62,active,50
C1288,客户-0288,电信,华南,108.55,2024-05-06,2025-05-06,2026-01-06,high,AM70,active,-50
C1289,客户-0289,交通,华东,131.41,2021-03-04,2022-03-04,2022-01-25,med,AM104,churned,100
C1290,客户-0290,政企,华南,265.57,2024-01-05,2025-01-04,2027-10-02,low,AM75,active,50
C1291,客户-0291,物流,东北,461.9,2022-10-05,2023-10-05,2025-07-03,med,AM59,active,100
C1292,客户-0292,制造,东北,1807.05,2021-07-16,2022-07-16,2022-12-09,low,AM101,renewing,0
C1293,客户-0293,教育,西南,85.29,2021-06-04,2022-06-04,2025-06-16,high,AM99,active,50
C1294,客户-0294,物流,华中,21.36,2023-12-02,2024-12-01,2024-05-30,low,AM142,active,100
C1295,客户-0295,能源,东北,31.07,2021-12-18,2022-12-18,2025-09-14,low,AM71,active,50
C1296,客户-0296,金融,华南,660.37,2024-10-21,2025-10-21,2026-06-12,high,AM59,churned,50
C1297,客户-0297,交通,西南,74.08,2022-06-27,2023-06-27,2024-03-20,low,AM148,renewing,-50
C1298,客户-0298,教育,华北,330.83,2021-08-12,2022-08-12,2022-09-03,low,AM96,active,0
C1299,客户-0299,能源,华北,523.35,2020-04-06,2021-04-06,2021-06-28,med,AM117,active,50
C1300,客户-0300,制造,华中,130.94,2023-02-23,2024-02-23,2025-08-06,high,AM90,active,0
C1301,客户-0301,能源,西南,251.75,2024-07-14,2025-07-14,2025-11-09,med,AM64,active,100
C1302,客户-0302,教育,华中,157.73,2020-03-04,2021-03-04,2020-11-07,low,AM129,active,50
C1303,客户-0303,零售,华北,50.23,2022-10-27,2023-10-27,2025-04-01,low,AM71,active,100
C1304,客户-0304,物流,西南,182.71,2024-10-17,2025-10-17,2027-08-26,med,AM133,active,0
C1305,客户-0305,零售,华中,1301.81,2021-11-24,2022-11-24,2025-12-21,low,AM60,active,-50
C1306,客户-0306,能源,华北,372.67,2020-03-31,2021-03-31,2022-10-27,low,AM94,churned,50
C1307,客户-0307,教育,西南,1906.22,2020-06-13,2021-06-13,2022-02-08,low,AM69,active,50
C1308,客户-0308,金融,华东,273.97,2022-05-05,2023-05-05,2026-03-22,low,AM138,renewing,50
C1309,客户-0309,金融,华北,199.33,2020-05-19,2021-05-19,2023-09-15,med,AM83,active,50
C1310,客户-0310,能源,西南,26.77,2023-03-07,2024-03-06,2024-09-17,med,AM99,active,0
C1311,客户-0311,医疗,华南,278.01,2022-12-29,2023-12-29,2026-05-24,low,AM111,active,100
C1312,客户-0312,金融,华中,430.51,2025-05-11,2026-05-11,2027-07-04,med,AM125,active,50
C1313,客户-0313,交通,东北,120.88,2021-08-08,2022-08-08,2025-04-04,low,AM64,active,0
C1314,客户-0314,金融,华北,430.85,2022-04-01,2023-04-01,2025-10-29,med,AM87,active,100
C1315,客户-0315,电信,西南,406.21,2023-12-20,2024-12-19,2024-05-28,low,AM134,active,50
C1316,客户-0316,政企,西南,435.79,2023-11-16,2024-11-15,2026-11-27,high,AM108,active,-100
C1317,客户-0317,政企,西南,71.68,2024-11-11,2025-11-11,2027-08-05,high,AM126,active,50
C1318,客户-0318,制造,华中,319.38,2024-05-13,2025-05-13,2025-11-02,low,AM57,active,-100
C1319,客户-0319,制造,华北,239.17,2020-11-19,2021-11-19,2024-03-19,med,AM135,active,100
C1320,客户-0320,制造,华东,313.41,2020-10-01,2021-10-01,2024-01-02,med,AM87,active,0
C1321,客户-0321,制造,华东,214.56,2020-09-29,2021-09-29,2024-07-29,low,AM150,active,50
C1322,客户-0322,制造,华北,809.67,2020-04-24,2021-04-24,2023-04-15,high,AM118,active,50
C1323,客户-0323,交通,华东,424.97,2020-03-14,2021-03-14,2021-10-12,high,AM88,active,50
C1324,客户-0324,政企,东北,510.22,2024-07-20,2025-07-20,2026-12-31,med,AM133,active,100
C1325,客户-0325,物流,华东,129.27,2020-07-30,2021-07-30,2024-02-04,med,AM69,renewing,50
C1326,客户-0326,电信,华东,149.72,2022-10-07,2023-10-07,2024-09-07,med,AM93,active,0
C1327,客户-0327,交通,华北,137.34,2025-05-28,2026-05-28,2028-04-18,med,AM106,active,-50
C1328,客户-0328,教育,东北,597.2,2023-07-01,2024-06-30,2026-12-06,low,AM90,active,50
C1329,客户-0329,医疗,东北,145.71,2021-06-10,2022-06-10,2024-04-19,low,AM137,active,0
C1330,客户-0330,电信,华北,545.39,2022-07-11,2023-07-11,2024-10-23,low,AM60,active,0
C1331,客户-0331,交通,华北,33.05,2022-03-07,2023-03-07,2024-06-19,low,AM51,active,50
C1332,客户-0332,零售,东北,86.32,2020-03-03,2021-03-03,2023-11-06,med,AM117,active,-50
C1333,客户-0333,医疗,东北,2417.2,2020-03-15,2021-03-15,2020-11-02,low,AM107,active,-100
C1334,客户-0334,金融,华南,298.16,2020-09-19,2021-09-19,2024-01-09,low,AM67,active,-100
C1335,客户-0335,交通,西南,875.35,2020-07-23,2021-07-23,2021-06-30,low,AM95,active,50
C1336,客户-0336,物流,华中,912.95,2023-05-03,2024-05-02,2024-05-07,low,AM136,active,-100
C1337,客户-0337,政企,华北,404.06,2020-02-29,2021-02-28,2023-04-12,med,AM78,active,50
C1338,客户-0338,物流,华中,705.29,2020-09-15,2021-09-15,2021-02-01,low,AM141,churned,0
C1339,客户-0339,电信,西南,222.44,2023-08-16,2024-08-15,2026-11-29,low,AM79,renewing,100
C1340,客户-0340,政企,华北,771.32,2021-06-25,2022-06-25,2022-05-08,low,AM149,renewing,-100
C1341,客户-0341,医疗,华东,1690.18,2021-01-16,2022-01-16,2022-12-26,low,AM70,active,0
C1342,客户-0342,物流,西南,959.26,2020-08-12,2021-08-12,2023-06-05,low,AM52,active,50
C1343,客户-0343,政企,西南,1044.8,2021-05-12,2022-05-12,2024-07-31,low,AM91,active,-50
C1344,客户-0344,交通,西南,69.99,2025-06-16,2026-06-16,2026-12-08,high,AM67,active,0
C1345,客户-0345,教育,华中,361.72,2020-02-21,2021-02-20,2021-06-12,low,AM101,active,100
C1346,客户-0346,能源,东北,737.22,2021-07-15,2022-07-15,2022-01-18,low,AM82,renewing,0
C1347,客户-0347,金融,华北,1400.05,2020-05-13,2021-05-13,2022-02-13,med,AM141,active,100
C1348,客户-0348,教育,华中,22.19,2021-12-13,2022-12-13,2022-12-10,low,AM127,active,0
C1349,客户-0349,物流,华北,726.51,2021-08-20,2022-08-20,2024-07-03,low,AM73,active,50
C1350,客户-0350,物流,华中,34.44,2023-11-24,2024-11-23,2025-07-24,med,AM117,churned,100
C1351,客户-0351,教育,华南,27.85,2021-07-04,2022-07-04,2021-09-02,low,AM150,active,-50
C1352,客户-0352,制造,华东,401.86,2024-05-15,2025-05-15,2025-07-06,low,AM78,churned,0
C1353,客户-0353,零售,西南,1786.01,2022-05-13,2023-05-13,2024-08-30,med,AM114,active,100
C1354,客户-0354,医疗,东北,1103.35,2025-03-22,2026-03-22,2026-04-02,high,AM117,active,50
C1355,客户-0355,电信,华东,310.97,2023-01-11,2024-01-11,2023-04-08,low,AM83,active,50
C1356,客户-0356,物流,华东,143.07,2021-02-05,2022-02-05,2023-01-05,med,AM136,active,50
C1357,客户-0357,能源,华南,585.98,2020-04-26,2021-04-26,2022-06-30,low,AM126,active,0
C1358,客户-0358,能源,华东,185.91,2020-07-25,2021-07-25,2020-11-01,low,AM141,active,50
C1359,客户-0359,医疗,西南,240.54,2024-05-04,2025-05-04,2027-10-23,med,AM51,active,50
C1360,客户-0360,物流,华中,898.9,2025-03-09,2026-03-09,2026-08-31,low,AM90,active,0
C1361,客户-0361,教育,华中,170.03,2022-10-06,2023-10-06,2023-03-08,low,AM139,active,50
C1362,客户-0362,物流,华东,194.62,2020-04-05,2021-04-05,2023-06-01,med,AM137,active,50
C1363,客户-0363,零售,西南,872.05,2020-10-17,2021-10-17,2024-08-02,low,AM139,active,50
C1364,客户-0364,电信,西南,945.77,2022-05-07,2023-05-07,2023-08-16,high,AM91,renewing,50
C1365,客户-0365,能源,华南,1529.92,2025-05-22,2026-05-22,2027-05-19,med,AM115,active,50
C1366,客户-0366,金融,华中,191.65,2023-09-19,2024-09-18,2026-11-30,low,AM85,active,50
C1367,客户-0367,政企,东北,380.6,2020-06-16,2021-06-16,2022-12-15,low,AM116,active,50
C1368,客户-0368,医疗,西南,303.29,2025-02-23,2026-02-23,2027-10-07,low,AM94,active,0
C1369,客户-0369,金融,华中,95.82,2023-02-13,2024-02-13,2026-10-08,low,AM117,active,50
C1370,客户-0370,教育,华中,70.22,2020-04-21,2021-04-21,2022-09-16,low,AM112,active,50
C1371,客户-0371,医疗,西南,232.99,2020-07-03,2021-07-03,2024-03-14,med,AM105,renewing,0
C1372,客户-0372,制造,华中,487.24,2021-08-01,2022-08-01,2023-03-13,low,AM67,active,50
C1373,客户-0373,医疗,西南,560.68,2024-07-01,2025-07-01,2024-09-05,low,AM107,active,100
C1374,客户-0374,政企,华中,1424.2,2025-05-26,2026-05-26,2025-08-23,low,AM116,active,50
C1375,客户-0375,医疗,华南,366.29,2020-09-17,2021-09-17,2021-12-15,low,AM88,renewing,50
C1376,客户-0376,电信,华南,135.06,2023-08-19,2024-08-18,2025-02-10,low,AM83,renewing,100
C1377,客户-0377,物流,西南,600.13,2023-02-16,2024-02-16,2023-12-04,med,AM91,renewing,50
C1378,客户-0378,能源,西南,249.6,2022-12-11,2023-12-11,2025-08-29,high,AM111,active,50
C1379,客户-0379,能源,华北,131.92,2023-02-26,2024-02-26,2024-08-30,low,AM115,active,0
C1380,客户-0380,能源,西南,511.67,2020-08-30,2021-08-30,2022-12-10,low,AM119,renewing,50
C1381,客户-0381,零售,西南,87.86,2023-04-08,2024-04-07,2025-05-07,low,AM64,active,50
C1382,客户-0382,制造,西南,152.1,2020-03-13,2021-03-13,2022-03-31,high,AM77,active,0
C1383,客户-0383,能源,东北,62.71,2023-04-11,2024-04-10,2024-07-05,low,AM51,churned,0
C1384,客户-0384,零售,华东,1382.54,2023-01-13,2024-01-13,2025-09-27,high,AM90,active,100
C1385,客户-0385,政企,东北,485.54,2025-06-18,2026-06-18,2028-07-16,low,AM74,active,100
C1386,客户-0386,政企,西南,1689.67,2023-07-16,2024-07-15,2026-12-23,low,AM90,active,-100
C1387,客户-0387,能源,华北,84.49,2021-12-11,2022-12-11,2022-10-17,low,AM143,active,50
C1388,客户-0388,电信,华南,135.75,2023-06-01,2024-05-31,2024-12-04,med,AM128,active,0
C1389,客户-0389,医疗,西南,460.59,2025-05-27,2026-05-27,2026-07-25,low,AM73,renewing,50
C1390,客户-0390,零售,华中,151.44,2024-03-03,2025-03-03,2026-12-02,med,AM89,active,0
C1391,客户-0391,能源,华东,192.99,2020-05-01,2021-05-01,2023-03-19,med,AM65,active,-100
C1392,客户-0392,教育,华北,584.21,2022-08-03,2023-08-03,2022-09-13,low,AM81,renewing,50
C1393,客户-0393,零售,东北,763.48,2020-11-19,2021-11-19,2024-11-05,low,AM61,active,0
C1394,客户-0394,政企,华东,274.89,2021-09-29,2022-09-29,2022-11-29,med,AM65,active,50
C1395,客户-0395,医疗,华中,108.97,2021-02-19,2022-02-19,2022-09-29,med,AM109,renewing,0
C1396,客户-0396,零售,西南,1065.22,2025-04-16,2026-04-16,2025-06-03,med,AM72,active,0
C1397,客户-0397,教育,华东,206.38,2020-07-09,2021-07-09,2021-07-24,low,AM83,active,100
C1398,客户-0398,交通,华北,846.05,2021-10-07,2022-10-07,2024-05-30,low,AM96,renewing,-50
C1399,客户-0399,零售,华南,894.07,2022-06-14,2023-06-14,2025-10-09,low,AM97,renewing,50
C1400,客户-0400,能源,东北,358.58,2023-03-07,2024-03-06,2025-11-14,high,AM112,renewing,100
C1401,客户-0401,物流,华北,15.75,2023-12-02,2024-12-01,2026-04-13,med,AM93,churned,100
C1402,客户-0402,制造,华南,417.15,2023-07-20,2024-07-19,2025-02-17,low,AM81,active,50
C1403,客户-0403,能源,华北,861.33,2025-02-03,2026-02-03,2028-12-28,high,AM62,active,0
C1404,客户-0404,能源,华南,441.13,2020-11-21,2021-11-21,2022-02-13,low,AM57,active,50
C1405,客户-0405,教育,西南,32.82,2020-05-05,2021-05-05,2022-12-07,med,AM101,active,0
C1406,客户-0406,制造,西南,1211.0,2025-06-03,2026-06-03,2029-04-13,low,AM83,active,0
C1407,客户-0407,医疗,华南,303.91,2021-03-01,2022-03-01,2023-07-20,high,AM125,active,50
C1408,客户-0408,教育,东北,2157.86,2025-05-28,2026-05-28,2026-08-22,low,AM108,active,100
C1409,客户-0409,交通,西南,700.24,2023-11-11,2024-11-10,2024-02-18,low,AM65,active,0
C1410,客户-0410,物流,华北,197.25,2023-01-31,2024-01-31,2023-03-05,med,AM83,active,0
C1411,客户-0411,医疗,华南,156.9,2022-02-13,2023-02-13,2022-10-20,low,AM118,active,100
C1412,客户-0412,政企,华北,120.51,2023-01-01,2024-01-01,2023-10-29,high,AM143,active,50
C1413,客户-0413,政企,华南,267.25,2020-11-19,2021-11-19,2024-09-15,high,AM135,active,50
C1414,客户-0414,电信,东北,1195.85,2024-10-09,2025-10-09,2026-07-07,low,AM79,active,0
C1415,客户-0415,零售,东北,1707.98,2024-08-07,2025-08-07,2025-01-07,med,AM139,active,50
C1416,客户-0416,政企,华南,386.42,2022-05-10,2023-05-10,2022-09-27,low,AM101,active,0
C1417,客户-0417,政企,东北,246.21,2022-06-26,2023-06-26,2024-01-29,med,AM61,renewing,50
C1418,客户-0418,制造,华东,111.96,2021-02-23,2022-02-23,2024-11-30,low,AM51,active,0
C1419,客户-0419,政企,华中,350.22,2024-04-25,2025-04-25,2027-01-28,med,AM130,active,50
C1420,客户-0420,制造,华东,49.01,2024-07-07,2025-07-07,2026-02-03,high,AM118,active,0
C1421,客户-0421,电信,华南,765.36,2020-06-12,2021-06-12,2022-04-29,med,AM116,active,0
C1422,客户-0422,医疗,华北,548.34,2021-06-01,2022-06-01,2022-09-07,med,AM54,churned,0
C1423,客户-0423,能源,东北,56.68,2023-06-19,2024-06-18,2023-12-23,med,AM124,active,50
C1424,客户-0424,金融,西南,769.84,2023-06-12,2024-06-11,2026-07-17,med,AM144,active,100
C1425,客户-0425,制造,华中,204.25,2020-12-02,2021-12-02,2021-02-13,med,AM138,churned,-50
C1426,客户-0426,制造,华中,178.07,2021-08-03,2022-08-03,2021-11-10,med,AM109,active,-50
C1427,客户-0427,交通,东北,1712.89,2021-08-08,2022-08-08,2024-09-28,low,AM54,renewing,50
C1428,客户-0428,物流,东北,0.79,2020-09-10,2021-09-10,2024-04-04,low,AM108,active,50
C1429,客户-0429,政企,华东,19.03,2023-09-23,2024-09-22,2027-08-17,low,AM150,active,-50
C1430,客户-0430,医疗,西南,149.04,2022-10-28,2023-10-28,2024-10-07,med,AM63,churned,100
C1431,客户-0431,教育,西南,296.7,2020-12-02,2021-12-02,2023-08-28,low,AM61,active,50
C1432,客户-0432,能源,华中,414.07,2023-08-15,2024-08-14,2023-10-28,med,AM101,active,100
C1433,客户-0433,政企,华北,1964.28,2020-04-22,2021-04-22,2023-12-23,low,AM71,active,0
C1434,客户-0434,交通,华南,593.48,2021-06-01,2022-06-01,2021-08-25,low,AM141,active,0
C1435,客户-0435,物流,华北,140.59,2024-09-11,2025-09-11,2027-05-07,high,AM98,active,100
C1436,客户-0436,物流,华东,373.3,2021-12-17,2022-12-17,2023-07-19,med,AM64,active,50
C1437,客户-0437,教育,华南,645.12,2024-04-25,2025-04-25,2025-02-17,high,AM64,renewing,50
C1438,客户-0438,能源,西南,135.57,2024-06-04,2025-06-04,2025-06-28,low,AM111,active,0
C1439,客户-0439,制造,华南,8.41,2023-09-01,2024-08-31,2024-02-06,low,AM107,active,50
C1440,客户-0440,电信,华东,209.7,2022-05-13,2023-05-13,2025-03-18,low,AM71,active,50
C1441,客户-0441,零售,华南,46.06,2020-10-02,2021-10-02,2023-07-08,low,AM124,active,0
C1442,客户-0442,教育,华南,51.89,2020-07-28,2021-07-28,2021-03-08,low,AM113,active,100
C1443,客户-0443,教育,华中,721.92,2024-11-26,2025-11-26,2026-02-09,low,AM52,active,100
C1444,客户-0444,能源,东北,249.71,2021-09-30,2022-09-30,2023-03-04,low,AM121,renewing,50
C1445,客户-0445,电信,华中,52.4,2025-01-18,2026-01-18,2027-02-10,low,AM150,active,0
C1446,客户-0446,医疗,华东,756.85,2023-08-09,2024-08-08,2024-02-05,med,AM78,active,50
C1447,客户-0447,电信,华北,514.44,2021-01-11,2022-01-11,2022-07-10,high,AM96,active,100
C1448,客户-0448,医疗,华东,188.14,2022-04-05,2023-04-05,2023-03-09,low,AM63,active,100
C1449,客户-0449,医疗,华北,356.9,2023-08-25,2024-08-24,2025-04-15,med,AM138,active,0
C1450,客户-0450,能源,西南,870.16,2020-12-12,2021-12-12,2021-07-07,high,AM135,active,50
C1451,客户-0451,教育,华中,263.46,2025-02-16,2026-02-16,2028-10-12,low,AM58,active,0
C1452,客户-0452,金融,西南,21.71,2020-02-26,2021-02-25,2021-01-30,low,AM61,active,0
C1453,客户-0453,金融,东北,309.31,2022-03-11,2023-03-11,2025-11-04,med,AM53,active,50
C1454,客户-0454,政企,华北,181.37,2020-01-09,2021-01-08,2024-01-22,low,AM125,active,0
C1455,客户-0455,医疗,西南,554.86,2020-06-11,2021-06-11,2020-11-02,med,AM101,active,100
C1456,客户-0456,零售,东北,446.39,2023-08-26,2024-08-25,2026-06-25,low,AM97,churned,50
C1457,客户-0457,零售,西南,124.43,2022-03-24,2023-03-24,2025-02-24,low,AM110,active,100
C1458,客户-0458,能源,西南,319.44,2024-09-17,2025-09-17,2027-04-17,low,AM126,active,0
C1459,客户-0459,电信,华东,139.14,2021-09-07,2022-09-07,2023-03-30,med,AM122,active,50
C1460,客户-0460,教育,西南,70.32,2022-06-05,2023-06-05,2022-09-20,low,AM52,active,100
C1461,客户-0461,政企,华北,607.72,2024-03-17,2025-03-17,2025-05-22,low,AM126,active,-50
C1462,客户-0462,物流,华中,319.32,2025-02-02,2026-02-02,2028-04-13,high,AM120,active,0
C1463,客户-0463,零售,西南,153.44,2023-11-13,2024-11-12,2024-06-06,low,AM140,active,-100
C1464,客户-0464,政企,西南,956.88,2021-07-24,2022-07-24,2022-03-13,med,AM73,active,100
C1465,客户-0465,政企,华东,135.38,2024-08-13,2025-08-13,2026-06-19,high,AM115,churned,0
C1466,客户-0466,制造,华北,47.45,2024-01-03,2025-01-02,2025-12-31,low,AM108,active,0
C1467,客户-0467,零售,东北,233.62,2025-06-16,2026-06-16,2026-11-17,med,AM65,active,-50
C1468,客户-0468,零售,华东,204.85,2023-05-20,2024-05-19,2025-08-03,low,AM119,active,50
C1469,客户-0469,制造,华北,314.61,2022-12-15,2023-12-15,2026-09-05,low,AM94,renewing,100
C1470,客户-0470,金融,华中,296.54,2020-09-16,2021-09-16,2021-04-13,med,AM128,renewing,50
C1471,客户-0471,教育,东北,22.58,2020-03-08,2021-03-08,2022-01-05,med,AM103,active,50
C1472,客户-0472,金融,华中,20.55,2020-02-05,2021-02-04,2020-08-15,med,AM106,active,-100
C1473,客户-0473,电信,华中,600.81,2025-05-05,2026-05-05,2029-03-26,high,AM110,churned,0
C1474,客户-0474,电信,东北,369.61,2020-12-17,2021-12-17,2024-02-13,low,AM109,active,0
C1475,客户-0475,能源,华中,1474.64,2020-05-15,2021-05-15,2023-12-29,low,AM88,active,100
C1476,客户-0476,政企,华北,1081.1,2022-03-19,2023-03-19,2025-09-23,med,AM87,active,0
C1477,客户-0477,零售,华中,711.42,2023-01-12,2024-01-12,2024-02-25,low,AM89,active,0
C1478,客户-0478,交通,华北,716.27,2021-05-02,2022-05-02,2025-01-31,med,AM83,active,50
C1479,客户-0479,制造,东北,1322.92,2024-11-15,2025-11-15,2027-08-04,low,AM83,churned,50
C1480,客户-0480,制造,华中,402.53,2022-04-12,2023-04-12,2023-01-21,low,AM88,active,0
C1481,客户-0481,政企,华中,497.42,2023-10-18,2024-10-17,2027-06-15,med,AM108,active,50
C1482,客户-0482,交通,华南,511.54,2023-04-26,2024-04-25,2027-01-28,med,AM108,active,0
C1483,客户-0483,能源,华北,366.51,2023-02-13,2024-02-13,2024-05-01,low,AM89,churned,0
C1484,客户-0484,制造,华中,8.41,2023-08-25,2024-08-24,2026-06-23,low,AM79,active,-50
C1485,客户-0485,能源,东北,223.79,2020-09-23,2021-09-23,2022-11-29,low,AM104,renewing,-50
C1486,客户-0486,制造,东北,348.96,2021-02-20,2022-02-20,2021-06-16,med,AM127,renewing,-50
C1487,客户-0487,制造,华东,291.11,2023-01-15,2024-01-15,2023-11-08,med,AM141,active,50
C1488,客户-0488,交通,华中,115.47,2024-07-29,2025-07-29,2027-09-27,med,AM59,active,-100
C1489,客户-0489,金融,华东,444.4,2023-02-10,2024-02-10,2026-02-27,low,AM89,active,100
C1490,客户-0490,政企,华中,1587.38,2022-10-11,2023-10-11,2025-05-08,low,AM73,active,0
C1491,客户-0491,电信,华南,987.52,2020-04-03,2021-04-03,2020-11-20,low,AM64,active,100
C1492,客户-0492,教育,华北,329.75,2023-04-02,2024-04-01,2024-09-15,med,AM126,active,50
C1493,客户-0493,制造,东北,102.95,2021-04-29,2022-04-29,2021-12-20,med,AM136,churned,50
C1494,客户-0494,政企,西南,179.32,2024-08-19,2025-08-19,2025-05-01,low,AM123,active,-50
C1495,客户-0495,制造,西南,228.88,2025-01-16,2026-01-16,2028-08-09,low,AM58,churned,50
C1496,客户-0496,物流,东北,2108.97,2023-11-02,2024-11-01,2027-02-16,low,AM145,renewing,0
C1497,客户-0497,交通,东北,970.49,2023-09-28,2024-09-27,2025-01-23,low,AM51,active,0
C1498,客户-0498,交通,西南,224.87,2020-07-13,2021-07-13,2023-03-06,med,AM115,renewing,0
C1499,客户-0499,物流,华北,433.38,2021-03-15,2022-03-15,2024-12-29,med,AM90,churned,50
