province,year,total_population_wan,age_group,age_count_wan,age_pct,urban_pct
天津,2024,5763.4,60+,788.7,13.68,49.06
贵州,2020,10501.7,0-14,1658.2,15.79,66.51
贵州,2020,10501.7,15-29,2210.9,21.05,60.43
贵州,2020,10501.7,30-44,2432.0,23.16,62.57
贵州,2020,10501.7,45-59,2763.6,26.32,79.56
贵州,2020,10501.7,60+,1437.1,13.68,64.41
贵州,2021,2358.9,0-14,372.5,15.79,59.02
贵州,2021,2358.9,15-29,496.6,21.05,65.14
贵州,2021,2358.9,30-44,546.3,23.16,88.22
贵州,2021,2358.9,45-59,620.8,26.32,60.72
贵州,2021,2358.9,60+,322.8,13.68,86.35
贵州,2022,6094.1,0-14,962.2,15.79,71.75
贵州,2022,6094.1,15-29,1283.0,21.05,49.22
贵州,2022,6094.1,30-44,1411.3,23.16,69.03
贵州,2022,6094.1,45-59,1603.7,26.32,68.61
贵州,2022,6094.1,60+,833.9,13.68,89.3
贵州,2023,7652.7,0-14,1208.3,15.79,73.88
贵州,2023,7652.7,15-29,1611.1,21.05,55.1
贵州,2023,7652.7,30-44,1772.2,23.16,72.47
贵州,2023,7652.7,45-59,2013.9,26.32,50.52
贵州,2023,7652.7,60+,1047.2,13.68,50.54
贵州,2024,8038.5,0-14,1269.2,15.79,56.15
贵州,2024,8038.5,15-29,1692.3,21.05,89.48
贵州,2024,8038.5,30-44,1861.5,23.16,72.17
贵州,2024,8038.5,45-59,2115.4,26.32,48.37
贵州,2024,8038.5,60+,1100.0,13.68,86.13
山西,2020,6517.0,0-14,1029.0,15.79,61.52
山西,2020,6517.0,15-29,1372.0,21.05,52.25
山西,2020,6517.0,30-44,1509.2,23.16,71.67
山西,2020,6517.0,45-59,1715.0,26.32,77.14
山西,2020,6517.0,60+,891.8,13.68,74.8
山西,2021,3640.0,0-14,574.7,15.79,55.42
山西,2021,3640.0,15-29,766.3,21.05,64.48
山西,2021,3640.0,30-44,842.9,23.16,76.57
山西,2021,3640.0,45-59,957.9,26.32,63.51
山西,2021,3640.0,60+,498.1,13.68,70.24
山西,2022,8819.1,0-14,1392.5,15.79,60.82
山西,2022,8819.1,15-29,1856.6,21.05,84.3
山西,2022,8819.1,30-44,2042.3,23.16,73.87
山西,2022,8819.1,45-59,2320.8,26.32,74.49
山西,2022,8819.1,60+,1206.8,13.68,69.16
山西,2023,3277.6,0-14,517.5,15.79,63.16
山西,2023,3277.6,15-29,690.0,21.05,76.31
山西,2023,3277.6,30-44,759.0,23.16,85.88
山西,2023,3277.6,45-59,862.5,26.32,52.07
山西,2023,3277.6,60+,448.5,13.68,89.14
山西,2024,3798.0,0-14,599.7,15.79,51.67
山西,2024,3798.0,15-29,799.6,21.05,51.2
山西,2024,3798.0,30-44,879.5,23.16,46.12
山西,2024,3798.0,45-59,999.5,26.32,87.44
山西,2024,3798.0,60+,519.7,13.68,62.75
内蒙古,2020,7410.2,0-14,1170.0,15.79,58.15
内蒙古,2020,7410.2,15-29,1560.0,21.05,70.35
内蒙古,2020,7410.2,30-44,1716.0,23.16,50.98
内蒙古,2020,7410.2,45-59,1950.0,26.32,76.94
内蒙古,2020,7410.2,60+,1014.0,13.68,71.75
内蒙古,2021,2554.9,0-14,403.4,15.79,49.25
内蒙古,2021,2554.9,15-29,537.9,21.05,84.48
内蒙古,2021,2554.9,30-44,591.7,23.16,53.36
内蒙古,2021,2554.9,45-59,672.4,26.32,56.35
内蒙古,2021,2554.9,60+,349.6,13.68,73.12
内蒙古,2022,9203.7,0-14,1453.2,15.79,56.14
内蒙古,2022,9203.7,15-29,1937.6,21.05,85.24
内蒙古,2022,9203.7,30-44,2131.4,23.16,47.75
内蒙古,2022,9203.7,45-59,2422.0,26.32,58.74
内蒙古,2022,9203.7,60+,1259.4,13.68,78.81
内蒙古,2023,9424.3,0-14,1488.0,15.79,56.7
内蒙古,2023,9424.3,15-29,1984.1,21.05,57.41
内蒙古,2023,9424.3,30-44,2182.5,23.16,56.91
内蒙古,2023,9424.3,45-59,2480.1,26.32,73.27
内蒙古,2023,9424.3,60+,1289.6,13.68,63.26
内蒙古,2024,2875.2,0-14,454.0,15.79,59.62
内蒙古,2024,2875.2,15-29,605.3,21.05,62.83
内蒙古,2024,2875.2,30-44,665.8,23.16,85.15
内蒙古,2024,2875.2,45-59,756.6,26.32,59.48
内蒙古,2024,2875.2,60+,393.4,13.68,88.18
吉林,2020,7758.4,0-14,1175.5,15.15,59.12
吉林,2020,7758.4,15-29,1567.4,20.2,63.8
吉林,2020,7758.4,30-44,1724.1,22.22,69.58
吉林,2020,7758.4,45-59,1567.4,20.2,64.15
吉林,2020,7758.4,60+,1724.1,22.22,68.86
吉林,2021,6162.2,0-14,933.7,15.15,64.77
吉林,2021,6162.2,15-29,1244.9,20.2,46.47
吉林,2021,6162.2,30-44,1369.4,22.22,48.83
吉林,2021,6162.2,45-59,1244.9,20.2,84.49
吉林,2021,6162.2,60+,1369.4,22.22,67.83
吉林,2022,6155.6,0-14,932.7,15.15,84.67
吉林,2022,6155.6,15-29,1243.6,20.2,66.38
吉林,2022,6155.6,30-44,1367.9,22.22,81.78
吉林,2022,6155.6,45-59,1243.6,20.2,55.12
吉林,2022,6155.6,60+,1367.9,22.22,61.63
吉林,2023,8676.8,0-14,1314.7,15.15,65.0
吉林,2023,8676.8,15-29,1752.9,20.2,86.64
吉林,2023,8676.8,30-44,1928.2,22.22,83.43
吉林,2023,8676.8,45-59,1752.9,20.2,58.03
吉林,2023,8676.8,60+,1928.2,22.22,84.51
吉林,2024,7426.3,0-14,1125.2,15.15,60.04
吉林,2024,7426.3,15-29,1500.3,20.2,61.53
吉林,2024,7426.3,30-44,1650.3,22.22,71.27
吉林,2024,7426.3,45-59,1500.3,20.2,88.82
吉林,2024,7426.3,60+,1650.3,22.22,87.64
新疆,2020,7704.5,0-14,1216.5,15.79,71.31
新疆,2020,7704.5,15-29,1622.0,21.05,63.32
新疆,2020,7704.5,30-44,1784.2,23.16,67.35
新疆,2020,7704.5,45-59,2027.5,26.32,49.0
新疆,2020,7704.5,60+,1054.3,13.68,55.61
新疆,2021,6863.1,0-14,1083.7,15.79,52.52
新疆,2021,6863.1,15-29,1444.9,21.05,85.37
新疆,2021,6863.1,30-44,1589.4,23.16,47.21
新疆,2021,6863.1,45-59,1806.1,26.32,71.54
新疆,2021,6863.1,60+,939.2,13.68,56.16
新疆,2022,9601.1,0-14,1516.0,15.79,84.64
新疆,2022,9601.1,15-29,2021.3,21.05,81.67
新疆,2022,9601.1,30-44,2223.4,23.16,67.88
新疆,2022,9601.1,45-59,2526.6,26.32,72.87
新疆,2022,9601.1,60+,1313.8,13.68,75.73
新疆,2023,6721.9,0-14,1061.3,15.79,52.57
新疆,2023,6721.9,15-29,1415.1,21.05,60.41
新疆,2023,6721.9,30-44,1556.6,23.16,80.53
新疆,2023,6721.9,45-59,1768.9,26.32,52.83
新疆,2023,6721.9,60+,919.8,13.68,85.91
新疆,2024,10311.3,0-14,1628.1,15.79,47.27
新疆,2024,10311.3,15-29,2170.8,21.05,83.55
新疆,2024,10311.3,30-44,2387.9,23.16,51.19
新疆,2024,10311.3,45-59,2713.5,26.32,58.71
新疆,2024,10311.3,60+,1411.0,13.68,49.2
甘肃,2020,3238.2,0-14,511.3,15.79,62.73
甘肃,2020,3238.2,15-29,681.7,21.05,47.16
甘肃,2020,3238.2,30-44,749.9,23.16,54.37
甘肃,2020,3238.2,45-59,852.2,26.32,53.82
甘肃,2020,3238.2,60+,443.1,13.68,68.78
甘肃,2021,2955.6,0-14,466.7,15.79,88.15
甘肃,2021,2955.6,15-29,622.2,21.05,55.97
甘肃,2021,2955.6,30-44,684.5,23.16,73.86
甘肃,2021,2955.6,45-59,777.8,26.32,59.62
甘肃,2021,2955.6,60+,404.5,13.68,57.06
甘肃,2022,2670.2,0-14,421.6,15.79,49.98
甘肃,2022,2670.2,15-29,562.2,21.05,49.51
甘肃,2022,2670.2,30-44,618.4,23.16,81.08
甘肃,2022,2670.2,45-59,702.7,26.32,57.93
甘肃,2022,2670.2,60+,365.4,13.68,71.19
甘肃,2023,2271.3,0-14,358.6,15.79,82.92
甘肃,2023,2271.3,15-29,478.2,21.05,63.63
甘肃,2023,2271.3,30-44,526.0,23.16,65.37
甘肃,2023,2271.3,45-59,597.7,26.32,89.31
甘肃,2023,2271.3,60+,310.8,13.68,64.82
甘肃,2024,6818.3,0-14,1076.6,15.79,65.53
甘肃,2024,6818.3,15-29,1435.4,21.05,69.83
甘肃,2024,6818.3,30-44,1579.0,23.16,47.77
甘肃,2024,6818.3,45-59,1794.3,26.32,55.03
甘肃,2024,6818.3,60+,933.0,13.68,71.37
黑龙江,2020,6647.4,0-14,1007.2,15.15,78.74
黑龙江,2020,6647.4,15-29,1342.9,20.2,54.22
黑龙江,2020,6647.4,30-44,1477.2,22.22,51.03
黑龙江,2020,6647.4,45-59,1342.9,20.2,53.18
黑龙江,2020,6647.4,60+,1477.2,22.22,77.56
黑龙江,2021,5624.7,0-14,852.2,15.15,76.66
黑龙江,2021,5624.7,15-29,1136.3,20.2,64.97
黑龙江,2021,5624.7,30-44,1249.9,22.22,82.29
黑龙江,2021,5624.7,45-59,1136.3,20.2,51.15
黑龙江,2021,5624.7,60+,1249.9,22.22,45.18
黑龙江,2022,8185.4,0-14,1240.2,15.15,84.6
黑龙江,2022,8185.4,15-29,1653.6,20.2,68.89
黑龙江,2022,8185.4,30-44,1819.0,22.22,85.18
黑龙江,2022,8185.4,45-59,1653.6,20.2,62.07
黑龙江,2022,8185.4,60+,1819.0,22.22,81.27
黑龙江,2023,10838.4,0-14,1642.2,15.15,59.19
黑龙江,2023,10838.4,15-29,2189.6,20.2,72.72
黑龙江,2023,10838.4,30-44,2408.5,22.22,47.03
黑龙江,2023,10838.4,45-59,2189.6,20.2,45.15
黑龙江,2023,10838.4,60+,2408.5,22.22,49.93
黑龙江,2024,10921.4,0-14,1654.8,15.15,67.33
黑龙江,2024,10921.4,15-29,2206.3,20.2,65.33
黑龙江,2024,10921.4,30-44,2427.0,22.22,67.51
黑龙江,2024,10921.4,45-59,2206.3,20.2,58.37
黑龙江,2024,10921.4,60+,2427.0,22.22,87.61
海南,2020,2348.0,0-14,370.7,15.79,73.05
海南,2020,2348.0,15-29,494.3,21.05,59.71
海南,2020,2348.0,30-44,543.7,23.16,74.56
海南,2020,2348.0,45-59,617.9,26.32,58.16
海南,2020,2348.0,60+,321.3,13.68,55.42
海南,2021,3949.9,0-14,623.7,15.79,67.17
海南,2021,3949.9,15-29,831.6,21.05,70.84
海南,2021,3949.9,30-44,914.7,23.16,79.06
海南,2021,3949.9,45-59,1039.5,26.32,57.43
海南,2021,3949.9,60+,540.5,13.68,65.17
海南,2022,2544.8,0-14,401.8,15.79,89.96
海南,2022,2544.8,15-29,535.8,21.05,63.83
海南,2022,2544.8,30-44,589.3,23.16,71.47
海南,2022,2544.8,45-59,669.7,26.32,59.5
海南,2022,2544.8,60+,348.2,13.68,46.98
海南,2023,6193.1,0-14,977.9,15.79,69.09
海南,2023,6193.1,15-29,1303.8,21.05,60.64
海南,2023,6193.1,30-44,1434.2,23.16,66.58
海南,2023,6193.1,45-59,1629.8,26.32,49.23
海南,2023,6193.1,60+,847.5,13.68,52.13
海南,2024,7528.7,0-14,1188.7,15.79,65.64
海南,2024,7528.7,15-29,1585.0,21.05,85.13
海南,2024,7528.7,30-44,1743.5,23.16,50.16
海南,2024,7528.7,45-59,1981.2,26.32,84.18
海南,2024,7528.7,60+,1030.2,13.68,83.82
宁夏,2020,4432.1,0-14,699.8,15.79,46.23
宁夏,2020,4432.1,15-29,933.1,21.05,81.0
宁夏,2020,4432.1,30-44,1026.4,23.16,70.83
宁夏,2020,4432.1,45-59,1166.4,26.32,82.14
宁夏,2020,4432.1,60+,606.5,13.68,57.92
宁夏,2021,7357.0,0-14,1161.6,15.79,54.72
宁夏,2021,7357.0,15-29,1548.8,21.05,62.38
宁夏,2021,7357.0,30-44,1703.7,23.16,70.07
宁夏,2021,7357.0,45-59,1936.1,26.32,77.46
宁夏,2021,7357.0,60+,1006.7,13.68,61.37
宁夏,2022,5652.4,0-14,892.5,15.79,87.32
宁夏,2022,5652.4,15-29,1190.0,21.05,45.42
宁夏,2022,5652.4,30-44,1309.0,23.16,50.27
宁夏,2022,5652.4,45-59,1487.5,26.32,74.11
宁夏,2022,5652.4,60+,773.5,13.68,74.03
宁夏,2023,6738.7,0-14,1064.0,15.79,63.83
宁夏,2023,6738.7,15-29,1418.7,21.05,81.85
宁夏,2023,6738.7,30-44,1560.5,23.16,59.22
宁夏,2023,6738.7,45-59,1773.3,26.32,66.36
宁夏,2023,6738.7,60+,922.1,13.68,63.24
宁夏,2024,7943.8,0-14,1254.3,15.79,78.53
宁夏,2024,7943.8,15-29,1672.4,21.05,60.94
宁夏,2024,7943.8,30-44,1839.6,23.16,45.42
宁夏,2024,7943.8,45-59,2090.5,26.32,51.09
宁夏,2024,7943.8,60+,1087.1,13.68,84.18
青海,2020,3662.5,0-14,578.3,15.79,71.56
青海,2020,3662.5,15-29,771.0,21.05,63.43
青海,2020,3662.5,30-44,848.1,23.16,57.18
青海,2020,3662.5,45-59,963.8,26.32,83.18
青海,2020,3662.5,60+,501.2,13.68,84.6
青海,2021,7995.5,0-14,1262.5,15.79,77.87
青海,2021,7995.5,15-29,1683.3,21.05,80.17
青海,2021,7995.5,30-44,1851.6,23.16,66.18
青海,2021,7995.5,45-59,2104.1,26.32,51.39
青海,2021,7995.5,60+,1094.1,13.68,58.29
青海,2022,5089.9,0-14,803.7,15.79,85.89
青海,2022,5089.9,15-29,1071.6,21.05,70.3
青海,2022,5089.9,30-44,1178.7,23.16,64.54
青海,2022,5089.9,45-59,1339.4,26.32,67.0
青海,2022,5089.9,60+,696.5,13.68,61.42
青海,2023,5588.4,0-14,882.4,15.79,46.45
青海,2023,5588.4,15-29,1176.5,21.05,71.14
青海,2023,5588.4,30-44,1294.2,23.16,75.45
青海,2023,5588.4,45-59,1470.6,26.32,75.21
青海,2023,5588.4,60+,764.7,13.68,88.39
青海,2024,6823.8,0-14,1077.4,15.79,89.99
青海,2024,6823.8,15-29,1436.6,21.05,66.61
青海,2024,6823.8,30-44,1580.2,23.16,63.78
青海,2024,6823.8,45-59,1795.7,26.32,75.41
青海,2024,6823.8,60+,933.8,13.68,84.38
