movie_id,title,release_year,release_date,genre,director,country,runtime_min,rating,opening_weekend_yi,total_box_office_yi
M1300,电影-0300,2021,2021-04-19,爱情,导演-46,日本,127,6.5,1.22,7.7
M1301,电影-0301,2020,2020-04-20,科幻,导演-69,英国,141,5.0,2.21,9.07
M1302,电影-0302,2020,2020-05-04,喜剧,导演-67,韩国,141,4.5,0.87,3.19
M1303,电影-0303,2024,2024-03-08,动作,导演-22,法国,172,8.3,3.43,11.74
M1304,电影-0304,2021,2021-12-19,剧情,导演-14,中国,141,6.4,1.66,12.19
M1305,电影-0305,2023,2023-02-21,爱情,导演-31,法国,81,6.9,0.49,1.99
M1306,电影-0306,2022,2022-06-23,剧情,导演-69,中国,112,6.9,0.49,2.25
M1307,电影-0307,2021,2021-08-21,爱情,导演-24,日本,153,6.0,2.12,9.26
M1308,电影-0308,2022,2022-08-21,喜剧,导演-32,美国,141,6.5,0.12,0.68
M1309,电影-0309,2024,2024-06-23,喜剧,导演-75,美国,90,5.7,1.27,7.25
M1310,电影-0310,2024,2024-01-21,喜剧,导演-70,日本,108,6.5,0.36,1.36
M1311,电影-0311,2022,2022-09-27,喜剧,导演-31,法国,102,7.8,0.03,0.12
M1312,电影-0312,2023,2023-08-12,悬疑,导演-67,日本,86,7.0,0.48,1.33
M1313,电影-0313,2024,2024-06-25,喜剧,导演-6,日本,178,9.0,1.15,7.83
M1314,电影-0314,2023,2023-08-07,喜剧,导演-36,韩国,112,8.5,1.3,4.64
M1315,电影-0315,2021,2021-01-22,悬疑,导演-36,中国,175,6.9,0.08,0.27
M1316,电影-0316,2020,2020-01-17,纪录片,导演-68,美国,132,7.3,1.53,10.39
M1317,电影-0317,2023,2023-09-17,喜剧,导演-19,日本,109,4.2,0.78,2.09
M1318,电影-0318,2023,2023-05-27,悬疑,导演-24,法国,122,7.4,0.11,0.64
M1319,电影-0319,2023,2023-06-09,动画,导演-62,美国,158,7.1,3.4,19.43
M1320,电影-0320,2024,2024-07-15,动作,导演-55,美国,87,9.8,2.57,5.74
M1321,电影-0321,2023,2023-08-15,悬疑,导演-80,英国,106,7.4,0.68,3.06
M1322,电影-0322,2020,2020-11-08,科幻,导演-77,美国,118,7.2,0.69,4.14
M1323,电影-0323,2022,2022-06-20,剧情,导演-15,韩国,134,5.5,0.48,1.67
M1324,电影-0324,2021,2021-11-25,剧情,导演-72,韩国,140,7.0,0.17,1.02
M1325,电影-0325,2022,2022-10-15,喜剧,导演-71,法国,111,7.3,0.11,0.63
M1326,电影-0326,2022,2022-06-27,悬疑,导演-56,中国,176,6.5,0.99,6.96
M1327,电影-0327,2020,2020-11-03,动作,导演-51,韩国,154,5.7,2.75,12.94
M1328,电影-0328,2024,2024-11-10,喜剧,导演-52,英国,143,6.8,2.46,14.53
M1329,电影-0329,2021,2021-01-10,动作,导演-10,英国,83,6.9,1.27,10.12
M1330,电影-0330,2022,2022-11-04,喜剧,导演-39,韩国,156,4.6,1.72,5.34
M1331,电影-0331,2022,2022-07-05,喜剧,导演-46,韩国,127,5.8,3.34,10.04
M1332,电影-0332,2023,2023-11-01,动作,导演-52,中国,129,7.9,0.41,1.76
M1333,电影-0333,2024,2024-04-02,纪录片,导演-57,法国,170,9.0,0.37,1.36
M1334,电影-0334,2021,2021-01-24,剧情,导演-20,法国,103,7.8,0.02,0.05
M1335,电影-0335,2020,2020-09-18,科幻,导演-20,日本,138,8.1,0.0,0.0
M1336,电影-0336,2024,2024-08-19,动画,导演-7,英国,146,5.6,0.62,3.35
M1337,电影-0337,2022,2022-02-08,喜剧,导演-10,韩国,180,6.6,1.37,4.26
M1338,电影-0338,2021,2021-05-17,动画,导演-58,中国,152,6.0,0.59,1.28
M1339,电影-0339,2023,2023-05-11,科幻,导演-27,英国,171,5.3,1.19,3.99
M1340,电影-0340,2022,2022-07-22,纪录片,导演-23,英国,139,7.8,1.89,15.03
M1341,电影-0341,2024,2024-03-11,喜剧,导演-3,中国,162,7.7,2.05,7.5
M1342,电影-0342,2021,2021-06-05,剧情,导演-22,英国,169,6.6,2.0,11.75
M1343,电影-0343,2021,2021-06-01,动画,导演-7,中国,148,5.1,5.46,35.05
M1344,电影-0344,2024,2024-10-18,纪录片,导演-74,美国,124,6.4,0.86,1.85
M1345,电影-0345,2021,2021-09-13,纪录片,导演-74,韩国,118,6.9,1.63,12.68
M1346,电影-0346,2020,2020-08-15,科幻,导演-48,中国,95,5.6,1.21,5.53
M1347,电影-0347,2021,2021-10-20,纪录片,导演-52,美国,155,5.6,1.77,11.16
M1348,电影-0348,2021,2021-09-22,动画,导演-22,日本,92,8.9,0.13,0.99
M1349,电影-0349,2023,2023-01-18,喜剧,导演-45,中国,85,8.2,0.51,1.14
M1350,电影-0350,2024,2024-12-13,动画,导演-79,日本,90,6.1,0.2,0.97
M1351,电影-0351,2024,2024-07-04,动画,导演-59,英国,96,7.6,0.01,0.08
M1352,电影-0352,2023,2023-09-17,爱情,导演-32,日本,80,7.2,3.2,24.08
M1353,电影-0353,2020,2020-06-23,喜剧,导演-59,韩国,166,5.9,3.01,21.84
M1354,电影-0354,2024,2024-02-18,动画,导演-58,美国,128,6.9,0.07,0.37
M1355,电影-0355,2022,2022-12-13,喜剧,导演-26,中国,125,7.3,0.92,3.92
M1356,电影-0356,2024,2024-02-16,喜剧,导演-80,中国,168,6.2,1.11,8.63
M1357,电影-0357,2021,2021-10-27,科幻,导演-59,日本,149,8.0,0.26,1.88
M1358,电影-0358,2022,2022-04-22,科幻,导演-79,中国,107,9.1,0.91,4.62
M1359,电影-0359,2021,2021-04-13,动画,导演-79,美国,178,6.8,3.06,20.69
M1360,电影-0360,2020,2020-04-11,动画,导演-47,英国,178,8.6,0.27,1.41
M1361,电影-0361,2021,2021-03-05,剧情,导演-11,英国,99,5.7,2.16,13.31
M1362,电影-0362,2024,2024-04-13,剧情,导演-61,法国,89,7.0,4.42,34.26
M1363,电影-0363,2021,2021-09-25,科幻,导演-11,英国,159,3.6,0.44,1.71
M1364,电影-0364,2023,2023-09-14,剧情,导演-77,日本,128,6.8,6.23,20.24
M1365,电影-0365,2022,2022-01-08,喜剧,导演-32,法国,92,8.8,1.63,11.11
M1366,电影-0366,2023,2023-07-11,动作,导演-56,中国,93,4.4,3.73,20.56
M1367,电影-0367,2024,2024-04-16,科幻,导演-72,日本,152,6.2,0.75,2.85
M1368,电影-0368,2023,2023-10-27,动作,导演-73,英国,175,6.8,4.12,28.8
M1369,电影-0369,2023,2023-06-17,纪录片,导演-25,中国,135,5.4,1.04,3.41
M1370,电影-0370,2021,2021-02-02,动画,导演-70,日本,83,6.2,0.71,4.44
M1371,电影-0371,2024,2024-03-25,动画,导演-26,英国,119,7.1,0.3,2.28
M1372,电影-0372,2023,2023-03-06,动作,导演-35,中国,153,5.7,1.45,9.53
M1373,电影-0373,2022,2022-10-08,爱情,导演-16,美国,161,6.5,1.75,4.29
M1374,电影-0374,2021,2021-03-11,喜剧,导演-27,韩国,100,4.6,1.97,13.21
M1375,电影-0375,2021,2021-07-03,动画,导演-78,日本,94,7.0,2.38,11.6
M1376,电影-0376,2020,2020-08-09,科幻,导演-70,韩国,140,8.3,0.84,4.76
M1377,电影-0377,2024,2024-03-11,科幻,导演-46,法国,141,6.0,1.36,10.43
M1378,电影-0378,2024,2024-12-19,悬疑,导演-9,韩国,90,5.6,0.96,5.82
M1379,电影-0379,2020,2020-04-04,剧情,导演-34,法国,102,9.8,0.05,0.32
M1380,电影-0380,2022,2022-10-23,动作,导演-40,日本,164,7.4,0.5,2.95
M1381,电影-0381,2024,2024-07-08,剧情,导演-72,中国,83,6.6,0.08,0.58
M1382,电影-0382,2024,2024-11-14,纪录片,导演-76,英国,120,6.1,0.45,2.03
M1383,电影-0383,2021,2021-02-27,科幻,导演-71,韩国,85,6.3,0.08,0.31
M1384,电影-0384,2023,2023-11-05,动画,导演-26,韩国,156,6.7,0.24,1.55
M1385,电影-0385,2022,2022-12-02,纪录片,导演-43,韩国,178,7.0,2.31,17.19
M1386,电影-0386,2022,2022-08-14,动画,导演-14,韩国,176,6.7,0.6,2.12
M1387,电影-0387,2022,2022-05-01,喜剧,导演-71,日本,145,7.0,2.03,14.08
M1388,电影-0388,2020,2020-10-12,悬疑,导演-28,日本,83,6.9,1.02,6.78
M1389,电影-0389,2023,2023-04-17,科幻,导演-13,美国,172,8.2,3.52,7.34
M1390,电影-0390,2020,2020-10-05,爱情,导演-72,法国,161,6.6,0.85,6.65
M1391,电影-0391,2023,2023-11-11,动作,导演-67,法国,157,7.2,1.75,11.83
M1392,电影-0392,2020,2020-03-21,喜剧,导演-74,日本,142,5.1,2.21,10.5
M1393,电影-0393,2024,2024-01-07,剧情,导演-49,中国,96,9.8,2.27,12.38
M1394,电影-0394,2022,2022-08-24,爱情,导演-55,美国,86,4.7,0.16,1.25
M1395,电影-0395,2020,2020-06-15,动作,导演-44,日本,110,8.5,0.54,3.83
M1396,电影-0396,2023,2023-08-02,悬疑,导演-30,美国,173,9.8,0.99,3.51
M1397,电影-0397,2021,2021-03-16,剧情,导演-25,中国,156,8.1,3.99,21.11
M1398,电影-0398,2020,2020-05-12,动画,导演-11,中国,156,4.7,0.46,3.01
M1399,电影-0399,2024,2024-07-13,悬疑,导演-68,韩国,120,6.7,1.17,2.78
M1400,电影-0400,2024,2024-09-11,科幻,导演-23,法国,100,5.8,0.22,0.97
M1401,电影-0401,2020,2020-12-01,动作,导演-26,英国,82,5.4,1.66,3.75
M1402,电影-0402,2023,2023-09-06,悬疑,导演-53,韩国,124,7.1,3.5,14.98
M1403,电影-0403,2024,2024-11-27,动画,导演-59,美国,101,5.5,0.39,2.93
M1404,电影-0404,2021,2021-03-21,剧情,导演-44,日本,131,6.7,1.65,9.9
M1405,电影-0405,2023,2023-11-27,悬疑,导演-9,中国,152,7.4,0.08,0.27
M1406,电影-0406,2022,2022-06-10,悬疑,导演-72,韩国,169,7.8,3.28,11.65
M1407,电影-0407,2024,2024-06-07,动画,导演-60,中国,149,7.5,0.73,3.74
M1408,电影-0408,2022,2022-05-12,动画,导演-60,美国,156,7.9,2.12,6.97
M1409,电影-0409,2022,2022-04-04,动作,导演-79,英国,132,5.9,1.93,13.07
M1410,电影-0410,2020,2020-04-15,悬疑,导演-58,法国,156,9.1,0.02,0.09
M1411,电影-0411,2022,2022-09-07,动画,导演-62,日本,150,6.7,0.06,0.35
M1412,电影-0412,2022,2022-04-06,纪录片,导演-40,法国,91,6.5,2.04,11.16
M1413,电影-0413,2020,2020-06-26,动画,导演-58,美国,81,6.9,5.77,40.72
M1414,电影-0414,2020,2020-06-12,剧情,导演-75,美国,104,8.1,2.14,9.96
M1415,电影-0415,2020,2020-02-18,科幻,导演-55,法国,118,7.6,0.67,1.76
M1416,电影-0416,2023,2023-04-20,喜剧,导演-42,日本,150,8.3,0.04,0.2
M1417,电影-0417,2021,2021-12-15,爱情,导演-59,日本,90,6.6,0.86,5.2
M1418,电影-0418,2021,2021-05-05,剧情,导演-44,韩国,172,6.9,2.63,16.24
M1419,电影-0419,2023,2023-02-18,纪录片,导演-7,韩国,138,8.1,1.5,7.8
M1420,电影-0420,2021,2021-03-20,动作,导演-71,美国,103,6.8,0.75,4.93
M1421,电影-0421,2023,2023-03-05,动作,导演-38,美国,159,6.8,0.05,0.19
M1422,电影-0422,2022,2022-02-23,纪录片,导演-46,美国,144,7.9,0.34,2.69
M1423,电影-0423,2022,2022-04-08,科幻,导演-79,法国,95,6.3,0.69,2.45
M1424,电影-0424,2021,2021-01-13,纪录片,导演-50,美国,157,8.3,0.79,5.88
M1425,电影-0425,2023,2023-08-12,爱情,导演-1,美国,151,7.7,1.49,3.12
M1426,电影-0426,2023,2023-09-21,剧情,导演-13,日本,98,7.1,0.58,2.45
M1427,电影-0427,2023,2023-11-25,爱情,导演-77,美国,122,6.6,2.12,13.33
M1428,电影-0428,2023,2023-06-02,科幻,导演-61,英国,81,6.4,0.25,1.96
M1429,电影-0429,2024,2024-10-15,动画,导演-72,美国,164,6.5,3.47,16.76
M1430,电影-0430,2022,2022-10-23,爱情,导演-8,法国,145,8.8,2.2,14.02
M1431,电影-0431,2024,2024-12-19,动画,导演-74,日本,90,8.2,2.18,13.52
M1432,电影-0432,2024,2024-06-09,纪录片,导演-37,韩国,140,7.3,2.04,14.15
M1433,电影-0433,2021,2021-01-17,动画,导演-76,法国,179,8.4,1.63,10.98
M1434,电影-0434,2023,2023-11-09,爱情,导演-69,美国,83,6.9,0.14,0.55
M1435,电影-0435,2024,2024-09-04,动作,导演-17,美国,117,6.0,1.34,3.37
M1436,电影-0436,2021,2021-06-21,纪录片,导演-37,法国,90,9.4,0.7,2.11
M1437,电影-0437,2022,2022-10-26,爱情,导演-45,法国,96,5.7,0.4,1.76
M1438,电影-0438,2021,2021-07-17,悬疑,导演-57,日本,165,6.7,0.34,1.3
M1439,电影-0439,2021,2021-04-24,纪录片,导演-58,法国,164,6.6,0.76,5.49
M1440,电影-0440,2021,2021-10-04,剧情,导演-52,英国,147,6.5,0.12,0.25
M1441,电影-0441,2024,2024-10-01,喜剧,导演-78,韩国,131,7.5,1.45,3.54
M1442,电影-0442,2020,2020-06-26,悬疑,导演-73,英国,146,7.5,1.2,2.48
M1443,电影-0443,2024,2024-04-06,科幻,导演-20,美国,145,8.0,1.15,6.97
M1444,电影-0444,2022,2022-12-27,动画,导演-44,法国,142,7.8,2.01,6.48
M1445,电影-0445,2021,2021-01-04,剧情,导演-6,英国,130,7.2,0.48,3.11
M1446,电影-0446,2022,2022-11-25,动画,导演-58,中国,109,6.7,1.54,3.32
M1447,电影-0447,2020,2020-08-05,科幻,导演-74,中国,82,8.0,0.64,2.42
M1448,电影-0448,2022,2022-11-17,剧情,导演-72,美国,179,5.0,1.26,6.99
M1449,电影-0449,2024,2024-05-10,动画,导演-74,英国,97,8.9,6.45,18.75
M1450,电影-0450,2022,2022-07-04,动作,导演-61,美国,121,6.9,5.49,11.19
M1451,电影-0451,2020,2020-03-22,动作,导演-74,韩国,89,7.1,0.72,5.35
M1452,电影-0452,2022,2022-05-16,动作,导演-32,美国,171,5.1,2.46,5.78
M1453,电影-0453,2020,2020-02-12,悬疑,导演-7,法国,180,8.7,13.33,66.49
M1454,电影-0454,2022,2022-01-03,动画,导演-4,中国,90,7.3,0.1,0.65
M1455,电影-0455,2020,2020-03-13,动作,导演-63,中国,143,9.0,0.02,0.07
M1456,电影-0456,2023,2023-07-14,喜剧,导演-40,英国,153,8.7,2.05,15.74
M1457,电影-0457,2023,2023-11-12,科幻,导演-63,英国,96,6.9,6.18,22.74
M1458,电影-0458,2023,2023-04-16,悬疑,导演-35,日本,91,6.8,0.8,3.79
M1459,电影-0459,2021,2021-04-01,剧情,导演-42,中国,125,7.0,0.68,2.32
M1460,电影-0460,2020,2020-07-13,喜剧,导演-59,法国,169,7.5,0.86,3.34
M1461,电影-0461,2022,2022-11-25,悬疑,导演-23,法国,94,5.3,1.63,9.47
M1462,电影-0462,2023,2023-10-20,爱情,导演-4,法国,108,7.6,0.47,2.35
M1463,电影-0463,2024,2024-07-09,喜剧,导演-44,韩国,177,9.2,0.17,1.23
M1464,电影-0464,2023,2023-07-17,科幻,导演-42,日本,140,6.4,0.17,0.61
M1465,电影-0465,2022,2022-06-24,爱情,导演-76,韩国,128,5.8,3.85,17.42
M1466,电影-0466,2023,2023-01-02,动作,导演-32,美国,126,7.6,0.65,1.75
M1467,电影-0467,2022,2022-03-18,剧情,导演-17,法国,115,7.8,0.21,1.53
M1468,电影-0468,2022,2022-12-19,动画,导演-19,韩国,81,6.5,0.3,1.49
M1469,电影-0469,2024,2024-10-11,动画,导演-26,中国,149,4.8,1.13,5.07
M1470,电影-0470,2023,2023-12-16,剧情,导演-69,英国,139,7.4,0.41,2.2
M1471,电影-0471,2024,2024-12-09,爱情,导演-71,法国,148,6.1,0.21,0.48
M1472,电影-0472,2024,2024-11-25,科幻,导演-8,中国,164,5.6,2.16,8.4
M1473,电影-0473,2024,2024-02-17,动作,导演-31,中国,108,8.1,1.19,3.21
M1474,电影-0474,2022,2022-12-05,纪录片,导演-1,韩国,83,5.9,1.5,8.76
M1475,电影-0475,2021,2021-09-15,科幻,导演-26,英国,176,9.4,2.97,7.72
M1476,电影-0476,2022,2022-03-27,科幻,导演-21,法国,163,6.8,1.37,9.77
M1477,电影-0477,2020,2020-07-20,纪录片,导演-17,韩国,117,6.9,3.32,7.87
M1478,电影-0478,2022,2022-03-09,悬疑,导演-3,韩国,163,7.4,0.13,0.49
M1479,电影-0479,2022,2022-02-04,爱情,导演-75,法国,110,7.2,0.18,0.65
M1480,电影-0480,2022,2022-01-05,喜剧,导演-49,日本,135,7.4,3.5,20.5
M1481,电影-0481,2023,2023-05-19,科幻,导演-23,英国,173,6.6,1.81,9.07
M1482,电影-0482,2021,2021-02-11,悬疑,导演-63,英国,144,6.9,1.42,6.04
M1483,电影-0483,2021,2021-02-22,喜剧,导演-47,法国,85,6.9,1.38,8.05
M1484,电影-0484,2020,2020-08-21,动作,导演-5,日本,90,6.5,2.16,12.77
M1485,电影-0485,2023,2023-08-27,纪录片,导演-46,中国,150,7.3,1.41,4.51
M1486,电影-0486,2024,2024-05-15,动画,导演-72,韩国,119,6.5,3.25,13.74
M1487,电影-0487,2020,2020-10-18,喜剧,导演-3,法国,110,7.4,5.22,11.08
M1488,电影-0488,2022,2022-11-17,喜剧,导演-63,英国,133,8.3,0.95,2.99
M1489,电影-0489,2021,2021-10-18,纪录片,导演-37,美国,175,7.3,1.39,6.33
M1490,电影-0490,2020,2020-04-26,动作,导演-63,法国,148,7.2,0.2,1.36
M1491,电影-0491,2023,2023-01-24,动作,导演-26,韩国,134,7.8,0.09,0.65
M1492,电影-0492,2020,2020-05-10,悬疑,导演-6,中国,157,6.8,0.39,3.03
M1493,电影-0493,2021,2021-12-18,纪录片,导演-62,韩国,125,6.3,3.6,22.61
M1494,电影-0494,2020,2020-05-07,爱情,导演-74,日本,169,7.3,1.62,7.94
M1495,电影-0495,2023,2023-10-15,剧情,导演-73,中国,123,6.6,0.76,3.05
M1496,电影-0496,2022,2022-05-19,悬疑,导演-42,法国,100,6.9,3.48,9.89
M1497,电影-0497,2022,2022-07-15,悬疑,导演-73,日本,144,4.8,1.75,5.36
M1498,电影-0498,2022,2022-11-06,喜剧,导演-66,韩国,146,7.9,0.21,1.52
M1499,电影-0499,2024,2024-10-04,动画,导演-55,日本,128,6.3,0.22,0.54
