sku_id,sku_name,category,warehouse_id,stock_qty,reorder_point,unit_cost,last_restock_date,turnover_days,is_low_stock
SKU30353,商品-0353,美妆,W05,196,100,196.82,2026-03-07,37.9,0
SKU30354,商品-0354,电子,W07,58,35,498.58,2026-04-26,68.3,1
SKU30355,商品-0355,电子,W06,0,68,221.16,2026-02-03,54.7,0
SKU30356,商品-0356,图书,W02,216,33,164.26,2026-03-22,31.9,0
SKU30357,商品-0357,食品,W03,56,54,35.97,2026-01-01,51.8,1
SKU30358,商品-0358,美妆,W02,99,84,285.24,2026-04-12,73.3,0
SKU30359,商品-0359,母婴,W09,201,68,440.62,2026-03-18,37.1,0
SKU30360,商品-0360,服装,W07,1004,47,125.16,2026-03-31,66.4,0
SKU30361,商品-0361,食品,W06,149,37,277.16,2026-04-13,27.7,0
SKU30362,商品-0362,母婴,W08,68,84,351.98,2026-04-12,49.9,1
SKU30363,商品-0363,母婴,W03,130,78,473.33,2026-03-30,8.1,0
SKU30364,商品-0364,家居,W07,75,89,13.49,2026-04-17,45.2,0
SKU30365,商品-0365,母婴,W10,183,29,120.84,2026-02-11,14.1,1
SKU30366,商品-0366,食品,W09,448,77,398.67,2026-03-22,73.7,0
SKU30367,商品-0367,运动,W05,240,57,128.39,2026-03-11,13.2,0
SKU30368,商品-0368,母婴,W07,1102,87,213.09,2026-04-16,53.3,0
SKU30369,商品-0369,母婴,W10,70,34,282.41,2026-03-22,68.3,0
SKU30370,商品-0370,美妆,W01,109,31,488.06,2026-04-19,55.3,0
SKU30371,商品-0371,家居,W08,49,98,301.74,2026-03-08,10.4,1
SKU30372,商品-0372,母婴,W10,136,65,206.57,2026-01-01,74.5,0
SKU30373,商品-0373,家居,W02,49,29,291.94,2026-02-14,89.9,1
SKU30374,商品-0374,服装,W09,71,82,113.07,2026-03-04,7.6,0
SKU30375,商品-0375,家居,W05,95,36,319.55,2026-02-05,73.2,0
SKU30376,商品-0376,服装,W02,161,67,440.07,2026-01-10,8.3,0
SKU30377,商品-0377,美妆,W08,18,32,203.28,2026-04-12,52.7,0
SKU30378,商品-0378,家居,W04,110,44,38.31,2026-03-01,78.2,1
SKU30379,商品-0379,运动,W07,206,73,125.28,2026-04-07,53.2,0
SKU30380,商品-0380,母婴,W02,160,33,436.09,2026-04-05,15.6,0
SKU30381,商品-0381,家居,W02,361,57,122.97,2026-02-04,52.3,0
SKU30382,商品-0382,服装,W01,85,50,216.53,2026-01-18,36.9,1
SKU30383,商品-0383,运动,W05,51,98,85.39,2026-02-12,38.7,0
SKU30384,商品-0384,母婴,W06,129,92,473.94,2026-02-27,21.7,0
SKU30385,商品-0385,食品,W04,355,79,403.45,2026-03-19,61.2,1
SKU30386,商品-0386,家居,W09,217,89,247.63,2026-01-18,81.4,0
SKU30387,商品-0387,食品,W03,16,51,451.74,2026-04-29,34.1,0
SKU30388,商品-0388,图书,W01,222,35,278.35,2026-01-13,79.0,1
SKU30389,商品-0389,美妆,W02,43,96,227.67,2026-02-22,82.3,0
SKU30390,商品-0390,美妆,W06,229,89,220.75,2026-01-08,66.1,0
SKU30391,商品-0391,服装,W06,154,45,344.26,2026-03-02,60.0,1
SKU30392,商品-0392,服装,W06,280,94,264.19,2026-02-02,29.5,0
SKU30393,商品-0393,母婴,W05,140,33,170.14,2026-04-28,56.7,0
SKU30394,商品-0394,服装,W07,227,92,443.47,2026-01-10,14.3,1
SKU30395,商品-0395,运动,W07,87,36,134.79,2026-01-02,88.5,0
SKU30396,商品-0396,美妆,W08,77,38,470.34,2026-01-07,42.6,0
SKU30397,商品-0397,服装,W07,69,84,307.77,2026-04-10,66.0,0
SKU30398,商品-0398,电子,W08,201,66,364.23,2026-04-21,27.9,0
SKU30399,商品-0399,服装,W02,46,33,13.92,2026-04-02,41.8,0
SKU30400,商品-0400,图书,W08,264,76,156.76,2026-01-07,83.2,0
SKU30401,商品-0401,服装,W05,186,92,128.87,2026-03-29,11.9,0
SKU30402,商品-0402,电子,W03,2,23,425.51,2026-04-24,47.4,0
SKU30403,商品-0403,食品,W04,455,53,236.81,2026-03-31,46.0,0
SKU30404,商品-0404,食品,W03,33,96,391.67,2026-02-15,53.9,0
SKU30405,商品-0405,母婴,W10,854,40,294.45,2026-03-23,82.9,0
SKU30406,商品-0406,食品,W07,258,37,436.29,2026-03-28,11.9,0
SKU30407,商品-0407,电子,W07,227,48,224.12,2026-02-09,83.0,1
SKU30408,商品-0408,美妆,W01,76,95,217.99,2026-04-15,77.4,0
SKU30409,商品-0409,电子,W04,255,70,136.53,2026-02-04,50.4,0
SKU30410,商品-0410,图书,W02,434,98,484.23,2026-03-27,39.6,0
SKU30411,商品-0411,美妆,W08,43,27,118.32,2026-02-26,16.9,0
SKU30412,商品-0412,服装,W04,22,94,68.92,2026-01-18,59.7,0
SKU30413,商品-0413,母婴,W01,152,28,175.95,2026-04-03,64.2,0
SKU30414,商品-0414,美妆,W08,221,93,74.61,2026-03-04,81.6,0
SKU30415,商品-0415,美妆,W06,60,49,280.38,2026-04-14,20.0,0
SKU30416,商品-0416,家居,W01,233,65,237.52,2026-04-05,17.8,0
SKU30417,商品-0417,图书,W01,545,38,102.22,2026-01-30,25.1,0
SKU30418,商品-0418,运动,W08,260,53,126.96,2026-01-30,33.4,0
SKU30419,商品-0419,母婴,W01,85,97,325.66,2026-04-24,60.3,0
SKU30420,商品-0420,运动,W10,282,28,176.07,2026-02-15,85.1,0
SKU30421,商品-0421,食品,W08,90,88,301.7,2026-02-15,17.7,0
SKU30422,商品-0422,母婴,W04,201,20,463.79,2026-04-17,31.2,0
SKU30423,商品-0423,家居,W07,128,83,429.04,2026-01-12,64.7,1
SKU30424,商品-0424,服装,W02,2,52,390.83,2026-04-10,89.5,0
SKU30425,商品-0425,家居,W06,76,74,360.72,2026-04-29,17.8,0
SKU30426,商品-0426,运动,W09,11,69,265.04,2026-04-13,71.7,0
SKU30427,商品-0427,电子,W10,474,61,31.77,2026-01-02,50.7,0
SKU30428,商品-0428,家居,W03,117,72,124.78,2026-02-03,7.2,0
SKU30429,商品-0429,食品,W03,19,52,141.73,2026-04-27,73.4,0
SKU30430,商品-0430,运动,W09,373,20,379.64,2026-03-21,22.5,0
SKU30431,商品-0431,美妆,W10,538,92,450.9,2026-04-28,10.3,0
SKU30432,商品-0432,美妆,W10,262,55,320.45,2026-03-02,67.3,0
SKU30433,商品-0433,服装,W08,395,28,335.79,2026-03-18,53.6,0
SKU30434,商品-0434,电子,W02,671,53,117.44,2026-02-18,37.1,0
SKU30435,商品-0435,运动,W04,24,44,386.09,2026-04-27,49.8,0
SKU30436,商品-0436,母婴,W01,90,71,130.41,2026-01-26,67.7,0
SKU30437,商品-0437,美妆,W09,155,72,122.68,2026-01-28,11.2,0
SKU30438,商品-0438,服装,W07,55,72,327.02,2026-01-19,50.7,0
SKU30439,商品-0439,电子,W05,24,78,222.1,2026-02-28,74.1,0
SKU30440,商品-0440,美妆,W06,37,81,162.0,2026-03-08,11.8,0
SKU30441,商品-0441,运动,W05,491,87,136.22,2026-02-11,82.7,0
SKU30442,商品-0442,图书,W09,23,83,21.26,2026-02-08,13.2,1
SKU30443,商品-0443,运动,W04,21,98,53.65,2026-01-17,46.0,1
SKU30444,商品-0444,美妆,W06,64,76,278.32,2026-04-08,36.5,0
SKU30445,商品-0445,电子,W08,235,53,212.3,2026-02-08,77.2,0
SKU30446,商品-0446,运动,W05,393,71,12.04,2026-03-17,41.2,0
SKU30447,商品-0447,美妆,W09,631,86,427.31,2026-01-03,28.2,0
SKU30448,商品-0448,图书,W09,60,65,427.74,2026-03-30,36.2,0
SKU30449,商品-0449,美妆,W08,10,33,132.39,2026-01-01,69.2,0
SKU30450,商品-0450,图书,W06,452,100,19.26,2026-04-28,27.3,1
SKU30451,商品-0451,运动,W08,5,76,499.35,2026-02-12,36.2,1
SKU30452,商品-0452,美妆,W07,78,76,237.35,2026-04-15,85.9,0
SKU30453,商品-0453,图书,W06,35,21,478.15,2026-03-17,55.2,0
SKU30454,商品-0454,母婴,W06,98,62,451.91,2026-02-23,36.9,0
SKU30455,商品-0455,电子,W09,19,41,23.7,2026-01-19,30.8,0
SKU30456,商品-0456,食品,W05,14,32,384.96,2026-02-02,85.2,0
SKU30457,商品-0457,食品,W05,46,55,72.65,2026-02-18,49.3,0
SKU30458,商品-0458,美妆,W06,280,21,289.83,2026-03-03,87.6,0
SKU30459,商品-0459,电子,W08,794,57,269.61,2026-03-23,43.6,0
SKU30460,商品-0460,图书,W08,31,59,403.04,2026-02-11,74.0,0
SKU30461,商品-0461,服装,W04,434,21,372.62,2026-04-01,84.6,0
SKU30462,商品-0462,图书,W10,6,32,328.77,2026-03-25,54.7,0
SKU30463,商品-0463,图书,W01,436,41,368.92,2026-01-04,81.0,0
SKU30464,商品-0464,美妆,W08,69,55,57.93,2026-01-16,8.8,0
SKU30465,商品-0465,电子,W09,116,23,147.63,2026-03-23,21.8,0
SKU30466,商品-0466,服装,W10,366,39,154.68,2026-04-19,39.5,0
SKU30467,商品-0467,服装,W04,221,86,25.08,2026-02-25,20.7,0
SKU30468,商品-0468,家居,W04,122,44,122.45,2026-02-07,9.3,0
SKU30469,商品-0469,美妆,W02,720,31,9.72,2026-03-19,12.5,0
SKU30470,商品-0470,服装,W07,138,99,224.3,2026-03-01,63.8,0
SKU30471,商品-0471,美妆,W05,207,100,275.21,2026-01-15,43.1,0
SKU30472,商品-0472,电子,W09,115,74,402.68,2026-03-12,25.0,0
SKU30473,商品-0473,家居,W08,195,40,110.44,2026-02-03,23.6,1
SKU30474,商品-0474,服装,W08,106,22,357.6,2026-04-25,62.6,0
SKU30475,商品-0475,运动,W03,49,82,250.39,2026-03-22,68.2,0
SKU30476,商品-0476,母婴,W06,74,53,477.1,2026-04-13,54.0,1
SKU30477,商品-0477,运动,W07,447,57,77.01,2026-04-04,72.1,1
SKU30478,商品-0478,图书,W08,118,42,39.52,2026-04-12,21.8,1
SKU30479,商品-0479,美妆,W01,172,94,124.98,2026-04-23,16.4,0
SKU30480,商品-0480,服装,W04,54,92,272.09,2026-02-17,47.3,1
SKU30481,商品-0481,图书,W04,268,97,405.89,2026-02-01,52.6,0
SKU30482,商品-0482,食品,W10,126,62,138.08,2026-02-02,29.0,0
SKU30483,商品-0483,食品,W03,113,28,320.5,2026-03-23,23.3,0
SKU30484,商品-0484,家居,W02,444,87,452.65,2026-04-17,84.8,1
SKU30485,商品-0485,运动,W05,81,84,106.58,2026-03-26,20.7,0
SKU30486,商品-0486,家居,W09,167,36,216.32,2026-03-29,72.8,0
SKU30487,商品-0487,食品,W04,74,93,42.42,2026-02-10,11.2,0
SKU30488,商品-0488,运动,W09,48,42,311.27,2026-02-02,74.6,0
SKU30489,商品-0489,服装,W08,536,33,327.96,2026-04-01,66.3,1
SKU30490,商品-0490,美妆,W01,19,74,304.45,2026-04-08,27.5,0
SKU30491,商品-0491,运动,W10,91,69,129.85,2026-04-20,78.9,0
SKU30492,商品-0492,母婴,W09,50,73,370.36,2026-02-14,67.8,0
SKU30493,商品-0493,母婴,W02,614,86,338.2,2026-03-19,13.8,0
SKU30494,商品-0494,图书,W10,54,27,444.79,2026-03-04,60.8,0
SKU30495,商品-0495,服装,W06,315,62,34.5,2026-04-05,89.5,0
SKU30496,商品-0496,运动,W04,116,64,219.0,2026-03-06,53.4,0
SKU30497,商品-0497,母婴,W10,456,70,339.59,2026-04-22,44.5,0
SKU30498,商品-0498,家居,W07,339,22,303.0,2026-01-17,34.7,0
SKU30499,商品-0499,食品,W01,263,20,488.65,2026-02-11,15.9,0
SKU30500,商品-0500,家居,W05,18,47,411.49,2026-04-08,62.8,0
SKU30501,商品-0501,电子,W03,245,94,78.99,2026-04-11,86.2,0
SKU30502,商品-0502,电子,W09,205,78,80.74,2026-01-20,46.0,0
SKU30503,商品-0503,美妆,W08,118,50,15.72,2026-03-10,66.1,0
SKU30504,商品-0504,家居,W10,127,87,115.16,2026-02-22,75.9,1
SKU30505,商品-0505,母婴,W10,366,89,386.43,2026-01-24,58.3,0
SKU30506,商品-0506,美妆,W07,802,26,106.54,2026-03-08,69.0,0
SKU30507,商品-0507,母婴,W05,1080,61,134.6,2026-04-05,13.4,0
SKU30508,商品-0508,食品,W04,167,73,42.15,2026-03-23,48.8,0
SKU30509,商品-0509,母婴,W10,409,80,386.9,2026-04-30,55.0,0
SKU30510,商品-0510,美妆,W01,91,97,425.56,2026-01-28,69.6,0
SKU30511,商品-0511,服装,W10,5,21,92.39,2026-04-20,88.1,0
SKU30512,商品-0512,食品,W03,609,55,128.06,2026-03-19,45.8,0
SKU30513,商品-0513,服装,W07,55,22,193.25,2026-04-27,48.2,0
SKU30514,商品-0514,母婴,W02,148,76,455.13,2026-03-03,40.0,1
SKU30515,商品-0515,图书,W04,5,100,176.72,2026-01-27,46.7,0
SKU30516,商品-0516,电子,W07,20,24,161.14,2026-04-06,66.7,0
SKU30517,商品-0517,食品,W10,81,85,451.52,2026-03-24,60.7,0
SKU30518,商品-0518,家居,W08,6,76,157.81,2026-04-16,18.7,0
SKU30519,商品-0519,食品,W07,71,99,294.19,2026-03-17,48.0,0
SKU30520,商品-0520,电子,W04,225,60,5.15,2026-01-04,30.6,0
SKU30521,商品-0521,美妆,W10,331,31,233.39,2026-02-03,79.1,0
SKU30522,商品-0522,服装,W03,419,87,367.8,2026-02-08,53.4,0
SKU30523,商品-0523,图书,W01,322,69,326.23,2026-03-19,79.5,0
SKU30524,商品-0524,食品,W06,316,66,418.32,2026-01-27,22.4,0
SKU30525,商品-0525,食品,W08,128,56,401.95,2026-02-11,35.5,1
SKU30526,商品-0526,电子,W08,571,82,281.01,2026-03-25,12.7,0
SKU30527,商品-0527,图书,W07,77,39,75.56,2026-02-12,84.7,0
SKU30528,商品-0528,美妆,W08,69,87,216.86,2026-03-05,54.9,0
SKU30529,商品-0529,运动,W09,285,32,219.32,2026-01-13,81.1,0
SKU30530,商品-0530,图书,W07,148,24,211.0,2026-03-22,74.3,0
SKU30531,商品-0531,美妆,W02,66,65,223.12,2026-01-29,23.1,0
SKU30532,商品-0532,食品,W06,117,88,383.87,2026-04-09,81.0,0
SKU30533,商品-0533,电子,W02,346,52,237.43,2026-03-22,36.3,0
SKU30534,商品-0534,食品,W05,35,44,56.6,2026-02-07,66.6,1
SKU30535,商品-0535,母婴,W06,25,87,82.42,2026-02-05,85.6,0
SKU30536,商品-0536,电子,W03,26,25,340.05,2026-01-07,83.5,0
SKU30537,商品-0537,家居,W03,30,96,272.36,2026-03-30,87.8,1
SKU30538,商品-0538,母婴,W02,77,20,492.05,2026-04-28,53.7,0
SKU30539,商品-0539,母婴,W09,380,100,47.25,2026-02-14,17.9,0
SKU30540,商品-0540,母婴,W01,236,76,89.13,2026-01-07,72.8,0
SKU30541,商品-0541,电子,W10,45,41,155.55,2026-04-21,84.7,0
SKU30542,商品-0542,家居,W10,49,75,467.0,2026-01-20,46.0,0
SKU30543,商品-0543,家居,W10,28,86,21.37,2026-04-10,77.2,0
SKU30544,商品-0544,母婴,W03,394,78,314.33,2026-01-22,83.9,1
SKU30545,商品-0545,母婴,W09,224,57,362.63,2026-01-18,11.1,1
SKU30546,商品-0546,家居,W10,48,41,397.92,2026-01-31,61.5,0
SKU30547,商品-0547,运动,W07,59,25,333.0,2026-04-26,55.7,0
SKU30548,商品-0548,图书,W04,83,37,234.76,2026-04-03,83.6,0
SKU30549,商品-0549,电子,W08,426,73,407.99,2026-02-12,79.3,1
SKU30550,商品-0550,食品,W02,90,50,87.68,2026-03-08,63.4,0
SKU30551,商品-0551,母婴,W01,506,79,386.46,2026-03-21,86.6,0
SKU30552,商品-0552,母婴,W09,215,74,384.03,2026-04-26,85.8,0
SKU30553,商品-0553,服装,W09,135,70,330.91,2026-03-08,42.6,0
SKU30554,商品-0554,食品,W05,231,59,484.08,2026-04-22,14.4,0
SKU30555,商品-0555,美妆,W07,0,74,249.21,2026-01-18,23.8,0
SKU30556,商品-0556,运动,W02,164,71,98.95,2026-03-26,59.4,0
SKU30557,商品-0557,美妆,W07,44,60,52.11,2026-04-19,17.1,0
SKU30558,商品-0558,美妆,W02,277,51,125.13,2026-04-26,34.0,0
SKU30559,商品-0559,电子,W10,259,59,366.97,2026-04-07,25.3,1
SKU30560,商品-0560,运动,W05,123,57,459.94,2026-02-22,50.4,0
SKU30561,商品-0561,图书,W01,19,66,218.16,2026-03-22,53.6,0
SKU30562,商品-0562,家居,W03,299,42,408.53,2026-03-31,15.4,1
SKU30563,商品-0563,服装,W08,44,99,384.09,2026-02-12,82.7,0
SKU30564,商品-0564,食品,W08,5,39,327.5,2026-04-18,29.1,1
SKU30565,商品-0565,电子,W03,32,60,337.58,2026-03-17,44.1,0
SKU30566,商品-0566,图书,W09,88,36,386.71,2026-02-20,7.1,0
SKU30567,商品-0567,美妆,W02,102,20,248.84,2026-04-22,80.9,0
SKU30568,商品-0568,母婴,W04,176,47,79.26,2026-01-03,70.1,0
SKU30569,商品-0569,图书,W04,86,91,5.07,2026-01-06,19.9,0
SKU30570,商品-0570,图书,W05,127,41,72.34,2026-01-14,65.5,0
SKU30571,商品-0571,图书,W04,819,92,364.75,2026-02-12,37.5,0
SKU30572,商品-0572,家居,W04,150,38,99.06,2026-03-02,54.0,0
SKU30573,商品-0573,食品,W08,58,22,96.17,2026-04-10,18.7,0
SKU30574,商品-0574,食品,W06,451,73,404.65,2026-04-28,54.3,0
SKU30575,商品-0575,母婴,W07,49,77,34.27,2026-03-14,29.8,0
SKU30576,商品-0576,电子,W06,185,21,141.25,2026-04-25,88.1,0
SKU30577,商品-0577,图书,W04,30,81,274.26,2026-04-13,36.8,1
SKU30578,商品-0578,母婴,W02,351,71,153.32,2026-03-27,52.0,0
SKU30579,商品-0579,图书,W10,159,90,42.84,2026-04-13,41.2,0
SKU30580,商品-0580,母婴,W03,25,43,54.73,2026-02-05,15.8,0
SKU30581,商品-0581,美妆,W08,131,91,233.51,2026-03-02,57.7,1
SKU30582,商品-0582,食品,W07,308,93,389.88,2026-02-12,85.8,0
SKU30583,商品-0583,美妆,W08,341,33,177.46,2026-03-27,46.6,0
SKU30584,商品-0584,服装,W09,74,25,449.81,2026-03-31,50.2,0
SKU30585,商品-0585,美妆,W10,139,98,21.75,2026-01-03,65.2,0
SKU30586,商品-0586,母婴,W07,225,20,494.89,2026-02-28,57.2,1
SKU30587,商品-0587,图书,W09,152,52,48.35,2026-04-18,43.4,0
SKU30588,商品-0588,电子,W10,87,21,265.03,2026-01-30,22.6,0
SKU30589,商品-0589,母婴,W02,45,98,288.12,2026-02-21,13.5,0
SKU30590,商品-0590,运动,W09,341,49,92.48,2026-03-11,53.0,0
SKU30591,商品-0591,食品,W08,35,47,450.0,2026-03-15,74.9,0
SKU30592,商品-0592,图书,W02,98,85,129.74,2026-03-17,13.3,0
SKU30593,商品-0593,图书,W10,1165,24,185.23,2026-04-22,29.8,0
SKU30594,商品-0594,运动,W03,398,99,306.41,2026-01-15,33.2,1
SKU30595,商品-0595,服装,W06,449,96,435.1,2026-04-09,42.0,0
SKU30596,商品-0596,服装,W10,15,51,75.48,2026-03-18,13.6,0
SKU30597,商品-0597,运动,W05,458,69,263.88,2026-04-21,81.7,0
SKU30598,商品-0598,图书,W03,26,44,151.75,2026-03-29,31.7,0
SKU30599,商品-0599,美妆,W08,164,99,107.91,2026-02-19,76.7,0
SKU30600,商品-0600,运动,W06,165,41,56.63,2026-04-08,48.7,0
SKU30601,商品-0601,家居,W07,39,57,200.15,2026-02-02,46.9,0
SKU30602,商品-0602,母婴,W05,19,83,99.92,2026-03-25,8.5,0
SKU30603,商品-0603,母婴,W07,445,57,8.3,2026-04-26,18.1,0
SKU30604,商品-0604,电子,W01,573,48,188.05,2026-04-27,55.6,0
SKU30605,商品-0605,家居,W08,149,76,448.65,2026-02-02,47.9,0
SKU30606,商品-0606,服装,W07,37,21,232.73,2026-01-29,51.7,0
SKU30607,商品-0607,图书,W07,193,60,277.82,2026-03-09,30.1,0
SKU30608,商品-0608,运动,W01,100,68,212.45,2026-02-07,12.8,0
SKU30609,商品-0609,美妆,W09,447,26,178.46,2026-01-21,28.9,0
SKU30610,商品-0610,图书,W02,141,41,181.26,2026-03-26,32.4,0
SKU30611,商品-0611,美妆,W03,43,32,126.99,2026-03-30,70.0,0
SKU30612,商品-0612,食品,W05,66,85,373.09,2026-03-30,46.1,0
SKU30613,商品-0613,家居,W01,115,76,259.1,2026-03-18,79.7,1
SKU30614,商品-0614,服装,W09,321,59,167.53,2026-04-01,68.9,0
SKU30615,商品-0615,运动,W02,6,49,413.53,2026-02-08,38.7,0
SKU30616,商品-0616,美妆,W09,203,42,87.45,2026-01-24,23.2,0
SKU30617,商品-0617,图书,W08,214,32,81.28,2026-04-11,40.1,0
SKU30618,商品-0618,食品,W05,227,72,253.85,2026-04-07,58.1,0
SKU30619,商品-0619,电子,W01,197,65,344.97,2026-04-24,74.7,1
SKU30620,商品-0620,美妆,W06,478,27,475.61,2026-03-01,58.0,0
SKU30621,商品-0621,服装,W05,86,38,341.85,2026-03-10,46.6,0
SKU30622,商品-0622,母婴,W01,194,80,488.13,2026-02-08,24.9,0
SKU30623,商品-0623,运动,W04,107,27,478.05,2026-04-27,71.3,0
SKU30624,商品-0624,家居,W01,39,91,427.28,2026-02-01,63.8,0
SKU30625,商品-0625,母婴,W05,1,39,47.97,2026-02-02,80.3,0
SKU30626,商品-0626,图书,W08,14,90,234.91,2026-03-19,54.0,0
SKU30627,商品-0627,服装,W07,47,85,122.5,2026-04-07,85.7,0
SKU30628,商品-0628,美妆,W03,163,98,414.65,2026-03-05,42.7,1
SKU30629,商品-0629,服装,W05,128,62,195.32,2026-03-17,37.3,0
SKU30630,商品-0630,运动,W09,24,98,332.87,2026-03-21,89.1,0
SKU30631,商品-0631,美妆,W05,261,80,96.31,2026-03-13,36.6,0
SKU30632,商品-0632,家居,W03,28,92,79.88,2026-01-03,73.1,0
SKU30633,商品-0633,母婴,W03,151,34,157.2,2026-02-21,43.8,0
SKU30634,商品-0634,食品,W04,289,46,370.85,2026-03-29,18.6,0
SKU30635,商品-0635,美妆,W04,111,71,335.63,2026-01-10,60.0,0
SKU30636,商品-0636,食品,W04,6,60,420.37,2026-03-07,14.6,0
SKU30637,商品-0637,食品,W01,116,62,369.89,2026-03-28,9.8,0
SKU30638,商品-0638,食品,W05,53,71,239.51,2026-03-06,19.3,0
SKU30639,商品-0639,食品,W05,483,40,140.97,2026-04-16,47.2,0
SKU30640,商品-0640,美妆,W10,330,67,380.02,2026-04-07,80.1,0
SKU30641,商品-0641,食品,W07,335,36,104.67,2026-01-09,34.5,0
SKU30642,商品-0642,美妆,W03,163,100,205.9,2026-02-11,64.0,1
SKU30643,商品-0643,图书,W09,92,74,90.96,2026-02-15,78.8,0
SKU30644,商品-0644,图书,W04,124,99,398.46,2026-03-18,66.9,0
SKU30645,商品-0645,美妆,W08,31,81,247.2,2026-04-09,62.2,0
SKU30646,商品-0646,运动,W01,196,71,311.73,2026-01-06,71.5,0
SKU30647,商品-0647,家居,W10,227,32,371.46,2026-02-14,69.1,0
SKU30648,商品-0648,服装,W02,288,75,448.82,2026-04-26,40.0,1
SKU30649,商品-0649,食品,W08,8,58,359.45,2026-03-08,43.0,1
SKU30650,商品-0650,母婴,W10,300,78,473.11,2026-02-16,87.9,0
SKU30651,商品-0651,图书,W08,201,72,161.2,2026-04-13,40.8,0
SKU30652,商品-0652,电子,W01,111,79,463.47,2026-03-27,19.9,0
SKU30653,商品-0653,母婴,W05,0,59,300.71,2026-02-01,58.5,0
SKU30654,商品-0654,母婴,W07,192,92,152.38,2026-01-07,66.5,0
SKU30655,商品-0655,家居,W06,128,51,227.38,2026-03-24,60.6,0
SKU30656,商品-0656,美妆,W08,289,33,359.49,2026-04-06,27.2,0
SKU30657,商品-0657,美妆,W01,866,81,78.65,2026-02-25,22.7,1
SKU30658,商品-0658,电子,W04,70,58,168.69,2026-03-11,35.5,0
SKU30659,商品-0659,电子,W09,55,20,362.83,2026-01-28,13.6,1
SKU30660,商品-0660,母婴,W10,562,74,11.57,2026-04-10,52.0,0
SKU30661,商品-0661,美妆,W06,345,29,144.31,2026-01-12,55.5,1
SKU30662,商品-0662,图书,W05,41,73,88.51,2026-02-08,59.7,1
SKU30663,商品-0663,家居,W03,4,20,26.66,2026-02-19,54.0,0
SKU30664,商品-0664,电子,W10,178,62,188.54,2026-04-13,32.3,1
SKU30665,商品-0665,食品,W10,57,43,464.55,2026-01-11,24.8,0
SKU30666,商品-0666,食品,W05,233,28,51.68,2026-01-03,26.1,1
SKU30667,商品-0667,电子,W01,185,70,93.51,2026-02-22,55.3,0
SKU30668,商品-0668,母婴,W05,73,29,250.63,2026-02-22,85.0,0
SKU30669,商品-0669,美妆,W07,521,21,447.9,2026-04-17,85.8,0
SKU30670,商品-0670,服装,W07,256,66,121.52,2026-01-06,71.7,0
SKU30671,商品-0671,美妆,W07,39,84,231.35,2026-02-16,69.4,0
SKU30672,商品-0672,美妆,W01,23,50,382.8,2026-01-06,34.2,0
SKU30673,商品-0673,食品,W03,244,96,167.43,2026-02-04,68.3,0
SKU30674,商品-0674,食品,W10,17,52,147.67,2026-01-04,81.8,0
SKU30675,商品-0675,图书,W05,54,25,121.62,2026-01-01,69.7,0
SKU30676,商品-0676,食品,W02,754,93,376.67,2026-02-15,29.4,0
SKU30677,商品-0677,服装,W03,31,81,79.58,2026-03-26,45.6,0
SKU30678,商品-0678,服装,W07,189,71,488.44,2026-01-01,7.8,1
SKU30679,商品-0679,服装,W07,218,61,367.08,2026-02-08,37.9,0
SKU30680,商品-0680,运动,W04,166,90,445.94,2026-04-03,19.1,0
SKU30681,商品-0681,母婴,W09,66,20,34.62,2026-04-23,31.0,0
SKU30682,商品-0682,美妆,W01,273,97,263.15,2026-03-31,63.6,0
SKU30683,商品-0683,电子,W05,169,68,119.94,2026-04-15,23.7,0
SKU30684,商品-0684,家居,W06,25,45,116.14,2026-01-10,39.4,0
SKU30685,商品-0685,图书,W03,244,60,472.88,2026-02-23,80.4,0
SKU30686,商品-0686,美妆,W09,221,87,313.24,2026-04-15,11.1,1
SKU30687,商品-0687,电子,W02,5,58,98.7,2026-01-26,21.2,0
SKU30688,商品-0688,电子,W04,385,47,446.85,2026-01-24,10.8,0
SKU30689,商品-0689,服装,W07,26,98,374.45,2026-03-11,31.2,0
SKU30690,商品-0690,母婴,W08,45,79,330.38,2026-01-06,59.2,0
SKU30691,商品-0691,美妆,W03,33,95,309.6,2026-05-01,65.7,0
SKU30692,商品-0692,图书,W07,92,82,334.51,2026-04-23,33.0,0
SKU30693,商品-0693,服装,W02,58,38,332.75,2026-04-29,87.0,0
SKU30694,商品-0694,服装,W07,420,99,409.19,2026-01-06,85.0,0
SKU30695,商品-0695,图书,W04,259,60,31.14,2026-02-04,57.1,0
SKU30696,商品-0696,服装,W09,164,30,100.81,2026-04-17,11.2,0
SKU30697,商品-0697,服装,W04,16,24,61.68,2026-04-09,78.7,1
SKU30698,商品-0698,图书,W10,302,49,102.28,2026-03-06,25.5,0
SKU30699,商品-0699,电子,W01,18,56,405.42,2026-03-17,72.7,1
SKU30700,商品-0700,图书,W03,196,83,25.94,2026-04-17,57.2,1
SKU30701,商品-0701,图书,W07,127,59,211.58,2026-03-09,35.7,0
SKU30702,商品-0702,食品,W06,215,34,11.0,2026-02-13,84.9,0
SKU30703,商品-0703,食品,W08,113,80,230.58,2026-01-08,59.6,0
SKU30704,商品-0704,美妆,W10,77,42,82.3,2026-04-23,77.8,0
SKU30705,商品-0705,美妆,W04,539,91,176.84,2026-04-03,63.6,0
SKU30706,商品-0706,美妆,W05,20,48,7.31,2026-04-01,86.1,0
