event_id,user_id,event_type,timestamp,date,hour,platform,app_version,session_id,screen,duration_sec
E4000576,U25695,app_open,2026-04-22 02:48:45,2026-04-22,2,iOS,1.0.0,SES42480,详情,14.0
E4000577,U44649,app_open,2026-04-11 01:11:49,2026-04-11,1,Web,1.0.0,SES13155,购物车,39.7
E4000578,U13551,page_view,2026-04-06 04:55:04,2026-04-06,4,Web,1.3.0,SES94546,我的,32.9
E4000579,U28810,search,2026-04-30 16:33:00,2026-04-30,16,iOS,1.3.0,SES27175,详情,18.7
E4000580,U7059,click,2026-04-18 20:44:14,2026-04-18,20,iOS,1.0.0,SES15774,搜索,24.7
E4000581,U21153,app_open,2026-04-11 08:09:40,2026-04-11,8,Android,1.2.0,SES95641,购物车,142.0
E4000582,U4049,share,2026-04-01 14:47:16,2026-04-01,14,iOS,1.2.0,SES52525,搜索,41.6
E4000583,U9463,app_open,2026-04-02 05:56:33,2026-04-02,5,iOS,1.0.0,SES64472,详情,12.1
E4000584,U45505,page_view,2026-04-15 03:34:59,2026-04-15,3,Android,1.1.0,SES37742,搜索,64.5
E4000585,U32717,page_view,2026-04-18 21:48:34,2026-04-18,21,iOS,1.1.0,SES14931,首页,14.5
E4000586,U32885,click,2026-04-14 21:00:31,2026-04-14,21,Web,1.0.0,SES21643,详情,28.6
E4000587,U31040,page_view,2026-04-14 20:02:27,2026-04-14,20,Android,1.1.0,SES92747,首页,17.4
E4000588,U42265,app_open,2026-04-09 01:18:32,2026-04-09,1,Android,1.3.0,SES94646,首页,36.1
E4000589,U30631,page_view,2026-04-10 02:11:33,2026-04-10,2,Android,1.2.0,SES65596,我的,3.7
E4000590,U35444,click,2026-04-19 23:14:44,2026-04-19,23,Web,1.2.0,SES24159,购物车,4.9
E4000591,U1860,register,2026-04-30 19:16:01,2026-04-30,19,Android,1.1.0,SES95058,搜索,17.6
E4000592,U15689,page_view,2026-04-19 17:17:52,2026-04-19,17,iOS,1.3.0,SES71118,我的,68.2
E4000593,U37658,app_open,2026-04-10 05:31:14,2026-04-10,5,Android,1.2.0,SES75821,首页,52.4
E4000594,U24217,page_view,2026-04-26 07:02:52,2026-04-26,7,Web,1.3.0,SES40402,详情,58.2
E4000595,U2484,page_view,2026-04-19 09:20:53,2026-04-19,9,Web,1.1.0,SES26177,详情,15.3
E4000596,U28122,app_open,2026-04-17 08:26:02,2026-04-17,8,Web,1.2.0,SES98094,搜索,13.0
E4000597,U8049,page_view,2026-04-10 05:29:22,2026-04-10,5,Android,1.1.0,SES51094,设置,23.5
E4000598,U6982,page_view,2026-04-08 21:53:07,2026-04-08,21,iOS,1.0.0,SES13201,首页,37.3
E4000599,U21218,purchase,2026-04-22 00:38:35,2026-04-22,0,Android,1.3.0,SES48962,首页,45.6
E4000600,U40148,page_view,2026-04-20 16:55:28,2026-04-20,16,Android,1.0.0,SES83799,详情,1.8
E4000601,U16118,page_view,2026-04-07 04:55:24,2026-04-07,4,Android,1.3.0,SES90664,我的,27.0
E4000602,U19563,share,2026-04-29 13:22:29,2026-04-29,13,iOS,1.1.0,SES60116,购物车,51.5
E4000603,U36242,page_view,2026-04-17 16:40:47,2026-04-17,16,iOS,1.1.0,SES56014,搜索,20.2
E4000604,U45158,logout,2026-04-27 09:14:15,2026-04-27,9,iOS,1.0.0,SES94570,首页,0.9
E4000605,U38260,logout,2026-04-13 03:24:45,2026-04-13,3,Android,1.2.0,SES59877,购物车,72.4
E4000606,U29791,app_open,2026-04-09 01:54:56,2026-04-09,1,iOS,1.1.0,SES69510,详情,27.1
E4000607,U7343,purchase,2026-04-27 07:41:26,2026-04-27,7,Android,1.3.0,SES54676,首页,3.0
E4000608,U20570,search,2026-04-26 17:00:19,2026-04-26,17,iOS,1.1.0,SES23026,搜索,8.0
E4000609,U7721,click,2026-04-12 17:34:38,2026-04-12,17,Android,1.3.0,SES39234,搜索,59.3
E4000610,U5407,app_open,2026-04-23 18:08:30,2026-04-23,18,iOS,1.2.0,SES15327,首页,40.5
E4000611,U20466,search,2026-04-26 13:23:21,2026-04-26,13,Android,1.0.0,SES33545,我的,9.4
E4000612,U8695,page_view,2026-04-05 06:21:53,2026-04-05,6,iOS,1.3.0,SES27164,我的,55.3
E4000613,U41662,click,2026-04-20 08:46:04,2026-04-20,8,Web,1.3.0,SES71843,搜索,30.2
E4000614,U17961,search,2026-04-10 18:56:24,2026-04-10,18,iOS,1.1.0,SES63260,设置,27.2
E4000615,U33774,search,2026-04-13 05:15:31,2026-04-13,5,Web,1.3.0,SES70953,首页,44.8
E4000616,U25850,click,2026-04-03 08:20:01,2026-04-03,8,Web,1.0.0,SES12613,详情,5.4
E4000617,U29191,search,2026-04-29 08:46:24,2026-04-29,8,iOS,1.0.0,SES38344,首页,50.5
E4000618,U23385,app_open,2026-04-06 22:27:45,2026-04-06,22,Android,1.3.0,SES55676,设置,14.7
E4000619,U20310,search,2026-04-03 02:25:05,2026-04-03,2,iOS,1.2.0,SES82924,详情,31.7
E4000620,U17345,search,2026-04-08 13:48:20,2026-04-08,13,Web,1.3.0,SES26955,详情,14.5
E4000621,U44234,page_view,2026-04-19 16:22:07,2026-04-19,16,Android,1.0.0,SES35844,设置,24.5
E4000622,U19825,click,2026-04-19 14:38:21,2026-04-19,14,Android,1.2.0,SES88045,首页,0.4
E4000623,U24469,page_view,2026-04-20 12:37:58,2026-04-20,12,Web,1.3.0,SES34758,购物车,9.1
E4000624,U2097,click,2026-04-03 16:16:05,2026-04-03,16,Web,1.2.0,SES83270,首页,6.3
E4000625,U15203,share,2026-04-15 10:45:01,2026-04-15,10,Web,1.1.0,SES90724,详情,19.6
E4000626,U18568,share,2026-04-07 08:35:54,2026-04-07,8,iOS,1.1.0,SES11291,搜索,13.2
E4000627,U19429,purchase,2026-04-21 16:45:39,2026-04-21,16,Web,1.0.0,SES30113,详情,16.0
E4000628,U7478,click,2026-04-27 00:35:09,2026-04-27,0,Web,1.0.0,SES33979,详情,65.7
E4000629,U38345,search,2026-04-16 11:53:30,2026-04-16,11,Android,1.3.0,SES34418,详情,47.3
E4000630,U14841,click,2026-04-23 15:54:44,2026-04-23,15,Android,1.2.0,SES62513,我的,36.3
E4000631,U25605,page_view,2026-04-28 15:19:01,2026-04-28,15,Android,1.0.0,SES94338,搜索,22.7
E4000632,U15613,share,2026-04-22 00:57:51,2026-04-22,0,Web,1.1.0,SES47557,首页,3.9
E4000633,U37462,register,2026-04-11 01:02:51,2026-04-11,1,Android,1.3.0,SES73068,设置,26.9
E4000634,U32819,click,2026-04-06 15:31:43,2026-04-06,15,iOS,1.2.0,SES23562,搜索,107.3
E4000635,U30163,page_view,2026-04-22 06:09:41,2026-04-22,6,Android,1.3.0,SES32302,购物车,9.2
E4000636,U14565,page_view,2026-04-05 19:37:26,2026-04-05,19,Android,1.1.0,SES69050,详情,42.7
E4000637,U41210,search,2026-04-16 17:32:39,2026-04-16,17,Web,1.0.0,SES85654,我的,8.3
E4000638,U1447,logout,2026-04-17 13:04:39,2026-04-17,13,Android,1.2.0,SES12399,我的,41.5
E4000639,U36392,page_view,2026-04-09 23:31:13,2026-04-09,23,Android,1.2.0,SES67729,首页,21.4
E4000640,U31949,search,2026-04-06 22:28:43,2026-04-06,22,Android,1.1.0,SES26602,设置,78.2
E4000641,U13781,page_view,2026-04-04 18:01:46,2026-04-04,18,Web,1.3.0,SES35999,搜索,9.3
E4000642,U48048,page_view,2026-04-27 17:12:55,2026-04-27,17,Web,1.3.0,SES22513,购物车,44.9
E4000643,U20797,search,2026-04-21 20:30:06,2026-04-21,20,Android,1.3.0,SES94043,搜索,32.5
E4000644,U21494,purchase,2026-04-17 19:39:06,2026-04-17,19,Web,1.2.0,SES96207,首页,38.2
E4000645,U9992,page_view,2026-04-18 03:01:41,2026-04-18,3,iOS,1.2.0,SES41665,详情,16.9
E4000646,U39981,click,2026-04-30 19:48:44,2026-04-30,19,Web,1.1.0,SES69422,设置,29.6
E4000647,U36468,app_open,2026-04-01 18:31:05,2026-04-01,18,iOS,1.3.0,SES69583,我的,42.4
E4000648,U2450,app_open,2026-04-16 14:46:28,2026-04-16,14,Web,1.0.0,SES10532,购物车,37.0
E4000649,U46261,page_view,2026-04-07 02:57:58,2026-04-07,2,Android,1.2.0,SES71985,我的,58.8
E4000650,U29155,page_view,2026-04-07 09:50:57,2026-04-07,9,Android,1.3.0,SES92073,详情,12.0
E4000651,U4953,click,2026-04-23 00:44:43,2026-04-23,0,Android,1.2.0,SES90127,详情,27.2
E4000652,U23591,page_view,2026-04-21 23:40:30,2026-04-21,23,iOS,1.0.0,SES61089,设置,19.4
E4000653,U4188,click,2026-04-07 17:58:37,2026-04-07,17,Android,1.0.0,SES16429,设置,2.1
E4000654,U5865,share,2026-04-10 09:20:48,2026-04-10,9,Android,1.3.0,SES46394,我的,5.4
E4000655,U44133,page_view,2026-04-25 06:18:03,2026-04-25,6,Android,1.1.0,SES41067,详情,1.1
E4000656,U35092,app_open,2026-04-11 23:19:47,2026-04-11,23,Web,1.0.0,SES76488,详情,10.2
E4000657,U8252,logout,2026-04-26 08:55:36,2026-04-26,8,iOS,1.2.0,SES10145,我的,29.7
E4000658,U3020,page_view,2026-04-30 16:56:08,2026-04-30,16,iOS,1.3.0,SES16495,首页,20.3
E4000659,U2202,page_view,2026-04-11 18:33:10,2026-04-11,18,Web,1.2.0,SES29629,我的,28.2
E4000660,U19105,app_open,2026-04-01 12:37:08,2026-04-01,12,Web,1.3.0,SES97702,首页,229.1
E4000661,U10071,page_view,2026-04-06 03:22:38,2026-04-06,3,iOS,1.1.0,SES96090,首页,3.9
E4000662,U9719,click,2026-04-11 17:35:53,2026-04-11,17,iOS,1.3.0,SES56799,我的,24.7
E4000663,U16830,click,2026-04-10 01:08:52,2026-04-10,1,Web,1.3.0,SES35090,详情,38.4
E4000664,U22556,search,2026-04-28 21:49:03,2026-04-28,21,iOS,1.0.0,SES69841,设置,16.2
E4000665,U13071,page_view,2026-04-20 08:43:06,2026-04-20,8,Web,1.3.0,SES39381,我的,2.1
E4000666,U21306,page_view,2026-04-01 23:34:29,2026-04-01,23,Android,1.0.0,SES21488,购物车,35.9
E4000667,U36252,page_view,2026-04-04 03:41:31,2026-04-04,3,Web,1.0.0,SES91087,我的,10.3
E4000668,U11050,register,2026-04-16 00:13:55,2026-04-16,0,Android,1.2.0,SES58790,设置,5.4
E4000669,U10287,page_view,2026-04-06 11:26:33,2026-04-06,11,Android,1.1.0,SES30468,首页,58.1
E4000670,U16153,click,2026-04-26 03:40:08,2026-04-26,3,Android,1.3.0,SES74550,我的,2.1
E4000671,U30588,page_view,2026-04-04 12:12:15,2026-04-04,12,iOS,1.0.0,SES78013,详情,0.3
E4000672,U5440,click,2026-04-02 18:30:15,2026-04-02,18,Web,1.0.0,SES56612,设置,17.3
E4000673,U3370,page_view,2026-04-13 20:42:45,2026-04-13,20,iOS,1.1.0,SES54833,我的,19.3
E4000674,U1109,page_view,2026-04-24 00:23:00,2026-04-24,0,Android,1.2.0,SES16317,我的,18.3
E4000675,U18324,page_view,2026-04-15 21:37:19,2026-04-15,21,iOS,1.0.0,SES19378,设置,11.1
E4000676,U12228,app_open,2026-04-13 08:36:07,2026-04-13,8,iOS,1.3.0,SES60298,我的,54.6
E4000677,U25436,page_view,2026-04-17 10:49:28,2026-04-17,10,Web,1.1.0,SES39547,设置,14.5
E4000678,U35534,search,2026-04-07 08:06:34,2026-04-07,8,Android,1.1.0,SES96663,设置,14.9
E4000679,U41429,page_view,2026-04-16 07:38:14,2026-04-16,7,iOS,1.1.0,SES79575,设置,47.1
E4000680,U1036,page_view,2026-04-30 03:18:15,2026-04-30,3,Android,1.1.0,SES92477,购物车,36.9
E4000681,U38082,page_view,2026-04-28 11:19:05,2026-04-28,11,Android,1.0.0,SES43930,首页,22.9
E4000682,U19721,register,2026-04-08 12:42:51,2026-04-08,12,iOS,1.1.0,SES96196,购物车,28.7
E4000683,U6488,purchase,2026-04-19 14:43:26,2026-04-19,14,iOS,1.2.0,SES37868,我的,2.0
E4000684,U5269,logout,2026-04-22 04:23:46,2026-04-22,4,iOS,1.0.0,SES25596,搜索,8.2
E4000685,U20160,app_open,2026-04-24 10:39:36,2026-04-24,10,iOS,1.3.0,SES77993,详情,19.9
E4000686,U47063,app_open,2026-04-06 19:54:17,2026-04-06,19,iOS,1.2.0,SES49963,搜索,29.4
E4000687,U9186,app_open,2026-04-04 01:43:36,2026-04-04,1,Android,1.1.0,SES65544,设置,19.4
E4000688,U36116,share,2026-04-12 18:23:59,2026-04-12,18,iOS,1.2.0,SES29394,我的,8.2
E4000689,U23368,click,2026-04-01 12:00:27,2026-04-01,12,Web,1.0.0,SES71104,我的,32.9
E4000690,U46140,search,2026-04-22 18:59:00,2026-04-22,18,Web,1.0.0,SES56565,首页,5.7
E4000691,U48728,page_view,2026-04-24 00:45:59,2026-04-24,0,iOS,1.0.0,SES80801,搜索,59.4
E4000692,U5113,click,2026-04-20 19:18:26,2026-04-20,19,iOS,1.2.0,SES11201,设置,3.1
E4000693,U10473,click,2026-04-17 12:07:13,2026-04-17,12,iOS,1.1.0,SES42188,详情,0.5
E4000694,U10146,share,2026-04-21 11:32:44,2026-04-21,11,Web,1.1.0,SES33954,详情,64.1
E4000695,U28993,page_view,2026-04-23 22:16:35,2026-04-23,22,iOS,1.0.0,SES30485,搜索,2.5
E4000696,U1288,page_view,2026-04-29 00:36:16,2026-04-29,0,Web,1.3.0,SES27396,搜索,10.9
E4000697,U2829,click,2026-04-19 23:30:59,2026-04-19,23,Web,1.1.0,SES94816,搜索,29.8
E4000698,U25380,page_view,2026-04-24 10:08:56,2026-04-24,10,Android,1.1.0,SES13060,设置,13.9
E4000699,U29590,app_open,2026-04-30 09:46:58,2026-04-30,9,iOS,1.3.0,SES23182,购物车,4.8
E4000700,U9436,page_view,2026-04-04 15:18:07,2026-04-04,15,iOS,1.0.0,SES22896,首页,20.1
E4000701,U7515,page_view,2026-04-12 22:27:27,2026-04-12,22,Android,1.1.0,SES51600,设置,18.0
E4000702,U49203,click,2026-04-04 22:56:08,2026-04-04,22,iOS,1.2.0,SES66457,详情,36.5
E4000703,U33354,search,2026-04-30 19:02:23,2026-04-30,19,Web,1.0.0,SES44486,详情,66.9
E4000704,U30711,search,2026-04-10 07:24:54,2026-04-10,7,Android,1.2.0,SES48458,我的,104.0
E4000705,U35839,page_view,2026-04-08 09:31:39,2026-04-08,9,Web,1.0.0,SES44207,详情,24.3
E4000706,U41999,purchase,2026-04-26 08:21:09,2026-04-26,8,iOS,1.3.0,SES33442,设置,24.3
E4000707,U38589,click,2026-04-11 22:36:31,2026-04-11,22,iOS,1.1.0,SES55550,购物车,3.7
E4000708,U29237,search,2026-04-20 08:13:42,2026-04-20,8,Web,1.2.0,SES33900,首页,26.7
E4000709,U28107,app_open,2026-04-24 12:53:37,2026-04-24,12,Android,1.3.0,SES17762,设置,20.8
E4000710,U37527,app_open,2026-04-21 02:28:56,2026-04-21,2,Web,1.2.0,SES92776,购物车,12.4
E4000711,U16400,click,2026-04-28 14:32:00,2026-04-28,14,Android,1.0.0,SES68565,详情,83.8
E4000712,U38516,click,2026-04-01 22:55:06,2026-04-01,22,Android,1.2.0,SES26674,购物车,20.1
E4000713,U48756,purchase,2026-04-16 01:53:01,2026-04-16,1,Android,1.3.0,SES99768,搜索,33.9
E4000714,U38509,search,2026-04-15 20:49:22,2026-04-15,20,Web,1.3.0,SES92471,我的,4.9
E4000715,U6844,page_view,2026-04-28 22:20:13,2026-04-28,22,Android,1.3.0,SES43234,首页,18.0
E4000716,U19291,logout,2026-04-09 15:52:28,2026-04-09,15,Android,1.1.0,SES29809,详情,7.6
E4000717,U43371,page_view,2026-04-27 05:19:59,2026-04-27,5,Web,1.1.0,SES83542,详情,49.4
E4000718,U10106,search,2026-04-25 05:49:25,2026-04-25,5,Web,1.2.0,SES63689,搜索,7.1
E4000719,U6676,click,2026-04-02 05:09:25,2026-04-02,5,iOS,1.0.0,SES28327,设置,4.6
E4000720,U13938,click,2026-04-15 15:36:04,2026-04-15,15,Android,1.2.0,SES23660,首页,23.1
E4000721,U42421,page_view,2026-04-27 03:34:47,2026-04-27,3,Android,1.3.0,SES59357,首页,3.6
E4000722,U9826,page_view,2026-04-09 22:30:16,2026-04-09,22,Android,1.1.0,SES85778,购物车,77.4
E4000723,U20644,search,2026-04-04 06:39:41,2026-04-04,6,Web,1.1.0,SES30869,设置,53.6
E4000724,U8750,search,2026-04-02 10:58:32,2026-04-02,10,Android,1.0.0,SES80400,首页,3.7
E4000725,U3428,page_view,2026-04-24 17:07:06,2026-04-24,17,Android,1.1.0,SES47909,我的,2.9
E4000726,U33203,click,2026-04-20 13:24:07,2026-04-20,13,Web,1.0.0,SES87906,购物车,29.9
E4000727,U33433,app_open,2026-04-15 20:04:00,2026-04-15,20,Web,1.3.0,SES75902,搜索,13.8
E4000728,U27089,click,2026-04-12 15:59:53,2026-04-12,15,iOS,1.0.0,SES76358,首页,23.8
E4000729,U43568,click,2026-04-11 08:59:25,2026-04-11,8,Android,1.2.0,SES26255,搜索,32.3
E4000730,U43276,click,2026-04-30 12:17:15,2026-04-30,12,Android,1.3.0,SES94751,购物车,4.7
E4000731,U1376,logout,2026-04-12 00:29:23,2026-04-12,0,Web,1.0.0,SES12203,搜索,13.0
E4000732,U17613,app_open,2026-04-23 04:48:25,2026-04-23,4,Web,1.1.0,SES58311,详情,7.1
E4000733,U42091,search,2026-04-11 23:30:33,2026-04-11,23,iOS,1.2.0,SES64192,我的,44.3
E4000734,U41537,page_view,2026-04-10 12:27:17,2026-04-10,12,iOS,1.0.0,SES81592,我的,6.9
E4000735,U19988,search,2026-04-03 15:56:37,2026-04-03,15,Android,1.1.0,SES74519,设置,8.7
E4000736,U6297,app_open,2026-04-24 10:38:58,2026-04-24,10,Web,1.3.0,SES99833,首页,5.1
E4000737,U26452,app_open,2026-04-29 07:41:37,2026-04-29,7,iOS,1.2.0,SES84126,首页,9.6
E4000738,U37490,search,2026-04-18 14:17:47,2026-04-18,14,iOS,1.0.0,SES62508,详情,14.3
E4000739,U46089,share,2026-04-02 02:38:12,2026-04-02,2,Web,1.0.0,SES30349,首页,8.5
E4000740,U11199,purchase,2026-04-08 11:53:54,2026-04-08,11,iOS,1.1.0,SES29859,搜索,48.2
E4000741,U43439,page_view,2026-04-02 13:10:03,2026-04-02,13,Android,1.1.0,SES66922,详情,8.7
E4000742,U49140,click,2026-04-06 00:06:31,2026-04-06,0,iOS,1.1.0,SES36051,我的,49.8
E4000743,U47194,app_open,2026-04-12 08:00:34,2026-04-12,8,Web,1.0.0,SES98131,购物车,43.0
E4000744,U41798,page_view,2026-04-14 14:14:04,2026-04-14,14,iOS,1.0.0,SES39447,购物车,24.2
E4000745,U7777,click,2026-04-29 04:04:10,2026-04-29,4,Android,1.3.0,SES90166,设置,11.4
E4000746,U32446,page_view,2026-04-08 14:41:57,2026-04-08,14,Web,1.2.0,SES85804,购物车,16.0
E4000747,U37275,page_view,2026-04-03 23:52:01,2026-04-03,23,iOS,1.2.0,SES33751,首页,1.8
E4000748,U22710,page_view,2026-04-25 20:42:52,2026-04-25,20,Web,1.3.0,SES52696,详情,34.0
E4000749,U16282,page_view,2026-04-06 21:26:01,2026-04-06,21,Web,1.2.0,SES55163,设置,13.7
E4000750,U13504,page_view,2026-04-03 17:21:15,2026-04-03,17,iOS,1.3.0,SES91508,首页,276.2
E4000751,U48451,page_view,2026-04-22 06:34:43,2026-04-22,6,Android,1.1.0,SES56171,搜索,71.8
E4000752,U37184,page_view,2026-04-28 13:38:58,2026-04-28,13,Web,1.0.0,SES48046,详情,9.5
E4000753,U45209,page_view,2026-04-04 17:23:26,2026-04-04,17,Android,1.0.0,SES65548,首页,1.0
E4000754,U32534,click,2026-04-11 05:18:04,2026-04-11,5,Android,1.1.0,SES51729,我的,49.1
E4000755,U45661,logout,2026-04-03 01:54:41,2026-04-03,1,Android,1.3.0,SES79553,购物车,18.5
E4000756,U32805,search,2026-04-28 14:02:03,2026-04-28,14,Android,1.1.0,SES57437,设置,45.0
E4000757,U39338,app_open,2026-04-28 14:26:34,2026-04-28,14,Web,1.1.0,SES17490,购物车,7.9
E4000758,U8906,share,2026-04-16 09:44:48,2026-04-16,9,Android,1.1.0,SES16557,我的,29.0
E4000759,U36281,page_view,2026-04-15 03:31:27,2026-04-15,3,Android,1.2.0,SES13224,设置,0.4
E4000760,U1453,search,2026-04-27 01:10:16,2026-04-27,1,iOS,1.2.0,SES94126,我的,41.3
E4000761,U14343,logout,2026-04-13 14:37:28,2026-04-13,14,Web,1.0.0,SES26635,设置,15.9
E4000762,U1086,page_view,2026-04-29 15:42:05,2026-04-29,15,Web,1.3.0,SES13260,设置,142.0
E4000763,U47485,app_open,2026-04-21 23:52:12,2026-04-21,23,Android,1.3.0,SES36304,搜索,1.2
E4000764,U24049,click,2026-04-18 00:09:49,2026-04-18,0,Web,1.2.0,SES53878,详情,31.8
E4000765,U1727,logout,2026-04-03 01:02:43,2026-04-03,1,iOS,1.1.0,SES51722,设置,29.5
E4000766,U12967,purchase,2026-04-12 05:35:58,2026-04-12,5,Web,1.3.0,SES24195,首页,17.3
E4000767,U45620,page_view,2026-04-26 22:09:23,2026-04-26,22,iOS,1.1.0,SES27082,搜索,38.4
E4000768,U25370,app_open,2026-04-25 03:35:41,2026-04-25,3,iOS,1.3.0,SES77993,搜索,37.4
E4000769,U43312,app_open,2026-04-25 14:23:43,2026-04-25,14,iOS,1.0.0,SES59266,首页,1.4
E4000770,U5235,click,2026-04-20 00:09:48,2026-04-20,0,Android,1.0.0,SES99180,详情,18.0
E4000771,U20141,click,2026-04-18 14:15:36,2026-04-18,14,Android,1.0.0,SES33009,购物车,17.5
E4000772,U39228,page_view,2026-04-16 02:54:26,2026-04-16,2,iOS,1.0.0,SES58876,我的,5.8
E4000773,U14516,page_view,2026-04-22 04:54:32,2026-04-22,4,Android,1.0.0,SES24275,首页,19.6
E4000774,U3841,page_view,2026-04-21 01:11:30,2026-04-21,1,iOS,1.1.0,SES29616,购物车,11.1
E4000775,U46273,share,2026-04-26 07:38:23,2026-04-26,7,Web,1.0.0,SES37757,购物车,5.3
E4000776,U17926,app_open,2026-04-22 11:15:35,2026-04-22,11,Web,1.0.0,SES92851,设置,3.6
E4000777,U44060,page_view,2026-04-30 00:50:29,2026-04-30,0,iOS,1.2.0,SES74962,详情,26.2
E4000778,U41381,page_view,2026-04-07 12:06:26,2026-04-07,12,Web,1.2.0,SES49477,搜索,24.6
E4000779,U26963,app_open,2026-04-16 09:35:05,2026-04-16,9,iOS,1.0.0,SES77373,我的,82.8
E4000780,U17594,page_view,2026-04-01 20:40:15,2026-04-01,20,iOS,1.0.0,SES88423,详情,35.3
E4000781,U26070,click,2026-04-30 18:41:41,2026-04-30,18,iOS,1.0.0,SES91085,我的,59.1
E4000782,U11341,register,2026-04-14 17:11:14,2026-04-14,17,Web,1.1.0,SES44467,设置,76.8
E4000783,U16130,page_view,2026-04-12 15:35:40,2026-04-12,15,iOS,1.3.0,SES72827,我的,40.2
E4000784,U25433,logout,2026-04-07 15:44:08,2026-04-07,15,iOS,1.2.0,SES44545,购物车,2.2
E4000785,U26996,page_view,2026-04-09 10:55:58,2026-04-09,10,Web,1.0.0,SES42876,我的,29.7
E4000786,U5563,app_open,2026-04-01 20:33:50,2026-04-01,20,Web,1.0.0,SES31730,购物车,24.0
E4000787,U4222,search,2026-04-11 16:34:45,2026-04-11,16,iOS,1.3.0,SES89208,设置,8.6
E4000788,U8445,click,2026-04-14 13:17:21,2026-04-14,13,iOS,1.1.0,SES33408,详情,109.8
E4000789,U37543,page_view,2026-04-20 18:15:26,2026-04-20,18,Web,1.3.0,SES21816,购物车,50.9
E4000790,U36138,app_open,2026-04-20 18:44:30,2026-04-20,18,Android,1.1.0,SES70025,购物车,63.9
E4000791,U16680,page_view,2026-04-21 16:22:40,2026-04-21,16,Android,1.1.0,SES59714,我的,25.9
E4000792,U35156,app_open,2026-04-07 05:55:24,2026-04-07,5,Web,1.2.0,SES35894,设置,46.9
E4000793,U48009,page_view,2026-04-08 21:13:03,2026-04-08,21,iOS,1.3.0,SES83472,详情,29.4
E4000794,U22592,app_open,2026-04-30 08:37:50,2026-04-30,8,iOS,1.1.0,SES20221,详情,11.4
E4000795,U7653,page_view,2026-04-28 22:37:04,2026-04-28,22,Web,1.3.0,SES59232,购物车,7.7
E4000796,U32726,search,2026-04-27 11:25:25,2026-04-27,11,Android,1.1.0,SES17422,首页,8.4
E4000797,U37497,search,2026-04-14 06:25:07,2026-04-14,6,Web,1.2.0,SES34399,我的,33.4
E4000798,U21621,search,2026-04-16 10:04:19,2026-04-16,10,Web,1.2.0,SES92710,我的,5.2
E4000799,U47205,share,2026-04-16 16:22:16,2026-04-16,16,Android,1.2.0,SES98113,详情,19.4
E4000800,U27244,app_open,2026-04-08 21:50:11,2026-04-08,21,iOS,1.0.0,SES14845,购物车,1.2
E4000801,U22836,page_view,2026-04-02 16:52:47,2026-04-02,16,Android,1.0.0,SES79909,我的,26.0
E4000802,U21933,click,2026-04-28 03:40:25,2026-04-28,3,Android,1.1.0,SES32694,搜索,52.8
E4000803,U49743,register,2026-04-05 18:34:39,2026-04-05,18,iOS,1.0.0,SES15912,搜索,9.7
E4000804,U33619,logout,2026-04-06 22:12:17,2026-04-06,22,iOS,1.3.0,SES91018,搜索,34.4
E4000805,U38782,page_view,2026-04-30 00:18:45,2026-04-30,0,Web,1.2.0,SES55368,购物车,11.5
E4000806,U8142,app_open,2026-04-05 08:28:52,2026-04-05,8,Web,1.1.0,SES23598,购物车,6.9
E4000807,U40480,app_open,2026-04-17 19:41:52,2026-04-17,19,Android,1.0.0,SES44746,详情,29.8
E4000808,U46858,logout,2026-04-14 18:47:45,2026-04-14,18,iOS,1.3.0,SES72810,我的,19.5
E4000809,U10822,click,2026-04-22 22:23:02,2026-04-22,22,Web,1.3.0,SES28261,设置,14.3
E4000810,U41619,search,2026-04-26 13:25:13,2026-04-26,13,Web,1.3.0,SES25240,我的,41.5
E4000811,U2359,click,2026-04-30 23:28:55,2026-04-30,23,Web,1.2.0,SES32097,设置,5.7
E4000812,U11602,app_open,2026-04-03 05:06:39,2026-04-03,5,Android,1.3.0,SES30074,我的,73.6
E4000813,U48879,app_open,2026-04-04 04:43:47,2026-04-04,4,Web,1.2.0,SES98920,我的,52.3
E4000814,U23057,page_view,2026-04-11 03:06:57,2026-04-11,3,iOS,1.1.0,SES83293,购物车,16.5
E4000815,U29290,logout,2026-04-22 09:48:08,2026-04-22,9,Android,1.1.0,SES75424,首页,131.0
E4000816,U44094,click,2026-04-04 09:12:00,2026-04-04,9,Web,1.1.0,SES75861,购物车,21.5
E4000817,U17335,search,2026-04-30 22:53:20,2026-04-30,22,Android,1.0.0,SES93250,首页,12.8
E4000818,U11344,page_view,2026-04-29 09:39:11,2026-04-29,9,iOS,1.3.0,SES22966,首页,8.9
E4000819,U37968,click,2026-04-15 08:25:31,2026-04-15,8,iOS,1.1.0,SES67200,购物车,12.8
E4000820,U38689,share,2026-04-27 03:25:57,2026-04-27,3,iOS,1.0.0,SES97796,首页,34.8
E4000821,U38891,click,2026-04-17 13:13:46,2026-04-17,13,iOS,1.0.0,SES19980,设置,76.4
E4000822,U22298,app_open,2026-04-23 18:12:07,2026-04-23,18,Android,1.2.0,SES72475,设置,10.7
E4000823,U39878,logout,2026-04-19 05:27:26,2026-04-19,5,iOS,1.1.0,SES42375,设置,13.5
E4000824,U18143,page_view,2026-04-20 00:15:02,2026-04-20,0,Android,1.0.0,SES28359,详情,47.4
E4000825,U44321,search,2026-04-16 04:00:17,2026-04-16,4,Web,1.3.0,SES75424,首页,40.9
