ticket_id,customer_id,category,priority,channel,created_at,resolved_at,sla_hours,resolution_time_hours,sla_met,escalated,csat_score,agent_id
T500499,C1701,业务变更,P1,App,2026-04-16 15:00:00,2026-04-16 15:30:00,4,0.5,1,1,5,A113
T500500,C2974,退订,P1,App,2026-03-24 04:00:00,2026-03-24 05:04:19,4,1.07,1,0,5,A170
T500501,C2396,故障申报,P3,在线,2026-01-16 20:00:00,2026-01-19 10:04:26,24,62.07,0,0,4,A171
T500502,C1845,投诉,P3,App,2026-02-10 19:00:00,2026-02-11 05:33:24,24,10.56,1,0,4,A153
T500503,C1525,其他,P4,邮件,2026-01-05 22:00:00,2026-01-12 15:00:34,72,161.01,0,0,4,A101
T500504,C1282,退订,P2,热线,2026-02-23 12:00:00,2026-02-23 14:09:49,8,2.16,1,0,5,A139
T500505,C3643,其他,P3,在线,2026-01-22 23:00:00,2026-01-23 10:39:31,24,11.66,1,0,5,A273
T500506,C1053,故障申报,P2,热线,2026-03-02 09:00:00,2026-03-03 00:45:20,8,15.76,0,0,4,A230
T500507,C3284,业务变更,P2,App,2026-01-07 16:00:00,2026-01-08 03:58:39,8,11.98,0,0,4,A262
T500508,C3582,投诉,P2,App,2026-03-17 07:00:00,2026-03-17 17:05:37,8,10.09,0,0,5,A161
T500509,C2564,其他,P1,邮件,2026-03-15 04:00:00,2026-03-15 09:49:21,4,5.82,0,0,2,A123
T500510,C1513,故障申报,P2,App,2026-02-03 04:00:00,2026-02-03 08:15:09,8,4.25,1,0,4,A222
T500511,C1355,咨询,P3,App,2026-02-01 00:00:00,2026-02-01 13:30:13,24,13.5,1,0,5,A143
T500512,C2483,退订,P2,热线,2026-04-13 04:00:00,2026-04-13 08:12:41,8,4.21,1,0,2,A296
T500513,C2281,其他,P2,热线,2026-01-07 02:00:00,2026-01-07 13:06:12,8,11.1,0,0,4,A249
T500514,C2598,投诉,P2,邮件,2026-01-27 17:00:00,2026-01-27 18:42:11,8,1.7,1,0,3,A248
T500515,C3333,故障申报,P2,邮件,2026-02-11 05:00:00,2026-02-11 08:00:35,8,3.01,1,0,4,A139
T500516,C2768,其他,P3,在线,2026-03-01 17:00:00,2026-03-02 18:08:21,24,25.14,0,0,5,A221
T500517,C1222,故障申报,P3,在线,2026-02-02 14:00:00,2026-02-02 20:22:11,24,6.37,1,1,4,A286
T500518,C1106,投诉,P2,在线,2026-03-04 20:00:00,2026-03-05 05:25:17,8,9.42,0,0,2,A162
T500519,C2553,投诉,P2,App,2026-02-19 14:00:00,2026-02-20 01:39:58,8,11.67,0,0,4,A290
T500520,C1612,咨询,P4,热线,2026-01-14 13:00:00,2026-01-15 16:10:16,72,27.17,1,0,5,A240
T500521,C2460,投诉,P3,热线,2026-01-14 06:00:00,2026-01-14 09:21:53,24,3.36,1,0,5,A244
T500522,C3876,退订,P1,邮件,2026-03-18 17:00:00,2026-03-18 17:54:20,4,0.91,1,0,5,A217
T500523,C2061,投诉,P2,热线,2026-03-24 20:00:00,2026-03-24 21:38:41,8,1.64,1,0,3,A222
T500524,C3783,其他,P3,热线,2026-01-26 15:00:00,2026-01-27 19:37:14,24,28.62,0,0,4,A152
T500525,C1886,咨询,P1,App,2026-02-08 15:00:00,2026-02-08 15:30:00,4,0.5,1,0,4,A145
T500526,C1094,咨询,P3,邮件,2026-03-27 23:00:00,2026-03-28 07:44:58,24,8.75,1,0,1,A165
T500527,C3345,业务变更,P1,热线,2026-01-17 14:00:00,2026-01-17 19:10:48,4,5.18,0,0,4,A121
T500528,C2256,退订,P1,App,2026-03-20 03:00:00,2026-03-20 04:37:02,4,1.62,1,0,4,A138
T500529,C2247,业务变更,P2,邮件,2026-02-15 21:00:00,2026-02-15 22:40:30,8,1.68,1,0,4,A184
T500530,C1277,业务变更,P4,热线,2026-02-27 14:00:00,2026-03-01 15:41:59,72,49.7,1,0,5,A119
T500531,C1020,其他,P3,热线,2026-01-01 13:00:00,2026-01-03 16:52:37,24,51.88,0,1,4,A138
T500532,C2194,其他,P1,App,2026-01-07 05:00:00,2026-01-07 06:10:22,4,1.17,1,0,5,A122
T500533,C1021,投诉,P2,App,2026-04-17 18:00:00,2026-04-18 00:51:15,8,6.85,1,0,4,A190
T500534,C2043,退订,P4,App,2026-04-09 04:00:00,2026-04-10 18:11:24,72,38.19,1,0,4,A182
T500535,C2097,咨询,P1,App,2026-03-20 02:00:00,2026-03-20 02:30:00,4,0.5,1,0,5,A122
T500536,C1747,故障申报,P4,在线,2026-03-01 00:00:00,2026-03-03 17:38:08,72,65.64,1,0,4,A251
T500537,C1566,故障申报,P1,邮件,2026-04-12 17:00:00,2026-04-12 18:12:14,4,1.2,1,0,5,A135
T500538,C2146,咨询,P1,在线,2026-02-15 15:00:00,2026-02-15 15:56:26,4,0.94,1,0,5,A169
T500539,C1873,故障申报,P3,在线,2026-02-27 04:00:00,2026-02-27 08:55:03,24,4.92,1,0,4,A108
T500540,C2966,其他,P2,邮件,2026-02-16 02:00:00,2026-02-16 05:29:33,8,3.49,1,0,5,A273
T500541,C1821,故障申报,P2,App,2026-04-25 10:00:00,2026-04-25 10:30:00,8,0.5,1,0,2,A295
T500542,C3916,业务变更,P1,App,2026-03-04 01:00:00,2026-03-04 01:30:00,4,0.5,1,0,5,A281
T500543,C3744,业务变更,P1,热线,2026-03-08 22:00:00,2026-03-08 23:43:47,4,1.73,1,0,5,A123
T500544,C1997,咨询,P2,在线,2026-02-23 12:00:00,2026-02-23 17:47:52,8,5.8,1,1,3,A202
T500545,C3903,退订,P4,App,2026-04-09 09:00:00,2026-04-09 18:21:19,72,9.36,1,0,4,A226
T500546,C3316,退订,P1,邮件,2026-03-12 02:00:00,2026-03-12 03:06:21,4,1.11,1,0,2,A211
T500547,C1428,故障申报,P1,在线,2026-04-02 08:00:00,2026-04-02 08:36:21,4,0.61,1,0,2,A269
T500548,C2911,业务变更,P4,App,2026-01-18 02:00:00,2026-01-24 21:09:56,72,163.17,0,0,4,A222
T500549,C3740,故障申报,P4,热线,2026-04-04 02:00:00,2026-04-04 05:58:02,72,3.97,1,0,5,A105
T500550,C1263,故障申报,P3,热线,2026-02-09 23:00:00,2026-02-10 16:18:11,24,17.3,1,0,4,A233
T500551,C1469,退订,P2,App,2026-01-07 23:00:00,2026-01-08 10:27:59,8,11.47,0,0,5,A142
T500552,C2499,投诉,P4,App,2026-04-02 18:00:00,2026-04-03 10:57:55,72,16.97,1,0,5,A271
T500553,C1709,退订,P2,邮件,2026-01-08 17:00:00,2026-01-08 17:40:12,8,0.67,1,0,4,A160
T500554,C2461,咨询,P1,在线,2026-03-26 08:00:00,2026-03-26 09:10:59,4,1.18,1,0,4,A112
T500555,C1352,投诉,P1,热线,2026-02-16 20:00:00,2026-02-16 20:30:00,4,0.5,1,0,4,A251
T500556,C1218,其他,P2,热线,2026-03-18 22:00:00,2026-03-18 22:48:56,8,0.82,1,0,4,A165
T500557,C1213,其他,P1,邮件,2026-04-14 21:00:00,2026-04-14 21:40:27,4,0.67,1,0,3,A121
T500558,C1368,咨询,P2,App,2026-01-13 20:00:00,2026-01-14 04:05:25,8,8.09,0,0,4,A295
T500559,C3923,投诉,P2,热线,2026-01-14 07:00:00,2026-01-14 09:42:15,8,2.7,1,0,4,A166
T500560,C1865,投诉,P4,热线,2026-01-18 05:00:00,2026-01-18 13:20:59,72,8.35,1,0,3,A300
T500561,C2303,退订,P3,App,2026-04-09 03:00:00,2026-04-09 05:52:30,24,2.88,1,0,4,A134
T500562,C3252,故障申报,P2,热线,2026-03-02 23:00:00,2026-03-03 05:34:00,8,6.57,1,0,5,A218
T500563,C1728,投诉,P3,热线,2026-04-12 17:00:00,2026-04-13 18:34:40,24,25.58,0,0,3,A292
T500564,C2965,故障申报,P2,热线,2026-01-06 17:00:00,2026-01-06 17:45:29,8,0.76,1,0,2,A243
T500565,C1759,业务变更,P1,热线,2026-01-17 21:00:00,2026-01-17 21:30:00,4,0.5,1,0,5,A200
T500566,C2736,投诉,P4,邮件,2026-03-17 12:00:00,2026-03-18 10:00:19,72,22.01,1,0,4,A167
T500567,C3213,故障申报,P4,在线,2026-02-15 20:00:00,2026-02-15 21:41:50,72,1.7,1,1,1,A111
T500568,C3594,故障申报,P4,App,2026-01-03 16:00:00,2026-01-04 22:16:16,72,30.27,1,1,2,A270
T500569,C3847,退订,P4,App,2026-02-08 17:00:00,2026-02-12 17:13:10,72,96.22,0,0,5,A247
T500570,C3360,退订,P2,在线,2026-01-01 17:00:00,2026-01-01 18:16:02,8,1.27,1,1,5,A269
T500571,C2140,投诉,P1,热线,2026-04-06 07:00:00,2026-04-06 09:03:05,4,2.05,1,0,3,A263
T500572,C2684,业务变更,P4,App,2026-04-20 01:00:00,2026-04-23 02:47:31,72,73.79,0,0,4,A164
T500573,C1450,投诉,P2,在线,2026-01-14 05:00:00,2026-01-14 05:33:32,8,0.56,1,0,4,A199
T500574,C3623,故障申报,P4,邮件,2026-01-13 15:00:00,2026-01-14 02:46:02,72,11.77,1,0,5,A295
T500575,C2876,故障申报,P1,邮件,2026-04-13 18:00:00,2026-04-13 23:14:04,4,5.23,0,0,4,A229
T500576,C1235,退订,P3,热线,2026-04-17 21:00:00,2026-04-18 12:28:57,24,15.48,1,0,4,A222
T500577,C2373,咨询,P1,邮件,2026-02-20 15:00:00,2026-02-20 15:30:00,4,0.5,1,0,5,A188
T500578,C3699,退订,P4,邮件,2026-01-11 03:00:00,2026-01-12 04:25:03,72,25.42,1,0,5,A296
T500579,C3669,投诉,P1,App,2026-02-07 19:00:00,2026-02-07 20:00:36,4,1.01,1,0,4,A292
T500580,C1147,投诉,P3,热线,2026-04-17 23:00:00,2026-04-18 00:09:01,24,1.15,1,0,3,A200
T500581,C3131,故障申报,P4,App,2026-04-18 23:00:00,2026-04-21 19:39:13,72,68.65,1,0,5,A186
T500582,C1684,咨询,P2,邮件,2026-03-19 21:00:00,2026-03-19 23:02:57,8,2.05,1,0,4,A259
T500583,C2562,投诉,P3,热线,2026-03-16 22:00:00,2026-03-17 01:58:53,24,3.98,1,0,4,A199
T500584,C1016,咨询,P2,热线,2026-04-15 07:00:00,2026-04-15 07:48:43,8,0.81,1,0,4,A114
T500585,C2604,退订,P3,在线,2026-02-01 01:00:00,2026-02-01 19:27:35,24,18.46,1,0,5,A233
T500586,C3683,其他,P3,App,2026-01-05 12:00:00,2026-01-06 21:41:43,24,33.7,0,0,5,A132
T500587,C1277,投诉,P3,App,2026-04-18 06:00:00,2026-04-18 17:47:10,24,11.79,1,0,4,A262
T500588,C2708,故障申报,P2,邮件,2026-03-23 14:00:00,2026-03-23 16:46:55,8,2.78,1,0,2,A103
T500589,C1640,退订,P2,邮件,2026-02-13 03:00:00,2026-02-13 11:13:42,8,8.23,0,0,3,A192
T500590,C3721,退订,P2,热线,2026-01-04 19:00:00,2026-01-04 19:32:07,8,0.54,1,0,5,A244
T500591,C1972,其他,P1,App,2026-01-04 23:00:00,2026-01-05 01:54:56,4,2.92,1,0,5,A294
T500592,C1256,退订,P2,在线,2026-02-03 01:00:00,2026-02-03 09:28:14,8,8.47,0,0,4,A134
T500593,C1354,业务变更,P1,热线,2026-03-04 15:00:00,2026-03-04 18:48:10,4,3.8,1,0,4,A108
T500594,C3417,故障申报,P1,热线,2026-01-22 01:00:00,2026-01-22 02:15:30,4,1.26,1,0,2,A215
T500595,C1115,投诉,P4,App,2026-01-19 10:00:00,2026-01-19 17:32:16,72,7.54,1,0,4,A183
T500596,C1370,故障申报,P2,在线,2026-03-07 04:00:00,2026-03-07 13:39:52,8,9.66,0,0,4,A107
T500597,C1596,咨询,P3,邮件,2026-03-17 09:00:00,2026-03-17 15:00:36,24,6.01,1,0,4,A225
T500598,C2979,业务变更,P1,邮件,2026-03-18 15:00:00,2026-03-18 16:27:08,4,1.45,1,0,5,A187
T500599,C2737,故障申报,P2,在线,2026-01-14 01:00:00,2026-01-14 05:00:50,8,4.01,1,0,4,A152
T500600,C1783,故障申报,P2,在线,2026-01-19 22:00:00,2026-01-20 00:33:47,8,2.56,1,0,4,A286
T500601,C3788,咨询,P2,邮件,2026-03-23 03:00:00,2026-03-23 13:42:38,8,10.71,0,0,3,A217
T500602,C1117,业务变更,P1,在线,2026-02-15 10:00:00,2026-02-15 10:56:09,4,0.94,1,0,5,A147
T500603,C2869,其他,P2,邮件,2026-02-18 00:00:00,2026-02-18 01:02:49,8,1.05,1,0,4,A239
T500604,C2796,业务变更,P3,App,2026-03-04 19:00:00,2026-03-04 22:00:30,24,3.01,1,0,1,A205
T500605,C1891,投诉,P1,App,2026-03-09 14:00:00,2026-03-09 16:56:31,4,2.94,1,0,4,A158
T500606,C3072,故障申报,P3,App,2026-04-25 16:00:00,2026-04-25 16:30:00,24,0.5,1,1,3,A249
T500607,C1547,退订,P1,热线,2026-01-06 22:00:00,2026-01-07 03:16:16,4,5.27,0,0,5,A200
T500608,C3261,退订,P1,在线,2026-04-24 04:00:00,2026-04-24 08:09:59,4,4.17,0,1,3,A117
T500609,C2853,退订,P4,邮件,2026-01-17 21:00:00,2026-01-18 08:04:16,72,11.07,1,0,5,A258
T500610,C1830,业务变更,P4,在线,2026-04-18 00:00:00,2026-04-18 23:04:16,72,23.07,1,0,2,A179
T500611,C1514,投诉,P4,邮件,2026-02-17 12:00:00,2026-02-18 06:30:08,72,18.5,1,0,1,A285
T500612,C2289,投诉,P1,App,2026-03-20 18:00:00,2026-03-20 18:30:00,4,0.5,1,0,5,A261
T500613,C3742,业务变更,P4,热线,2026-01-04 13:00:00,2026-01-04 16:14:09,72,3.24,1,0,5,A145
T500614,C1354,退订,P3,在线,2026-04-08 13:00:00,2026-04-08 17:30:11,24,4.5,1,0,5,A207
T500615,C3405,退订,P4,热线,2026-02-21 02:00:00,2026-02-21 14:01:45,72,12.03,1,0,5,A127
T500616,C2626,咨询,P2,热线,2026-04-10 21:00:00,2026-04-10 21:41:54,8,0.7,1,0,3,A104
T500617,C2383,退订,P3,在线,2026-03-11 06:00:00,2026-03-12 00:56:42,24,18.95,1,0,5,A149
T500618,C1612,业务变更,P1,热线,2026-02-18 15:00:00,2026-02-18 15:51:31,4,0.86,1,0,4,A208
T500619,C2182,业务变更,P2,App,2026-03-14 16:00:00,2026-03-14 17:49:30,8,1.83,1,0,5,A270
T500620,C3781,咨询,P2,邮件,2026-03-04 18:00:00,2026-03-04 20:55:38,8,2.93,1,0,4,A206
T500621,C1158,投诉,P4,App,2026-02-01 21:00:00,2026-02-02 14:09:39,72,17.16,1,0,5,A214
T500622,C1140,退订,P3,邮件,2026-01-25 04:00:00,2026-01-25 05:49:03,24,1.82,1,0,5,A285
T500623,C1040,投诉,P4,App,2026-01-13 15:00:00,2026-01-17 10:41:03,72,91.68,0,0,1,A233
T500624,C3789,业务变更,P4,在线,2026-02-05 10:00:00,2026-02-06 10:04:41,72,24.08,1,0,1,A253
T500625,C3449,其他,P1,在线,2026-02-27 09:00:00,2026-02-27 09:37:17,4,0.62,1,1,4,A132
T500626,C3487,退订,P2,热线,2026-03-21 05:00:00,2026-03-21 06:01:14,8,1.02,1,0,5,A162
T500627,C3665,咨询,P2,App,2026-02-19 16:00:00,2026-02-19 20:35:25,8,4.59,1,0,5,A141
T500628,C2711,其他,P2,App,2026-02-07 02:00:00,2026-02-07 07:14:03,8,5.23,1,0,5,A186
T500629,C2755,其他,P4,App,2026-04-02 03:00:00,2026-04-05 19:27:19,72,88.46,0,0,4,A142
T500630,C2963,咨询,P2,邮件,2026-03-10 06:00:00,2026-03-10 15:36:05,8,9.6,0,0,5,A166
T500631,C1984,业务变更,P3,App,2026-01-22 01:00:00,2026-01-23 11:01:40,24,34.03,0,0,5,A227
T500632,C2335,故障申报,P1,在线,2026-04-09 11:00:00,2026-04-09 12:46:57,4,1.78,1,0,4,A194
T500633,C1354,退订,P1,邮件,2026-01-07 05:00:00,2026-01-07 08:16:28,4,3.27,1,0,4,A253
T500634,C2589,投诉,P1,邮件,2026-03-23 05:00:00,2026-03-23 05:30:00,4,0.5,1,0,5,A167
T500635,C2667,其他,P1,邮件,2026-03-13 22:00:00,2026-03-13 22:59:17,4,0.99,1,0,5,A242
T500636,C3803,咨询,P2,App,2026-03-04 03:00:00,2026-03-04 06:10:20,8,3.17,1,0,4,A195
T500637,C1623,投诉,P1,热线,2026-01-14 19:00:00,2026-01-14 19:58:27,4,0.97,1,0,3,A180
T500638,C1265,投诉,P1,在线,2026-03-22 12:00:00,2026-03-22 15:37:43,4,3.63,1,0,4,A138
T500639,C3375,故障申报,P1,热线,2026-01-06 08:00:00,2026-01-06 15:38:10,4,7.64,0,0,4,A241
T500640,C1315,其他,P1,邮件,2026-03-02 15:00:00,2026-03-02 15:30:00,4,0.5,1,0,4,A213
T500641,C2718,退订,P3,热线,2026-01-03 07:00:00,2026-01-03 13:05:06,24,6.09,1,0,4,A189
T500642,C2335,咨询,P2,在线,2026-02-12 05:00:00,2026-02-12 07:46:23,8,2.77,1,0,3,A225
T500643,C2305,其他,P2,App,2026-01-18 13:00:00,2026-01-19 02:18:13,8,13.3,0,0,1,A171
T500644,C3740,退订,P3,热线,2026-01-16 22:00:00,2026-01-17 06:21:30,24,8.36,1,0,5,A150
T500645,C2896,业务变更,P3,在线,2026-04-09 21:00:00,2026-04-10 06:55:52,24,9.93,1,0,5,A184
T500646,C2027,故障申报,P1,热线,2026-01-11 04:00:00,2026-01-11 04:45:59,4,0.77,1,0,5,A112
T500647,C3402,咨询,P2,热线,2026-04-06 11:00:00,2026-04-06 16:10:32,8,5.18,1,0,4,A164
T500648,C1985,投诉,P2,热线,2026-03-12 19:00:00,2026-03-12 19:30:00,8,0.5,1,0,5,A226
T500649,C1585,其他,P3,App,2026-02-09 14:00:00,2026-02-09 23:56:19,24,9.94,1,0,4,A218
T500650,C2218,故障申报,P3,App,2026-01-17 08:00:00,2026-01-17 10:48:20,24,2.81,1,0,4,A264
T500651,C1948,退订,P3,热线,2026-04-08 03:00:00,2026-04-08 08:59:04,24,5.98,1,0,4,A219
T500652,C1819,故障申报,P2,邮件,2026-02-01 00:00:00,2026-02-01 10:31:12,8,10.52,0,1,1,A273
T500653,C1529,退订,P1,热线,2026-02-24 13:00:00,2026-02-24 16:36:05,4,3.6,1,0,4,A215
T500654,C3533,退订,P2,邮件,2026-03-03 09:00:00,2026-03-03 13:31:42,8,4.53,1,0,4,A158
T500655,C1502,退订,P4,App,2026-02-21 04:00:00,2026-02-22 02:52:50,72,22.88,1,0,4,A201
T500656,C1277,业务变更,P4,在线,2026-02-17 03:00:00,2026-02-17 04:55:32,72,1.93,1,0,2,A179
T500657,C2553,退订,P1,热线,2026-04-22 14:00:00,2026-04-22 21:38:38,4,7.64,0,1,3,A297
T500658,C3222,业务变更,P4,邮件,2026-04-20 21:00:00,2026-04-23 19:41:55,72,70.7,1,1,2,A236
T500659,C1047,咨询,P4,在线,2026-03-23 22:00:00,2026-03-26 17:10:20,72,67.17,1,0,4,A227
T500660,C1898,退订,P3,邮件,2026-01-08 01:00:00,2026-01-08 14:10:41,24,13.18,1,0,4,A244
T500661,C2632,退订,P1,在线,2026-02-07 23:00:00,2026-02-07 23:30:00,4,0.5,1,0,4,A243
T500662,C2791,业务变更,P1,App,2026-04-15 23:00:00,2026-04-15 23:58:21,4,0.97,1,0,5,A219
T500663,C2892,投诉,P3,邮件,2026-04-12 07:00:00,2026-04-12 23:14:55,24,16.25,1,0,4,A255
T500664,C2289,投诉,P2,App,2026-02-15 12:00:00,2026-02-15 12:47:40,8,0.79,1,0,4,A258
T500665,C1923,故障申报,P3,热线,2026-04-26 19:00:00,2026-04-27 01:56:20,24,6.94,1,0,3,A181
T500666,C3918,咨询,P1,App,2026-01-26 20:00:00,2026-01-26 20:30:00,4,0.5,1,0,5,A273
T500667,C1916,故障申报,P1,App,2026-04-23 17:00:00,2026-04-23 20:34:14,4,3.57,1,0,3,A110
T500668,C3519,故障申报,P2,在线,2026-02-11 22:00:00,2026-02-12 02:51:49,8,4.86,1,0,5,A234
T500669,C3857,退订,P2,邮件,2026-01-24 02:00:00,2026-01-24 05:36:44,8,3.61,1,0,4,A272
T500670,C3651,咨询,P2,热线,2026-01-01 15:00:00,2026-01-01 21:28:30,8,6.48,1,0,4,A183
T500671,C1764,业务变更,P2,热线,2026-02-20 03:00:00,2026-02-20 10:30:31,8,7.51,1,0,4,A163
T500672,C2779,咨询,P4,在线,2026-03-11 23:00:00,2026-03-12 03:17:53,72,4.3,1,0,5,A164
T500673,C1059,业务变更,P4,邮件,2026-03-26 10:00:00,2026-03-30 22:40:05,72,108.67,0,0,4,A102
T500674,C1011,咨询,P4,邮件,2026-01-27 19:00:00,2026-02-03 13:09:09,72,162.15,0,0,4,A242
T500675,C3619,退订,P4,邮件,2026-04-27 06:00:00,2026-04-27 09:26:04,72,3.43,1,0,4,A129
T500676,C3573,其他,P4,App,2026-02-07 19:00:00,2026-02-07 23:06:11,72,4.1,1,0,3,A158
T500677,C2831,故障申报,P2,在线,2026-04-27 05:00:00,2026-04-27 21:28:52,8,16.48,0,0,4,A123
T500678,C1146,投诉,P2,邮件,2026-03-03 06:00:00,2026-03-03 06:44:16,8,0.74,1,1,4,A299
T500679,C2787,咨询,P1,热线,2026-01-12 08:00:00,2026-01-12 15:13:05,4,7.22,0,0,3,A287
T500680,C1631,故障申报,P3,热线,2026-04-02 21:00:00,2026-04-03 10:44:47,24,13.75,1,0,5,A243
T500681,C2250,投诉,P1,在线,2026-01-04 14:00:00,2026-01-04 15:35:34,4,1.59,1,0,5,A225
T500682,C1607,业务变更,P3,热线,2026-04-07 20:00:00,2026-04-08 07:08:11,24,11.14,1,0,2,A196
T500683,C2485,其他,P2,在线,2026-04-08 05:00:00,2026-04-08 06:32:07,8,1.54,1,0,4,A264
T500684,C3960,业务变更,P3,App,2026-02-02 23:00:00,2026-02-03 03:15:24,24,4.26,1,0,5,A190
T500685,C2993,咨询,P2,热线,2026-01-15 23:00:00,2026-01-15 23:33:00,8,0.55,1,0,4,A106
T500686,C1008,故障申报,P4,在线,2026-02-15 18:00:00,2026-02-18 18:29:45,72,72.5,0,0,3,A138
T500687,C3813,业务变更,P1,热线,2026-03-26 19:00:00,2026-03-27 00:09:59,4,5.17,0,0,5,A117
T500688,C3521,故障申报,P1,热线,2026-02-19 11:00:00,2026-02-19 12:36:52,4,1.61,1,1,5,A100
T500689,C1622,退订,P3,App,2026-02-16 00:00:00,2026-02-18 00:26:51,24,48.45,0,0,1,A259
T500690,C2915,其他,P3,热线,2026-01-17 04:00:00,2026-01-20 03:42:02,24,71.7,0,0,3,A110
T500691,C3777,投诉,P2,在线,2026-01-21 11:00:00,2026-01-21 17:12:00,8,6.2,1,0,3,A272
T500692,C3893,投诉,P1,邮件,2026-04-07 09:00:00,2026-04-07 13:24:20,4,4.41,0,0,3,A165
T500693,C1646,业务变更,P1,App,2026-04-15 03:00:00,2026-04-15 04:27:12,4,1.45,1,0,4,A228
T500694,C3886,咨询,P1,热线,2026-03-23 17:00:00,2026-03-23 22:04:58,4,5.08,0,0,3,A218
T500695,C2558,故障申报,P2,邮件,2026-03-01 16:00:00,2026-03-01 18:15:15,8,2.25,1,0,4,A292
T500696,C1767,咨询,P2,在线,2026-04-08 18:00:00,2026-04-08 22:36:29,8,4.61,1,0,5,A286
T500697,C1237,投诉,P2,App,2026-04-06 20:00:00,2026-04-07 05:13:53,8,9.23,0,0,5,A229
T500698,C2989,咨询,P1,App,2026-04-22 22:00:00,2026-04-22 22:30:00,4,0.5,1,0,4,A149
T500699,C1451,投诉,P1,在线,2026-04-24 06:00:00,2026-04-24 09:04:42,4,3.08,1,0,4,A208
T500700,C2277,业务变更,P3,App,2026-03-07 00:00:00,2026-03-07 11:54:26,24,11.91,1,0,5,A154
T500701,C2779,业务变更,P1,App,2026-01-12 21:00:00,2026-01-13 04:55:12,4,7.92,0,0,1,A179
T500702,C1009,业务变更,P1,邮件,2026-01-26 08:00:00,2026-01-26 08:30:00,4,0.5,1,0,3,A259
T500703,C3511,投诉,P2,在线,2026-01-01 02:00:00,2026-01-01 13:03:44,8,11.06,0,0,5,A245
T500704,C2172,业务变更,P3,热线,2026-02-11 21:00:00,2026-02-12 20:33:34,24,23.56,1,1,3,A115
T500705,C2055,故障申报,P2,热线,2026-03-13 09:00:00,2026-03-13 20:23:06,8,11.39,0,0,5,A137
T500706,C1365,退订,P3,在线,2026-02-06 04:00:00,2026-02-06 16:36:53,24,12.61,1,0,4,A186
T500707,C2437,业务变更,P3,热线,2026-01-20 12:00:00,2026-01-21 02:30:25,24,14.51,1,0,4,A141
T500708,C2212,其他,P4,在线,2026-01-10 14:00:00,2026-01-11 14:55:44,72,24.93,1,0,4,A134
T500709,C2063,其他,P2,邮件,2026-04-17 00:00:00,2026-04-17 01:09:15,8,1.15,1,0,4,A287
T500710,C2731,业务变更,P4,邮件,2026-02-23 09:00:00,2026-02-24 11:03:11,72,26.05,1,0,5,A139
T500711,C3645,故障申报,P2,邮件,2026-03-16 13:00:00,2026-03-16 17:38:12,8,4.64,1,0,1,A271
T500712,C1023,其他,P1,热线,2026-03-17 23:00:00,2026-03-17 23:30:00,4,0.5,1,0,5,A283
T500713,C3267,业务变更,P3,邮件,2026-02-02 04:00:00,2026-02-02 08:03:26,24,4.06,1,0,5,A106
T500714,C2374,故障申报,P3,在线,2026-02-26 15:00:00,2026-02-28 10:44:42,24,43.75,0,0,4,A122
T500715,C3874,业务变更,P4,在线,2026-04-16 00:00:00,2026-04-16 01:05:49,72,1.1,1,0,4,A271
T500716,C1285,其他,P2,热线,2026-04-19 05:00:00,2026-04-19 06:29:04,8,1.48,1,0,5,A119
T500717,C1467,退订,P4,在线,2026-04-07 04:00:00,2026-04-08 00:51:17,72,20.85,1,0,4,A258
T500718,C1996,业务变更,P3,热线,2026-01-26 14:00:00,2026-01-26 18:46:10,24,4.77,1,0,4,A132
T500719,C2845,退订,P4,在线,2026-01-08 03:00:00,2026-01-15 00:36:12,72,165.6,0,1,5,A145
T500720,C1019,故障申报,P2,App,2026-04-25 14:00:00,2026-04-26 22:12:56,8,32.22,0,0,4,A178
T500721,C3595,业务变更,P1,热线,2026-01-17 01:00:00,2026-01-17 05:49:33,4,4.83,0,0,2,A293
T500722,C1167,故障申报,P4,App,2026-01-06 07:00:00,2026-01-08 09:09:15,72,50.15,1,0,4,A283
T500723,C3539,业务变更,P4,App,2026-01-22 14:00:00,2026-01-23 21:04:54,72,31.08,1,0,4,A220
T500724,C2466,退订,P4,热线,2026-02-05 02:00:00,2026-02-06 00:26:35,72,22.44,1,0,1,A205
T500725,C2995,业务变更,P2,在线,2026-02-22 23:00:00,2026-02-23 02:53:52,8,3.9,1,0,5,A165
T500726,C1316,其他,P1,在线,2026-03-09 04:00:00,2026-03-09 12:22:25,4,8.37,0,0,4,A268
T500727,C2014,退订,P4,在线,2026-02-19 04:00:00,2026-02-20 21:57:13,72,41.95,1,0,5,A229
T500728,C2001,故障申报,P1,邮件,2026-03-22 17:00:00,2026-03-22 17:30:00,4,0.5,1,0,5,A250
T500729,C1833,故障申报,P1,在线,2026-03-06 09:00:00,2026-03-06 09:30:00,4,0.5,1,0,4,A164
T500730,C1831,咨询,P1,热线,2026-01-15 01:00:00,2026-01-15 02:41:31,4,1.69,1,0,4,A106
T500731,C1401,咨询,P2,在线,2026-01-08 23:00:00,2026-01-09 01:09:46,8,2.16,1,0,5,A299
T500732,C1445,退订,P1,App,2026-02-12 13:00:00,2026-02-12 21:39:37,4,8.66,0,1,5,A206
T500733,C1794,故障申报,P2,邮件,2026-03-22 08:00:00,2026-03-22 16:21:14,8,8.35,0,0,3,A163
T500734,C1727,咨询,P2,邮件,2026-03-10 14:00:00,2026-03-10 18:54:56,8,4.92,1,1,3,A110
