city,year,month,date,avg_temp,max_temp,min_temp,precipitation_mm,humidity_pct,aqi
武汉,2023,8,2023-08-15,25.7,28.7,18.8,10.3,52,52
武汉,2023,9,2023-09-15,24.2,30.9,20.4,3.8,80,66
武汉,2023,10,2023-10-15,17.3,21.8,9.4,4.5,59,47
武汉,2023,11,2023-11-15,10.1,14.0,6.9,17.7,50,117
武汉,2023,12,2023-12-15,6.6,13.2,0.5,7.8,68,58
武汉,2024,1,2024-01-15,4.6,11.1,-2.4,17.6,67,75
武汉,2024,2,2024-02-15,8.1,15.1,1.2,13.0,90,93
武汉,2024,3,2024-03-15,11.4,18.0,5.7,29.3,57,65
武汉,2024,4,2024-04-15,16.8,21.7,10.9,20.4,81,105
武汉,2024,5,2024-05-15,24.1,31.4,19.5,55.9,65,122
武汉,2024,6,2024-06-15,26.6,29.7,19.2,1.0,46,111
武汉,2024,7,2024-07-15,28.3,31.6,24.9,138.5,70,69
武汉,2024,8,2024-08-15,25.0,28.4,22.0,105.7,98,60
武汉,2024,9,2024-09-15,24.1,30.5,19.6,18.5,45,54
武汉,2024,10,2024-10-15,15.2,20.8,11.6,57.0,77,95
武汉,2024,11,2024-11-15,12.2,17.2,6.5,13.6,62,41
武汉,2024,12,2024-12-15,8.6,13.6,1.2,11.3,69,119
武汉,2025,1,2025-01-15,5.0,11.6,-2.8,2.0,61,26
武汉,2025,2,2025-02-15,7.1,11.7,1.1,7.7,69,79
武汉,2025,3,2025-03-15,10.9,16.7,5.6,6.4,58,78
武汉,2025,4,2025-04-15,16.8,20.5,13.4,45.5,62,119
武汉,2025,5,2025-05-15,25.2,30.2,20.6,6.8,65,71
武汉,2025,6,2025-06-15,28.3,35.6,21.3,75.9,61,135
武汉,2025,7,2025-07-15,29.5,32.8,25.1,150.8,80,52
武汉,2025,8,2025-08-15,28.3,33.4,20.4,93.4,52,55
武汉,2025,9,2025-09-15,20.6,27.3,14.2,29.9,72,89
武汉,2025,10,2025-10-15,15.8,19.6,9.0,30.6,51,109
武汉,2025,11,2025-11-15,9.6,17.1,5.7,13.8,62,128
武汉,2025,12,2025-12-15,6.4,13.8,-0.6,3.9,88,61
西安,2021,1,2021-01-15,1.5,6.2,-4.1,0.2,88,92
西安,2021,2,2021-02-15,2.2,6.1,-3.5,44.7,64,75
西安,2021,3,2021-03-15,6.7,11.7,-1.0,0.4,41,75
西安,2021,4,2021-04-15,13.8,19.5,9.3,31.3,67,76
西安,2021,5,2021-05-15,18.8,25.5,14.7,83.7,74,60
西安,2021,6,2021-06-15,25.1,29.3,21.1,6.2,69,26
西安,2021,7,2021-07-15,25.0,32.8,17.9,68.2,69,77
西安,2021,8,2021-08-15,23.8,29.4,16.3,17.0,64,65
西安,2021,9,2021-09-15,19.0,24.5,14.5,35.0,98,81
西安,2021,10,2021-10-15,12.8,18.3,8.4,30.5,78,45
西安,2021,11,2021-11-15,6.3,10.3,-1.6,4.0,90,85
西安,2021,12,2021-12-15,2.1,6.9,-2.8,0.4,72,112
西安,2022,1,2022-01-15,2.1,6.0,-4.6,11.0,78,97
西安,2022,2,2022-02-15,2.5,8.4,-1.3,3.3,51,76
西安,2022,3,2022-03-15,8.2,12.9,2.1,32.4,63,65
西安,2022,4,2022-04-15,14.3,19.2,7.7,7.6,65,93
西安,2022,5,2022-05-15,22.2,28.0,19.0,10.8,82,88
西安,2022,6,2022-06-15,25.8,31.6,21.5,15.7,68,69
西安,2022,7,2022-07-15,25.1,28.7,19.8,0.2,64,48
西安,2022,8,2022-08-15,24.6,32.0,20.3,1.5,56,74
西安,2022,9,2022-09-15,18.8,23.3,11.8,15.7,87,75
西安,2022,10,2022-10-15,13.7,18.7,9.8,2.9,76,130
西安,2022,11,2022-11-15,7.1,14.8,0.6,30.5,77,76
西安,2022,12,2022-12-15,2.7,9.0,-0.5,10.1,65,129
西安,2023,1,2023-01-15,3.0,9.8,-2.7,10.6,62,67
西安,2023,2,2023-02-15,3.8,9.9,-0.6,12.7,92,98
西安,2023,3,2023-03-15,7.3,14.6,1.3,74.7,61,67
西安,2023,4,2023-04-15,13.5,18.4,6.1,6.4,81,44
西安,2023,5,2023-05-15,17.8,22.9,14.5,18.4,44,70
西安,2023,6,2023-06-15,24.9,29.2,18.6,16.0,42,111
西安,2023,7,2023-07-15,28.5,32.9,22.4,6.1,63,37
西安,2023,8,2023-08-15,23.8,30.6,18.4,2.2,70,122
西安,2023,9,2023-09-15,19.3,24.7,13.5,18.6,42,128
西安,2023,10,2023-10-15,13.5,20.7,9.4,33.7,58,98
西安,2023,11,2023-11-15,8.2,15.8,1.2,13.3,82,81
西安,2023,12,2023-12-15,2.0,7.8,-2.7,2.4,72,73
西安,2024,1,2024-01-15,3.1,9.4,-2.9,18.6,61,64
西安,2024,2,2024-02-15,4.3,8.3,-0.6,93.8,73,110
西安,2024,3,2024-03-15,7.5,12.6,-0.3,28.8,77,107
西安,2024,4,2024-04-15,12.1,18.8,6.2,12.5,67,72
西安,2024,5,2024-05-15,19.1,23.4,15.7,120.4,71,60
西安,2024,6,2024-06-15,24.1,28.5,18.6,81.4,59,48
西安,2024,7,2024-07-15,25.3,29.1,21.1,41.2,72,32
西安,2024,8,2024-08-15,23.9,31.4,20.1,221.6,60,61
西安,2024,9,2024-09-15,20.9,28.0,13.8,1.8,66,36
西安,2024,10,2024-10-15,13.8,21.7,8.1,5.7,63,113
西安,2024,11,2024-11-15,6.1,9.2,-1.2,65.2,47,84
西安,2024,12,2024-12-15,2.9,6.0,-3.5,8.1,71,130
西安,2025,1,2025-01-15,1.8,6.8,-5.6,25.5,76,119
西安,2025,2,2025-02-15,4.4,10.4,1.2,32.4,94,59
西安,2025,3,2025-03-15,7.8,14.2,4.2,15.3,66,66
西安,2025,4,2025-04-15,12.1,15.2,5.8,5.4,74,112
西安,2025,5,2025-05-15,20.1,26.9,13.2,39.4,74,57
西安,2025,6,2025-06-15,24.7,29.4,20.9,26.1,53,27
西安,2025,7,2025-07-15,25.2,31.9,20.4,17.5,66,113
西安,2025,8,2025-08-15,25.0,30.3,21.1,46.6,71,29
西安,2025,9,2025-09-15,20.8,28.5,16.1,85.3,55,54
西安,2025,10,2025-10-15,15.9,23.0,10.7,61.4,75,144
西安,2025,11,2025-11-15,9.2,16.8,2.4,39.7,60,69
西安,2025,12,2025-12-15,3.7,10.8,-0.6,11.9,87,54
南京,2021,1,2021-01-15,4.5,10.8,-3.1,25.8,67,121
南京,2021,2,2021-02-15,6.7,12.2,1.7,25.0,75,75
南京,2021,3,2021-03-15,9.3,16.3,4.7,1.9,72,89
南京,2021,4,2021-04-15,17.9,21.3,12.0,29.0,77,92
南京,2021,5,2021-05-15,21.9,25.2,15.7,125.3,83,110
南京,2021,6,2021-06-15,25.1,29.5,19.4,47.3,79,87
南京,2021,7,2021-07-15,27.8,31.6,20.5,62.5,88,35
南京,2021,8,2021-08-15,27.0,30.9,19.7,36.9,58,70
南京,2021,9,2021-09-15,21.9,26.1,14.4,11.6,79,65
南京,2021,10,2021-10-15,14.4,21.2,7.6,7.6,76,44
南京,2021,11,2021-11-15,10.4,15.6,2.9,12.2,64,62
南京,2021,12,2021-12-15,4.9,11.0,-0.6,37.4,85,72
南京,2022,1,2022-01-15,4.6,11.9,-0.9,35.7,72,78
南京,2022,2,2022-02-15,6.4,10.6,2.7,30.4,71,121
南京,2022,3,2022-03-15,11.1,15.6,5.7,16.9,66,61
南京,2022,4,2022-04-15,18.1,22.5,10.7,6.5,61,117
南京,2022,5,2022-05-15,21.6,26.5,13.8,57.7,71,39
南京,2022,6,2022-06-15,26.8,34.3,22.7,5.0,68,125
南京,2022,7,2022-07-15,29.1,33.8,24.8,86.2,85,87
南京,2022,8,2022-08-15,24.5,30.1,21.1,22.9,64,70
南京,2022,9,2022-09-15,22.5,30.1,19.4,29.5,79,93
南京,2022,10,2022-10-15,16.3,20.4,10.4,20.5,47,69
南京,2022,11,2022-11-15,10.6,18.1,3.6,43.4,85,55
南京,2022,12,2022-12-15,5.9,13.3,2.7,86.2,62,129
南京,2023,1,2023-01-15,4.2,8.3,-3.1,22.8,72,85
南京,2023,2,2023-02-15,6.4,10.0,0.4,9.4,85,42
南京,2023,3,2023-03-15,9.1,12.2,6.0,7.6,69,117
南京,2023,4,2023-04-15,14.8,20.7,8.5,5.7,54,91
南京,2023,5,2023-05-15,21.7,27.2,14.3,5.2,63,37
南京,2023,6,2023-06-15,27.9,32.6,22.4,124.0,74,95
南京,2023,7,2023-07-15,27.0,32.2,20.0,58.2,71,90
南京,2023,8,2023-08-15,27.6,35.4,20.2,46.8,82,101
南京,2023,9,2023-09-15,21.9,28.5,17.4,94.0,59,100
南京,2023,10,2023-10-15,15.5,21.8,11.5,68.8,82,86
南京,2023,11,2023-11-15,10.1,16.5,6.4,3.4,68,65
南京,2023,12,2023-12-15,5.5,10.7,-0.2,8.4,89,123
南京,2024,1,2024-01-15,3.0,10.0,-1.9,17.3,91,45
南京,2024,2,2024-02-15,6.4,13.6,0.6,18.9,80,90
南京,2024,3,2024-03-15,9.8,16.5,4.0,13.7,67,27
南京,2024,4,2024-04-15,16.5,22.2,10.2,3.5,77,68
南京,2024,5,2024-05-15,22.1,26.3,15.0,77.3,82,78
南京,2024,6,2024-06-15,27.1,31.8,22.2,70.3,77,109
南京,2024,7,2024-07-15,26.0,33.5,18.0,0.8,75,110
南京,2024,8,2024-08-15,27.2,33.0,23.2,2.4,69,85
南京,2024,9,2024-09-15,23.4,28.6,16.7,21.8,61,110
南京,2024,10,2024-10-15,18.5,22.8,14.5,20.4,84,39
南京,2024,11,2024-11-15,10.8,18.3,7.3,53.1,74,35
南京,2024,12,2024-12-15,3.9,9.1,-0.7,13.1,63,99
南京,2025,1,2025-01-15,5.4,11.2,-0.2,19.4,63,62
南京,2025,2,2025-02-15,3.5,9.7,-3.1,11.4,66,70
南京,2025,3,2025-03-15,9.4,13.2,3.5,10.0,72,49
南京,2025,4,2025-04-15,15.4,20.1,11.8,11.8,80,88
南京,2025,5,2025-05-15,22.7,25.9,16.5,10.5,54,157
南京,2025,6,2025-06-15,28.7,33.2,21.2,25.1,59,109
南京,2025,7,2025-07-15,28.2,31.7,23.5,43.3,65,103
南京,2025,8,2025-08-15,24.9,32.5,17.0,1.7,53,158
南京,2025,9,2025-09-15,22.0,27.5,18.7,95.7,85,64
南京,2025,10,2025-10-15,16.4,23.7,10.2,9.4,85,45
南京,2025,11,2025-11-15,11.3,18.9,7.3,10.6,78,58
南京,2025,12,2025-12-15,5.4,12.0,-2.5,4.7,72,67
重庆,2021,1,2021-01-15,4.4,8.7,-1.3,0.5,87,106
重庆,2021,2,2021-02-15,5.7,11.2,0.1,0.0,61,57
重庆,2021,3,2021-03-15,11.4,15.0,8.0,8.7,42,119
重庆,2021,4,2021-04-15,18.3,26.1,14.1,23.1,52,60
重庆,2021,5,2021-05-15,24.3,29.5,18.3,6.8,72,77
重庆,2021,6,2021-06-15,29.0,34.3,25.2,107.8,80,96
重庆,2021,7,2021-07-15,31.2,36.9,27.6,5.0,52,112
重庆,2021,8,2021-08-15,31.1,36.2,25.6,14.1,50,110
重庆,2021,9,2021-09-15,23.2,31.1,18.9,40.2,65,38
重庆,2021,10,2021-10-15,15.2,20.4,9.3,30.6,75,71
重庆,2021,11,2021-11-15,13.8,18.5,6.0,62.8,72,90
重庆,2021,12,2021-12-15,7.1,11.3,0.4,14.5,70,54
重庆,2022,1,2022-01-15,7.5,14.0,3.6,13.0,78,83
重庆,2022,2,2022-02-15,7.1,10.7,3.8,13.6,82,99
重庆,2022,3,2022-03-15,11.4,16.8,6.9,0.4,74,70
重庆,2022,4,2022-04-15,17.9,20.9,14.7,10.9,59,109
重庆,2022,5,2022-05-15,25.7,29.5,22.0,89.6,79,110
重庆,2022,6,2022-06-15,28.5,35.8,24.0,7.5,64,65
重庆,2022,7,2022-07-15,30.5,37.1,25.4,51.8,65,62
重庆,2022,8,2022-08-15,31.0,36.2,26.8,162.7,67,52
重庆,2022,9,2022-09-15,23.4,28.7,17.7,0.6,70,65
重庆,2022,10,2022-10-15,17.3,23.7,11.2,1.7,41,98
重庆,2022,11,2022-11-15,12.5,15.7,6.5,34.7,88,40
重庆,2022,12,2022-12-15,6.9,14.1,3.2,17.2,74,63
重庆,2023,1,2023-01-15,5.1,10.6,0.4,27.3,80,71
重庆,2023,2,2023-02-15,6.3,12.9,-0.3,24.7,76,62
重庆,2023,3,2023-03-15,12.5,19.7,6.8,11.9,58,47
重庆,2023,4,2023-04-15,15.6,21.0,9.6,28.8,75,88
重庆,2023,5,2023-05-15,23.8,28.2,20.0,11.1,90,92
重庆,2023,6,2023-06-15,27.9,32.1,21.7,51.3,70,87
重庆,2023,7,2023-07-15,29.1,34.2,25.6,43.1,89,107
重庆,2023,8,2023-08-15,27.9,35.5,20.4,101.8,59,48
重庆,2023,9,2023-09-15,22.5,25.6,18.1,14.7,75,108
重庆,2023,10,2023-10-15,18.7,24.3,12.2,9.5,74,55
重庆,2023,11,2023-11-15,10.4,15.2,4.4,130.1,89,97
重庆,2023,12,2023-12-15,7.1,13.2,1.9,0.7,81,90
重庆,2024,1,2024-01-15,6.3,14.0,-0.1,17.0,66,93
重庆,2024,2,2024-02-15,9.0,16.4,4.1,7.7,75,54
重庆,2024,3,2024-03-15,10.9,18.3,7.7,23.3,68,97
重庆,2024,4,2024-04-15,18.7,23.4,11.7,6.7,72,91
重庆,2024,5,2024-05-15,22.8,27.2,15.0,170.7,69,102
重庆,2024,6,2024-06-15,28.0,34.7,22.1,148.9,65,76
重庆,2024,7,2024-07-15,28.3,33.5,22.7,19.5,66,126
重庆,2024,8,2024-08-15,25.8,29.6,20.8,9.5,69,42
重庆,2024,9,2024-09-15,25.0,32.3,20.5,64.9,42,169
重庆,2024,10,2024-10-15,17.3,22.1,13.2,3.2,53,62
重庆,2024,11,2024-11-15,11.4,16.1,4.3,12.5,69,126
重庆,2024,12,2024-12-15,5.1,13.0,-2.2,16.8,71,76
重庆,2025,1,2025-01-15,9.4,15.9,5.4,12.8,35,104
重庆,2025,2,2025-02-15,7.3,10.4,3.3,12.5,61,68
重庆,2025,3,2025-03-15,12.3,15.7,8.7,15.9,98,70
重庆,2025,4,2025-04-15,19.1,24.5,11.6,19.7,75,78
重庆,2025,5,2025-05-15,25.7,29.9,18.5,19.7,56,139
重庆,2025,6,2025-06-15,30.8,37.6,23.0,51.3,81,61
重庆,2025,7,2025-07-15,28.3,32.6,24.5,47.2,60,56
重庆,2025,8,2025-08-15,28.0,34.5,20.9,6.8,70,62
重庆,2025,9,2025-09-15,24.1,30.6,20.1,7.0,58,68
重庆,2025,10,2025-10-15,17.4,22.4,9.7,19.0,87,25
重庆,2025,11,2025-11-15,11.5,17.2,4.7,66.8,56,73
重庆,2025,12,2025-12-15,5.4,12.9,-0.0,7.4,75,43
