order_id,customer_id,region_l1,region_l2,bu_id,product_line,amount,order_date,period,channel,sales_manager_id,status
SO201111,C1279,华东,南线,BU-3,运营商网关,62.6,2025-10-13,2025Q4,直销,SM149,shipping
SO201112,C3020,东北,北线,BU-4,运营商网关,85.32,2025-10-20,2025Q4,项目集采,SM114,closed
SO201113,C1556,华北,东线,BU-2,AI 助理,4.1,2025-01-12,2025Q1,直销,SM160,closed
SO201114,C3506,华北,中线,BU-2,BSS-OSS,102.5,2026-01-26,2026Q1,渠道,SM217,closed
SO201115,C1153,华中,北线,BU-2,智能客服,20.83,2026-01-19,2026Q1,渠道,SM133,closed
SO201116,C1948,华东,北线,BU-4,云平台,42.84,2025-10-16,2025Q4,渠道,SM182,closed
SO201117,C3340,西南,东线,BU-5,数据中台,61.73,2025-05-07,2025Q2,电商,SM222,closed
SO201118,C3657,华北,东线,BU-3,AI 助理,30.02,2025-10-14,2025Q4,电商,SM131,shipping
SO201119,C2920,华南,北线,BU-2,IT 服务,48.14,2026-02-24,2026Q1,直销,SM172,closed
SO201120,C3846,华东,南线,BU-4,智能客服,111.32,2025-12-09,2025Q4,渠道,SM217,closed
SO201121,C3283,华南,北线,BU-5,AI 助理,67.15,2024-02-14,2024Q1,电商,SM176,closed
SO201122,C2173,华南,北线,BU-1,云平台,93.29,2024-06-15,2024Q2,渠道,SM164,closed
SO201123,C3700,华中,中线,BU-1,AI 助理,6.04,2024-06-18,2024Q2,渠道,SM152,closed
SO201124,C3707,华东,南线,BU-1,数据中台,214.96,2025-03-25,2025Q1,项目集采,SM159,closed
SO201125,C3555,华东,中线,BU-4,AI 助理,22.08,2025-03-25,2025Q1,渠道,SM166,closed
SO201126,C1764,西南,南线,BU-5,运营商网关,48.36,2026-01-25,2026Q1,项目集采,SM125,closed
SO201127,C2140,华北,东线,BU-2,运营商网关,72.8,2026-03-25,2026Q1,项目集采,SM211,pending
SO201128,C3249,东北,南线,BU-6,云平台,68.48,2026-02-18,2026Q1,项目集采,SM213,closed
SO201129,C3350,华东,东线,BU-1,数据中台,36.03,2024-07-14,2024Q3,直销,SM133,closed
SO201130,C2763,华北,南线,BU-3,云平台,0.43,2026-01-02,2026Q1,直销,SM234,closed
SO201131,C3781,华东,北线,BU-1,数据中台,94.97,2025-09-23,2025Q3,电商,SM231,closed
SO201132,C2669,华东,东线,BU-6,数据中台,17.79,2026-03-25,2026Q1,电商,SM213,closed
SO201133,C1197,华东,东线,BU-1,数据中台,89.33,2024-11-14,2024Q4,电商,SM227,pending
SO201134,C2442,东北,中线,BU-4,云平台,0.81,2024-07-23,2024Q3,直销,SM123,closed
SO201135,C3227,西南,北线,BU-5,数据中台,55.01,2024-10-20,2024Q4,直销,SM191,closed
SO201136,C2278,华南,南线,BU-5,BSS-OSS,17.55,2025-05-04,2025Q2,渠道,SM110,closed
SO201137,C3773,华东,东线,BU-2,AI 助理,39.66,2026-03-18,2026Q1,渠道,SM122,closed
SO201138,C1397,华北,中线,BU-3,智能客服,55.43,2026-01-22,2026Q1,渠道,SM162,closed
SO201139,C2163,华东,东线,BU-6,IT 服务,83.16,2026-01-08,2026Q1,电商,SM240,closed
SO201140,C2256,西南,东线,BU-1,智能客服,2.8,2026-01-23,2026Q1,电商,SM162,closed
SO201141,C3337,华东,中线,BU-4,运营商网关,89.55,2026-03-03,2026Q1,电商,SM106,closed
SO201142,C2943,华南,东线,BU-5,智能客服,52.57,2026-03-06,2026Q1,直销,SM149,closed
SO201143,C1942,华北,南线,BU-2,BSS-OSS,1.85,2025-12-19,2025Q4,直销,SM221,closed
SO201144,C2347,西南,北线,BU-6,云平台,38.99,2025-06-15,2025Q2,渠道,SM204,closed
SO201145,C1763,西南,中线,BU-5,云平台,0.44,2026-02-04,2026Q1,项目集采,SM131,closed
SO201146,C2831,华东,东线,BU-3,云平台,8.73,2025-06-12,2025Q2,直销,SM162,closed
SO201147,C3918,华南,东线,BU-5,云平台,33.66,2026-02-24,2026Q1,直销,SM155,closed
SO201148,C1686,华南,南线,BU-5,智能客服,26.4,2026-01-01,2026Q1,渠道,SM109,closed
SO201149,C2639,华中,东线,BU-4,AI 助理,8.09,2026-03-07,2026Q1,渠道,SM228,closed
SO201150,C2406,华南,北线,BU-6,数据中台,82.74,2025-11-25,2025Q4,直销,SM126,closed
SO201151,C2817,华南,南线,BU-6,云平台,15.76,2026-03-02,2026Q1,项目集采,SM218,closed
SO201152,C1935,华北,北线,BU-5,BSS-OSS,19.69,2026-01-27,2026Q1,直销,SM134,closed
SO201153,C3854,华东,北线,BU-1,智能客服,35.67,2025-07-08,2025Q3,电商,SM146,closed
SO201154,C2410,东北,南线,BU-1,AI 助理,70.6,2025-05-03,2025Q2,电商,SM248,closed
SO201155,C1580,华东,北线,BU-3,数据中台,95.56,2024-05-18,2024Q2,电商,SM232,closed
SO201156,C3872,华中,中线,BU-6,数据中台,101.04,2025-10-04,2025Q4,直销,SM235,closed
SO201157,C1861,华东,南线,BU-4,数据中台,8.62,2026-03-05,2026Q1,直销,SM127,closed
SO201158,C1391,西南,北线,BU-1,IT 服务,5.51,2025-10-12,2025Q4,渠道,SM193,closed
SO201159,C1727,华北,南线,BU-3,AI 助理,10.17,2025-07-17,2025Q3,项目集采,SM189,closed
SO201160,C1092,华北,南线,BU-1,AI 助理,86.35,2025-01-08,2025Q1,电商,SM220,closed
SO201161,C3774,华南,东线,BU-1,智能客服,47.77,2025-03-02,2025Q1,直销,SM174,closed
SO201162,C3008,东北,东线,BU-3,数据中台,15.24,2026-03-14,2026Q1,直销,SM241,closed
SO201163,C1114,华东,北线,BU-1,云平台,2.13,2026-03-02,2026Q1,直销,SM140,closed
SO201164,C1181,华南,南线,BU-3,云平台,109.571,2026-02-18,2026Q1,项目集采,SM123,shipping
SO201165,C2111,华北,中线,BU-2,运营商网关,66.88,2026-02-21,2026Q1,直销,SM228,closed
SO201166,C2565,华北,东线,BU-5,BSS-OSS,97.33,2026-02-04,2026Q1,渠道,SM175,closed
SO201167,C3430,东北,北线,BU-5,BSS-OSS,71.08,2024-05-12,2024Q2,渠道,SM133,closed
SO201168,C3282,华东,东线,BU-1,数据中台,18.88,2026-02-06,2026Q1,渠道,SM239,shipping
SO201169,C2751,华东,中线,BU-4,IT 服务,86.38,2025-01-13,2025Q1,项目集采,SM246,closed
SO201170,C1773,华北,南线,BU-5,智能客服,1.97,2026-03-06,2026Q1,电商,SM109,shipping
SO201171,C3758,华南,中线,BU-6,AI 助理,2.05,2026-02-01,2026Q1,渠道,SM212,shipping
SO201172,C3739,华东,东线,BU-2,AI 助理,27.22,2025-03-12,2025Q1,项目集采,SM154,closed
SO201173,C3415,西南,中线,BU-6,AI 助理,28.64,2024-07-04,2024Q3,项目集采,SM114,closed
SO201174,C1445,华东,南线,BU-1,运营商网关,18.58,2024-01-01,2024Q1,渠道,SM134,pending
SO201175,C3220,华东,中线,BU-2,IT 服务,1.12,2025-07-19,2025Q3,项目集采,SM229,closed
SO201176,C3520,华北,北线,BU-6,BSS-OSS,8.6,2024-03-19,2024Q1,渠道,SM222,closed
SO201177,C3942,华东,南线,BU-2,BSS-OSS,41.1,2025-06-11,2025Q2,电商,SM158,pending
SO201178,C1906,华东,南线,BU-1,IT 服务,132.22,2024-12-05,2024Q4,项目集采,SM190,closed
SO201179,C1148,华东,南线,BU-2,运营商网关,73.73,2025-09-15,2025Q3,项目集采,SM200,closed
SO201180,C2664,华东,南线,BU-5,运营商网关,19.57,2024-03-24,2024Q1,渠道,SM163,closed
SO201181,C2687,华北,北线,BU-3,数据中台,8.8,2024-04-24,2024Q2,项目集采,SM147,shipping
SO201182,C3212,华北,南线,BU-6,运营商网关,27.12,2026-02-09,2026Q1,项目集采,SM166,closed
SO201183,C2785,东北,中线,BU-5,运营商网关,206.91,2025-08-20,2025Q3,渠道,SM235,closed
SO201184,C1622,西南,东线,BU-1,BSS-OSS,46.79,2024-07-21,2024Q3,渠道,SM214,closed
SO201185,C2499,华南,东线,BU-6,数据中台,97.06,2024-01-02,2024Q1,项目集采,SM167,pending
SO201186,C3084,华北,北线,BU-4,云平台,31.3,2025-06-26,2025Q2,直销,SM226,shipping
SO201187,C3804,华北,中线,BU-1,IT 服务,68.22,2025-12-01,2025Q4,渠道,SM139,shipping
SO201188,C2822,华东,北线,BU-5,数据中台,124.47,2026-02-10,2026Q1,直销,SM220,pending
SO201189,C2309,华东,北线,BU-1,智能客服,89.91,2026-03-23,2026Q1,电商,SM232,closed
SO201190,C2009,华中,中线,BU-5,智能客服,61.74,2026-02-11,2026Q1,项目集采,SM239,closed
SO201191,C1671,华北,中线,BU-3,IT 服务,20.01,2025-06-27,2025Q2,项目集采,SM242,closed
SO201192,C2385,华北,东线,BU-3,数据中台,24.76,2025-05-22,2025Q2,电商,SM127,closed
SO201193,C2563,华东,南线,BU-5,运营商网关,80.05,2025-10-10,2025Q4,项目集采,SM249,closed
SO201194,C1664,西南,中线,BU-4,AI 助理,1.92,2024-04-19,2024Q2,项目集采,SM197,closed
SO201195,C2957,西南,北线,BU-4,智能客服,72.72,2025-05-20,2025Q2,电商,SM133,closed
SO201196,C1792,华南,东线,BU-3,运营商网关,32.96,2025-04-06,2025Q2,渠道,SM197,closed
SO201197,C1888,华东,北线,BU-1,BSS-OSS,252.39,2025-11-07,2025Q4,直销,SM170,closed
SO201198,C2266,华南,北线,BU-2,AI 助理,106.26,2024-07-16,2024Q3,项目集采,SM221,closed
SO201199,C1958,华北,南线,BU-2,AI 助理,32.47,2025-01-14,2025Q1,直销,SM136,closed
SO201200,C2944,东北,东线,BU-3,IT 服务,89.18,2025-02-17,2025Q1,电商,SM211,closed
SO201201,C1470,西南,北线,BU-5,BSS-OSS,5.16,2026-02-11,2026Q1,直销,SM242,closed
SO201202,C3319,华中,北线,BU-4,云平台,76.19,2025-08-12,2025Q3,直销,SM186,pending
SO201203,C1605,华中,中线,BU-6,运营商网关,24.73,2024-02-27,2024Q1,渠道,SM230,closed
SO201204,C3755,华中,南线,BU-4,IT 服务,71.34,2026-01-14,2026Q1,项目集采,SM247,closed
SO201205,C1981,华中,中线,BU-5,智能客服,242.68,2026-03-13,2026Q1,渠道,SM217,closed
SO201206,C1244,华东,中线,BU-1,云平台,26.92,2025-02-16,2025Q1,渠道,SM108,shipping
SO201207,C3483,华北,东线,BU-3,IT 服务,19.76,2024-12-01,2024Q4,电商,SM146,closed
SO201208,C1580,华东,东线,BU-2,运营商网关,19.83,2025-10-01,2025Q4,直销,SM142,closed
SO201209,C2908,华南,北线,BU-2,运营商网关,16.54,2025-06-17,2025Q2,渠道,SM158,closed
SO201210,C1894,华中,中线,BU-3,IT 服务,9.35,2024-10-20,2024Q4,渠道,SM201,closed
SO201211,C2649,华南,东线,BU-4,智能客服,45.68,2025-02-03,2025Q1,电商,SM146,closed
SO201212,C2721,华东,北线,BU-2,云平台,140.96,2025-08-12,2025Q3,电商,SM209,closed
SO201213,C2830,华东,中线,BU-2,IT 服务,11.54,2024-11-25,2024Q4,项目集采,SM143,closed
SO201214,C2242,华东,北线,BU-5,BSS-OSS,76.65,2024-01-23,2024Q1,项目集采,SM180,shipping
SO201215,C2743,华中,东线,BU-2,AI 助理,69.78,2025-01-06,2025Q1,直销,SM128,closed
SO201216,C2508,华东,东线,BU-1,运营商网关,11.21,2024-04-20,2024Q2,渠道,SM112,closed
SO201217,C3417,华北,南线,BU-3,BSS-OSS,50.99,2024-05-27,2024Q2,渠道,SM226,closed
SO201218,C1986,华南,中线,BU-6,智能客服,10.49,2025-12-16,2025Q4,项目集采,SM244,pending
SO201219,C2439,华东,中线,BU-2,数据中台,0.21,2025-03-26,2025Q1,项目集采,SM181,closed
SO201220,C3514,华东,东线,BU-1,智能客服,26.76,2025-03-10,2025Q1,电商,SM117,closed
SO201221,C3015,华北,东线,BU-1,BSS-OSS,47.63,2025-11-22,2025Q4,直销,SM124,closed
SO201222,C1743,华东,南线,BU-1,BSS-OSS,23.39,2025-08-26,2025Q3,项目集采,SM130,closed
SO201223,C3472,东北,南线,BU-4,智能客服,4.1,2025-11-07,2025Q4,直销,SM245,closed
SO201224,C3951,东北,北线,BU-3,云平台,31.16,2024-08-08,2024Q3,直销,SM230,closed
SO201225,C2914,西南,北线,BU-1,数据中台,66.2,2025-06-17,2025Q2,电商,SM154,shipping
SO201226,C2667,华东,南线,BU-3,AI 助理,78.22,2025-03-25,2025Q1,渠道,SM198,closed
SO201227,C2226,华北,中线,BU-1,BSS-OSS,33.15,2026-02-16,2026Q1,电商,SM217,closed
SO201228,C2820,华东,东线,BU-1,运营商网关,17.86,2026-02-22,2026Q1,渠道,SM234,closed
SO201229,C3893,华东,中线,BU-1,运营商网关,40.33,2024-01-09,2024Q1,电商,SM164,closed
SO201230,C2084,华东,南线,BU-4,数据中台,17.5,2025-05-16,2025Q2,电商,SM199,closed
SO201231,C3014,西南,东线,BU-5,智能客服,76.88,2025-02-14,2025Q1,直销,SM104,closed
SO201232,C1402,华东,北线,BU-6,运营商网关,80.91,2025-11-18,2025Q4,直销,SM244,closed
SO201233,C3975,华北,中线,BU-3,AI 助理,24.37,2025-07-23,2025Q3,项目集采,SM199,closed
SO201234,C2055,华东,东线,BU-4,IT 服务,14.27,2025-10-04,2025Q4,电商,SM137,closed
SO201235,C1141,华中,北线,BU-4,数据中台,2.64,2026-03-21,2026Q1,直销,SM101,closed
SO201236,C2525,华南,南线,BU-2,云平台,21.01,2026-02-22,2026Q1,项目集采,SM211,closed
SO201237,C3430,华中,南线,BU-4,运营商网关,48.13,2025-09-10,2025Q3,项目集采,SM218,closed
SO201238,C2627,华东,中线,BU-2,运营商网关,30.64,2025-09-12,2025Q3,直销,SM175,closed
SO201239,C1290,华北,南线,BU-1,AI 助理,112.28,2025-11-27,2025Q4,直销,SM237,closed
SO201240,C2067,华东,中线,BU-1,云平台,39.95,2025-05-15,2025Q2,直销,SM244,closed
SO201241,C3099,东北,南线,BU-6,BSS-OSS,0.47,2026-03-16,2026Q1,直销,SM128,closed
SO201242,C1641,华南,北线,BU-6,云平台,76.97,2026-03-01,2026Q1,项目集采,SM209,closed
SO201243,C2313,华东,北线,BU-3,云平台,132.32,2025-10-15,2025Q4,直销,SM115,shipping
SO201244,C3035,华北,中线,BU-6,AI 助理,54.11,2025-07-24,2025Q3,直销,SM114,closed
SO201245,C2066,西南,南线,BU-3,BSS-OSS,5.51,2024-01-24,2024Q1,渠道,SM213,closed
SO201246,C3683,华中,南线,BU-5,运营商网关,91.22,2025-05-20,2025Q2,电商,SM212,closed
SO201247,C2265,华中,中线,BU-1,AI 助理,46.07,2025-01-23,2025Q1,电商,SM187,closed
SO201248,C1758,华南,南线,BU-3,AI 助理,6.342,2026-03-08,2026Q1,渠道,SM179,closed
SO201249,C1038,华中,中线,BU-4,数据中台,9.48,2026-01-20,2026Q1,电商,SM210,closed
SO201250,C2681,华东,中线,BU-3,IT 服务,0.14,2025-10-10,2025Q4,渠道,SM205,pending
SO201251,C2334,西南,东线,BU-1,IT 服务,76.64,2024-08-08,2024Q3,项目集采,SM215,closed
SO201252,C2990,华中,东线,BU-2,BSS-OSS,1.36,2026-01-26,2026Q1,直销,SM145,closed
SO201253,C3116,华中,中线,BU-2,BSS-OSS,13.48,2025-06-06,2025Q2,电商,SM150,closed
SO201254,C2947,华东,北线,BU-2,云平台,22.52,2024-11-07,2024Q4,项目集采,SM159,closed
SO201255,C1131,华北,东线,BU-2,数据中台,11.69,2026-03-09,2026Q1,渠道,SM154,closed
SO201256,C2241,华北,中线,BU-5,运营商网关,4.34,2025-01-21,2025Q1,直销,SM244,pending
SO201257,C2728,华北,北线,BU-5,AI 助理,64.29,2026-01-01,2026Q1,直销,SM114,closed
SO201258,C2998,华东,东线,BU-6,AI 助理,88.81,2024-01-09,2024Q1,项目集采,SM232,closed
SO201259,C3464,华东,北线,BU-4,BSS-OSS,40.15,2026-01-10,2026Q1,项目集采,SM118,closed
SO201260,C3979,华东,南线,BU-5,云平台,114.29,2024-08-08,2024Q3,项目集采,SM188,shipping
SO201261,C2187,华东,南线,BU-4,云平台,27.35,2025-06-11,2025Q2,直销,SM193,closed
SO201262,C1789,华南,东线,BU-6,IT 服务,32.93,2026-02-13,2026Q1,渠道,SM207,closed
SO201263,C3071,华中,南线,BU-6,数据中台,46.72,2025-06-06,2025Q2,项目集采,SM185,pending
SO201264,C2913,华东,北线,BU-2,AI 助理,2.29,2026-01-04,2026Q1,项目集采,SM201,closed
SO201265,C3938,华中,中线,BU-5,数据中台,73.97,2025-04-15,2025Q2,电商,SM242,closed
SO201266,C1162,华北,南线,BU-3,数据中台,5.48,2025-12-02,2025Q4,电商,SM165,closed
SO201267,C2730,华北,东线,BU-5,数据中台,0.41,2026-02-15,2026Q1,直销,SM125,closed
SO201268,C3258,西南,北线,BU-4,BSS-OSS,7.79,2026-01-12,2026Q1,项目集采,SM206,closed
SO201269,C2565,华东,东线,BU-4,IT 服务,18.68,2026-03-02,2026Q1,项目集采,SM197,closed
SO201270,C3096,西南,南线,BU-1,BSS-OSS,95.93,2026-03-26,2026Q1,渠道,SM103,closed
SO201271,C1754,华东,东线,BU-5,AI 助理,120.53,2024-06-06,2024Q2,电商,SM246,closed
SO201272,C3407,华东,东线,BU-1,AI 助理,149.82,2026-03-24,2026Q1,渠道,SM138,closed
SO201273,C1338,华东,东线,BU-6,AI 助理,22.02,2026-02-10,2026Q1,电商,SM217,closed
SO201274,C2384,华北,中线,BU-3,云平台,62.57,2025-06-16,2025Q2,渠道,SM159,closed
SO201275,C3833,西南,北线,BU-1,云平台,19.09,2025-12-18,2025Q4,电商,SM203,closed
SO201276,C2860,华南,北线,BU-5,AI 助理,19.34,2026-01-18,2026Q1,电商,SM232,closed
SO201277,C3465,华东,中线,BU-4,数据中台,52.13,2026-01-18,2026Q1,直销,SM151,closed
SO201278,C3854,西南,南线,BU-3,运营商网关,45.81,2025-01-26,2025Q1,直销,SM241,closed
SO201279,C1703,华东,北线,BU-3,云平台,31.27,2026-02-20,2026Q1,项目集采,SM233,closed
SO201280,C2438,华东,南线,BU-6,BSS-OSS,2.4,2026-02-02,2026Q1,项目集采,SM169,pending
SO201281,C3131,华北,北线,BU-3,AI 助理,35.16,2026-01-15,2026Q1,渠道,SM222,closed
SO201282,C3101,华北,中线,BU-6,BSS-OSS,1.73,2025-06-04,2025Q2,项目集采,SM134,closed
SO201283,C2216,华南,中线,BU-3,运营商网关,32.33,2024-02-06,2024Q1,项目集采,SM140,closed
SO201284,C2155,华南,南线,BU-5,云平台,143.64,2024-12-27,2024Q4,渠道,SM203,closed
SO201285,C2009,华东,南线,BU-2,AI 助理,56.74,2026-01-15,2026Q1,项目集采,SM176,closed
SO201286,C3808,华北,中线,BU-5,IT 服务,19.5,2026-01-08,2026Q1,渠道,SM142,closed
SO201287,C2563,华东,东线,BU-3,数据中台,35.12,2026-01-25,2026Q1,电商,SM206,closed
SO201288,C2195,华东,东线,BU-4,云平台,40.5,2026-02-08,2026Q1,渠道,SM146,closed
SO201289,C2471,华中,东线,BU-4,BSS-OSS,184.36,2026-03-15,2026Q1,直销,SM166,closed
SO201290,C3857,华南,南线,BU-6,BSS-OSS,105.99,2025-12-08,2025Q4,渠道,SM161,closed
SO201291,C2581,华东,南线,BU-2,智能客服,36.41,2025-02-24,2025Q1,渠道,SM172,pending
SO201292,C2095,华东,东线,BU-4,BSS-OSS,6.48,2025-03-09,2025Q1,项目集采,SM208,closed
SO201293,C3328,华北,北线,BU-5,IT 服务,231.23,2025-02-06,2025Q1,直销,SM242,closed
SO201294,C2553,东北,东线,BU-3,运营商网关,96.74,2025-09-10,2025Q3,电商,SM217,closed
SO201295,C2428,华北,东线,BU-2,数据中台,22.66,2025-06-17,2025Q2,电商,SM133,shipping
SO201296,C1380,华东,东线,BU-4,云平台,47.89,2025-03-10,2025Q1,直销,SM151,closed
SO201297,C2777,华南,南线,BU-5,云平台,40.47,2024-06-11,2024Q2,渠道,SM123,closed
SO201298,C3558,华北,东线,BU-5,AI 助理,34.36,2024-12-11,2024Q4,电商,SM138,pending
SO201299,C2547,华北,东线,BU-2,IT 服务,60.03,2026-01-16,2026Q1,电商,SM164,closed
SO201300,C1104,华中,南线,BU-5,数据中台,35.1,2025-11-24,2025Q4,直销,SM163,closed
SO201301,C3572,华东,中线,BU-5,IT 服务,0.92,2025-10-05,2025Q4,渠道,SM157,closed
SO201302,C1894,华北,东线,BU-6,AI 助理,173.75,2025-10-22,2025Q4,项目集采,SM189,closed
SO201303,C2195,东北,东线,BU-1,智能客服,109.85,2026-02-27,2026Q1,项目集采,SM135,closed
SO201304,C3175,华北,南线,BU-5,BSS-OSS,144.79,2025-03-24,2025Q1,项目集采,SM228,closed
SO201305,C1024,华北,中线,BU-3,云平台,63.6,2025-02-19,2025Q1,直销,SM189,pending
SO201306,C1940,东北,东线,BU-1,IT 服务,53.24,2026-03-09,2026Q1,项目集采,SM142,closed
SO201307,C3646,华北,南线,BU-1,智能客服,0.79,2026-03-06,2026Q1,直销,SM134,closed
SO201308,C1253,华东,东线,BU-6,数据中台,105.27,2026-02-03,2026Q1,电商,SM106,closed
SO201309,C2949,华东,北线,BU-3,IT 服务,27.37,2025-04-11,2025Q2,项目集采,SM161,closed
SO201310,C2490,西南,中线,BU-3,IT 服务,31.51,2025-02-02,2025Q1,直销,SM142,closed
SO201311,C3541,华东,北线,BU-3,BSS-OSS,87.2,2024-11-04,2024Q4,项目集采,SM114,closed
SO201312,C1564,华中,北线,BU-6,数据中台,7.88,2026-02-09,2026Q1,渠道,SM163,closed
SO201313,C3296,华东,南线,BU-5,云平台,154.54,2025-08-04,2025Q3,直销,SM112,closed
SO201314,C2540,东北,中线,BU-3,BSS-OSS,37.07,2026-03-22,2026Q1,电商,SM154,closed
SO201315,C1681,华北,东线,BU-2,BSS-OSS,47.0,2024-05-07,2024Q2,直销,SM250,closed
SO201316,C1825,西南,南线,BU-1,IT 服务,15.97,2024-02-02,2024Q1,直销,SM127,closed
SO201317,C3537,西南,中线,BU-4,智能客服,31.69,2026-01-02,2026Q1,电商,SM244,closed
SO201318,C3925,华中,东线,BU-5,运营商网关,19.64,2026-03-15,2026Q1,项目集采,SM189,closed
SO201319,C3362,华东,中线,BU-3,运营商网关,23.25,2026-01-23,2026Q1,电商,SM192,closed
SO201320,C2367,华北,中线,BU-1,BSS-OSS,196.97,2025-10-16,2025Q4,直销,SM130,closed
SO201321,C2983,华北,南线,BU-6,BSS-OSS,26.05,2024-06-27,2024Q2,渠道,SM159,closed
SO201322,C3379,华北,南线,BU-5,云平台,101.08,2024-12-13,2024Q4,渠道,SM143,closed
SO201323,C1781,华东,南线,BU-4,智能客服,49.33,2025-08-16,2025Q3,直销,SM207,closed
SO201324,C2846,华中,东线,BU-2,IT 服务,112.47,2026-03-24,2026Q1,电商,SM107,closed
SO201325,C3971,西南,南线,BU-6,BSS-OSS,68.31,2026-03-10,2026Q1,电商,SM140,closed
SO201326,C3654,华东,中线,BU-2,BSS-OSS,28.02,2025-02-23,2025Q1,渠道,SM106,closed
SO201327,C2235,华中,中线,BU-3,智能客服,22.86,2026-01-13,2026Q1,电商,SM180,closed
SO201328,C1232,西南,中线,BU-3,运营商网关,103.49,2025-02-23,2025Q1,电商,SM145,closed
SO201329,C1390,华中,南线,BU-2,IT 服务,70.88,2024-05-27,2024Q2,直销,SM245,shipping
SO201330,C1079,华东,东线,BU-5,智能客服,200.14,2025-06-20,2025Q2,渠道,SM196,shipping
SO201331,C2509,华东,中线,BU-5,数据中台,7.74,2025-03-22,2025Q1,渠道,SM102,closed
SO201332,C3811,华北,北线,BU-5,IT 服务,141.62,2026-01-16,2026Q1,项目集采,SM162,closed
SO201333,C2360,华东,北线,BU-5,BSS-OSS,109.88,2025-03-08,2025Q1,直销,SM240,shipping
SO201334,C1297,华南,东线,BU-4,IT 服务,90.67,2025-05-22,2025Q2,直销,SM113,closed
SO201335,C2688,华东,北线,BU-3,智能客服,42.19,2026-02-01,2026Q1,项目集采,SM238,closed
SO201336,C2947,华中,东线,BU-5,BSS-OSS,4.5,2024-03-07,2024Q1,渠道,SM179,closed
SO201337,C3144,华东,中线,BU-5,AI 助理,101.59,2024-09-01,2024Q3,直销,SM223,closed
SO201338,C3328,华南,中线,BU-2,数据中台,3.28,2024-02-24,2024Q1,直销,SM101,closed
SO201339,C2707,华北,东线,BU-5,智能客服,18.59,2026-03-05,2026Q1,渠道,SM100,closed
SO201340,C2557,西南,北线,BU-4,BSS-OSS,53.18,2025-10-08,2025Q4,项目集采,SM232,closed
SO201341,C1446,华南,中线,BU-4,AI 助理,18.37,2026-02-15,2026Q1,项目集采,SM165,closed
SO201342,C1121,西南,南线,BU-2,运营商网关,7.21,2025-01-16,2025Q1,直销,SM205,shipping
SO201343,C3302,西南,中线,BU-5,云平台,45.8,2026-03-20,2026Q1,直销,SM148,closed
SO201344,C1456,华东,中线,BU-2,智能客服,33.36,2024-03-27,2024Q1,电商,SM213,closed
SO201345,C1203,华东,东线,BU-3,IT 服务,71.71,2026-03-04,2026Q1,项目集采,SM243,closed
SO201346,C1159,华东,北线,BU-2,云平台,25.97,2025-08-18,2025Q3,渠道,SM221,closed
SO201347,C1690,西南,中线,BU-3,云平台,15.72,2025-06-14,2025Q2,渠道,SM121,closed
SO201348,C3237,华东,北线,BU-4,BSS-OSS,393.13,2026-02-21,2026Q1,电商,SM237,closed
SO201349,C3206,华东,中线,BU-4,运营商网关,32.36,2025-05-25,2025Q2,项目集采,SM106,closed
SO201350,C3254,华东,东线,BU-6,IT 服务,122.94,2026-02-17,2026Q1,渠道,SM149,shipping
SO201351,C2699,华东,南线,BU-5,AI 助理,5.21,2024-08-18,2024Q3,项目集采,SM171,shipping
SO201352,C3215,华南,南线,BU-5,AI 助理,50.48,2025-09-18,2025Q3,电商,SM125,closed
SO201353,C1551,东北,东线,BU-4,云平台,63.5,2024-07-21,2024Q3,直销,SM224,closed
SO201354,C1391,华中,南线,BU-6,BSS-OSS,135.88,2025-07-16,2025Q3,直销,SM245,closed
SO201355,C1361,华北,北线,BU-2,数据中台,22.29,2026-01-09,2026Q1,项目集采,SM152,closed
SO201356,C2282,西南,东线,BU-2,BSS-OSS,5.19,2026-02-02,2026Q1,电商,SM172,closed
SO201357,C1521,华东,北线,BU-4,数据中台,46.88,2024-07-21,2024Q3,渠道,SM194,closed
SO201358,C3882,华南,东线,BU-4,数据中台,5.14,2024-10-14,2024Q4,项目集采,SM116,closed
SO201359,C2237,华东,北线,BU-4,AI 助理,5.48,2026-03-04,2026Q1,直销,SM139,closed
SO201360,C1373,华北,南线,BU-4,运营商网关,3.41,2025-11-10,2025Q4,电商,SM214,closed
SO201361,C2620,华南,中线,BU-1,BSS-OSS,90.25,2025-03-01,2025Q1,渠道,SM164,closed
SO201362,C3575,华东,南线,BU-2,BSS-OSS,89.54,2025-11-25,2025Q4,渠道,SM200,closed
SO201363,C2782,华北,东线,BU-5,数据中台,93.14,2025-05-15,2025Q2,直销,SM181,closed
SO201364,C3374,华北,南线,BU-2,AI 助理,46.02,2025-07-13,2025Q3,直销,SM105,closed
SO201365,C3698,华南,北线,BU-2,AI 助理,22.78,2024-01-26,2024Q1,项目集采,SM148,closed
SO201366,C1540,华北,东线,BU-1,云平台,9.02,2025-05-18,2025Q2,渠道,SM102,closed
SO201367,C1663,华南,北线,BU-3,智能客服,72.205,2026-02-07,2026Q1,直销,SM160,shipping
SO201368,C2917,华南,东线,BU-1,云平台,3.11,2026-01-12,2026Q1,直销,SM213,closed
SO201369,C3751,华东,中线,BU-1,运营商网关,185.96,2026-02-12,2026Q1,渠道,SM248,shipping
SO201370,C1358,东北,东线,BU-1,运营商网关,27.03,2024-09-19,2024Q3,渠道,SM106,closed
