user_id,plan_code,cohort,region,city_tier,age_group,month,arpu_value,prev_arpu,arpu_change_pct,churn_flag,migration_date
U100102,P-青年,young_user,东北,T4,46-60,2026-09,78.46,79.09,-0.79,0,
U100102,P-青年,young_user,西南,T1,36-45,2026-10,77.4,79.11,-2.16,0,
U100102,P-青年,young_user,华中,T3,60+,2026-11,80.95,84.17,-3.82,0,
U100102,P-青年,young_user,华中,T2,36-45,2026-12,77.64,75.52,2.81,0,
U100103,P-4G-59,4G_retain,西南,T3,36-45,2026-01,138.76,132.41,4.8,0,
U100103,P-4G-59,4G_retain,华南,T4,36-45,2026-02,133.87,139.23,-3.85,0,
U100103,P-4G-59,4G_retain,华中,T3,60+,2026-03,135.26,139.33,-2.93,0,
U100103,P-4G-59,4G_retain,华中,T4,18-25,2026-04,129.66,132.18,-1.91,0,
U100103,P-4G-59,4G_retain,华东,T4,26-35,2026-05,134.93,132.12,2.13,0,
U100103,P-4G-59,4G_retain,华东,T1,18-25,2026-06,127.17,128.41,-0.96,0,
U100103,P-4G-59,4G_retain,华南,T4,36-45,2026-07,131.16,137.29,-4.47,0,
U100103,P-4G-59,4G_retain,东北,T1,36-45,2026-08,131.25,135.64,-3.23,0,
U100103,P-4G-59,4G_retain,东北,T1,60+,2026-09,131.12,132.07,-0.72,0,
U100103,P-4G-59,4G_retain,华北,T4,18-25,2026-10,137.54,140.25,-1.94,0,
U100103,P-4G-59,4G_retain,西南,T3,46-60,2026-11,128.25,126.73,1.21,0,
U100103,P-4G-59,4G_retain,华中,T1,46-60,2026-12,135.32,137.93,-1.89,0,
U100104,P-4G-99,5G_legacy_migration,华中,T3,60+,2026-01,100.29,97.84,2.51,0,2026-01-15
U100104,P-4G-99,5G_legacy_migration,华东,T1,36-45,2026-02,68.99,67.53,2.16,0,2026-01-15
U100104,P-4G-99,5G_legacy_migration,华中,T2,36-45,2026-03,70.48,68.59,2.76,0,2026-01-15
U100104,P-4G-99,5G_legacy_migration,华北,T3,26-35,2026-04,67.15,64.79,3.65,0,2026-01-15
U100104,P-4G-99,5G_legacy_migration,华南,T4,18-25,2026-05,67.34,65.48,2.84,0,2026-01-15
U100104,P-4G-99,5G_legacy_migration,华南,T1,46-60,2026-06,70.57,72.34,-2.45,0,2026-01-15
U100104,P-4G-99,5G_legacy_migration,华东,T2,46-60,2026-07,66.98,63.96,4.71,0,2026-01-15
U100104,P-4G-99,5G_legacy_migration,华南,T1,46-60,2026-08,64.37,66.26,-2.85,0,2026-01-15
U100104,P-4G-99,5G_legacy_migration,西南,T2,46-60,2026-09,72.1,73.75,-2.23,0,2026-01-15
U100104,P-4G-99,5G_legacy_migration,华北,T3,26-35,2026-10,74.87,77.21,-3.03,0,2026-01-15
U100104,P-4G-99,5G_legacy_migration,华中,T4,26-35,2026-11,76.75,74.61,2.87,0,2026-01-15
U100104,P-4G-99,5G_legacy_migration,西南,T3,46-60,2026-12,76.92,73.29,4.95,0,2026-01-15
U100105,P-IoT,4G_retain,华东,T3,26-35,2026-01,121.29,124.68,-2.72,0,
U100105,P-IoT,4G_retain,东北,T4,36-45,2026-02,125.69,131.49,-4.41,0,
U100105,P-IoT,4G_retain,华中,T1,60+,2026-03,126.6,129.31,-2.1,0,
U100105,P-IoT,4G_retain,东北,T4,26-35,2026-04,121.64,124.59,-2.37,0,
U100105,P-IoT,4G_retain,华中,T3,60+,2026-05,122.94,128.55,-4.37,0,
U100105,P-IoT,4G_retain,东北,T1,60+,2026-06,121.77,117.83,3.34,0,
U100105,P-IoT,4G_retain,华南,T1,18-25,2026-07,126.62,130.81,-3.21,0,
U100105,P-IoT,4G_retain,华东,T1,60+,2026-08,125.36,121.18,3.45,0,
U100105,P-IoT,4G_retain,华中,T2,60+,2026-09,128.27,127.66,0.48,0,
U100105,P-IoT,4G_retain,华北,T1,26-35,2026-10,122.28,125.69,-2.71,0,
U100105,P-IoT,4G_retain,华北,T2,26-35,2026-11,119.75,120.93,-0.98,0,
U100105,P-IoT,4G_retain,东北,T1,18-25,2026-12,129.32,126.69,2.08,0,
U100106,P-5G-99,enterprise,华南,T3,18-25,2026-01,78.99,79.04,-0.06,0,
U100106,P-5G-99,enterprise,华东,T2,26-35,2026-02,79.44,82.5,-3.7,0,
U100106,P-5G-99,enterprise,华北,T2,26-35,2026-03,78.78,80.15,-1.7,0,
U100106,P-5G-99,enterprise,华北,T2,18-25,2026-04,81.92,79.88,2.56,0,
U100106,P-5G-99,enterprise,华南,T1,18-25,2026-05,77.44,80.99,-4.38,0,
U100106,P-5G-99,enterprise,华北,T1,46-60,2026-06,80.09,80.94,-1.05,0,
U100106,P-5G-99,enterprise,华北,T1,26-35,2026-07,78.12,76.39,2.27,0,
U100106,P-5G-99,enterprise,华南,T1,36-45,2026-08,79.86,82.87,-3.63,0,
U100106,P-5G-99,enterprise,华北,T2,26-35,2026-09,77.23,74.46,3.72,0,
U100106,P-5G-99,enterprise,华东,T3,18-25,2026-10,82.42,84.85,-2.86,0,
U100106,P-5G-99,enterprise,华东,T4,18-25,2026-11,77.01,74.6,3.23,0,
U100106,P-5G-99,enterprise,东北,T1,60+,2026-12,75.53,77.12,-2.06,0,
U100107,P-4G-59,4G_retain,西南,T3,18-25,2026-01,63.38,61.72,2.69,0,
U100107,P-4G-59,4G_retain,东北,T2,26-35,2026-02,61.86,58.78,5.24,0,
U100107,P-4G-59,4G_retain,东北,T3,26-35,2026-03,59.71,59.72,-0.02,0,
U100107,P-4G-59,4G_retain,华中,T2,46-60,2026-04,59.07,59.6,-0.9,0,
U100107,P-4G-59,4G_retain,华南,T4,46-60,2026-05,60.38,57.45,5.1,0,
U100107,P-4G-59,4G_retain,华中,T3,18-25,2026-06,61.08,59.54,2.59,0,
U100107,P-4G-59,4G_retain,东北,T1,26-35,2026-07,63.15,62.46,1.11,0,
U100107,P-4G-59,4G_retain,东北,T2,60+,2026-08,60.97,63.7,-4.28,0,
U100107,P-4G-59,4G_retain,西南,T4,60+,2026-09,63.76,64.55,-1.22,0,
U100107,P-4G-59,4G_retain,华北,T2,60+,2026-10,63.08,61.02,3.38,0,
U100107,P-4G-59,4G_retain,华南,T2,36-45,2026-11,60.48,59.19,2.17,0,
U100107,P-4G-59,4G_retain,华北,T1,36-45,2026-12,58.92,60.95,-3.32,0,
U100108,P-4G-99,5G_legacy_migration,华南,T3,46-60,2026-01,82.63,84.59,-2.32,0,2026-07-15
U100108,P-4G-99,5G_legacy_migration,西南,T1,26-35,2026-02,87.89,86.55,1.54,0,2026-07-15
U100108,P-4G-99,5G_legacy_migration,华中,T4,18-25,2026-03,80.73,80.88,-0.18,0,2026-07-15
U100108,P-4G-99,5G_legacy_migration,华东,T2,46-60,2026-04,83.25,84.8,-1.83,0,2026-07-15
U100108,P-4G-99,5G_legacy_migration,华北,T4,60+,2026-05,86.5,90.17,-4.07,0,2026-07-15
U100108,P-4G-99,5G_legacy_migration,华北,T4,26-35,2026-06,84.24,81.29,3.63,0,2026-07-15
U100108,P-4G-99,5G_legacy_migration,西南,T2,36-45,2026-07,80.49,83.99,-4.17,0,2026-07-15
U100108,P-4G-99,5G_legacy_migration,华东,T2,18-25,2026-08,67.62,70.65,-4.29,0,2026-07-15
U100108,P-4G-99,5G_legacy_migration,华北,T2,36-45,2026-09,59.03,58.02,1.74,0,2026-07-15
U100108,P-4G-99,5G_legacy_migration,西南,T1,60+,2026-10,65.23,62.06,5.1,0,2026-07-15
U100108,P-4G-99,5G_legacy_migration,华中,T2,46-60,2026-11,59.11,57.27,3.22,0,2026-07-15
U100108,P-4G-99,5G_legacy_migration,华南,T2,46-60,2026-12,67.06,64.33,4.23,0,2026-07-15
U100109,P-IoT,young_user,西南,T2,26-35,2026-01,78.72,76.31,3.16,0,
U100109,P-IoT,young_user,西南,T2,18-25,2026-02,78.19,74.42,5.07,0,
U100109,P-IoT,young_user,华东,T3,26-35,2026-03,73.58,77.11,-4.58,1,
U100109,P-IoT,young_user,东北,T3,46-60,2026-04,73.73,71.53,3.08,0,
U100109,P-IoT,young_user,华中,T3,36-45,2026-05,77.75,79.01,-1.59,0,
U100109,P-IoT,young_user,华中,T4,46-60,2026-06,72.74,74.62,-2.51,0,
U100109,P-IoT,young_user,华东,T2,26-35,2026-07,78.77,81.39,-3.21,0,
U100109,P-IoT,young_user,华南,T3,36-45,2026-08,76.9,78.09,-1.53,0,
U100109,P-IoT,young_user,东北,T1,46-60,2026-09,78.75,77.92,1.07,0,
U100109,P-IoT,young_user,东北,T2,36-45,2026-10,73.45,74.63,-1.59,0,
U100109,P-IoT,young_user,华南,T1,60+,2026-11,77.52,76.3,1.6,0,
U100109,P-IoT,young_user,华中,T1,60+,2026-12,72.86,74.56,-2.29,0,
U100110,P-4G-59,enterprise,华中,T2,26-35,2026-01,143.32,144.74,-0.98,0,
U100110,P-4G-59,enterprise,西南,T1,46-60,2026-02,138.33,141.93,-2.54,0,
U100110,P-4G-59,enterprise,华南,T4,46-60,2026-03,150.7,149.43,0.85,0,
U100110,P-4G-59,enterprise,东北,T4,36-45,2026-04,137.76,133.36,3.29,0,
U100110,P-4G-59,enterprise,华中,T1,46-60,2026-05,147.61,146.91,0.47,0,
U100110,P-4G-59,enterprise,华南,T1,36-45,2026-06,138.0,134.29,2.77,0,
U100110,P-4G-59,enterprise,东北,T1,36-45,2026-07,139.81,135.15,3.45,0,
U100110,P-4G-59,enterprise,华南,T4,46-60,2026-08,150.78,158.01,-4.58,0,
U100110,P-4G-59,enterprise,西南,T3,36-45,2026-09,141.27,139.5,1.27,0,
U100110,P-4G-59,enterprise,西南,T2,26-35,2026-10,142.62,136.32,4.63,0,
U100110,P-4G-59,enterprise,华东,T1,60+,2026-11,143.68,149.58,-3.94,0,
U100110,P-4G-59,enterprise,华东,T1,36-45,2026-12,145.13,150.92,-3.84,0,
U100111,P-4G-59,4G_retain,华中,T1,18-25,2026-01,130.97,133.66,-2.01,0,
U100111,P-4G-59,4G_retain,西南,T2,36-45,2026-02,139.98,144.59,-3.19,0,
U100111,P-4G-59,4G_retain,华北,T2,36-45,2026-03,127.19,131.23,-3.08,0,
U100111,P-4G-59,4G_retain,华北,T3,18-25,2026-04,132.79,139.07,-4.52,0,
U100111,P-4G-59,4G_retain,华南,T2,18-25,2026-05,135.45,136.18,-0.54,0,
U100111,P-4G-59,4G_retain,东北,T2,18-25,2026-06,128.51,133.33,-3.62,0,
U100111,P-4G-59,4G_retain,华东,T1,36-45,2026-07,129.56,127.14,1.9,0,
U100111,P-4G-59,4G_retain,华中,T1,36-45,2026-08,131.35,127.53,3.0,0,
U100111,P-4G-59,4G_retain,华南,T3,26-35,2026-09,127.23,125.22,1.61,0,
U100111,P-4G-59,4G_retain,华北,T2,18-25,2026-10,127.79,131.7,-2.97,0,
U100111,P-4G-59,4G_retain,东北,T4,60+,2026-11,138.18,144.53,-4.39,0,
U100111,P-4G-59,4G_retain,华北,T1,46-60,2026-12,136.02,129.37,5.14,0,
U100112,P-4G-59,5G_legacy_migration,华南,T3,46-60,2026-01,49.87,50.76,-1.75,0,2026-08-15
U100112,P-4G-59,5G_legacy_migration,华东,T1,60+,2026-02,52.06,51.59,0.89,0,2026-08-15
U100112,P-4G-59,5G_legacy_migration,华中,T1,18-25,2026-03,50.86,50.66,0.39,0,2026-08-15
U100112,P-4G-59,5G_legacy_migration,东北,T3,36-45,2026-04,51.17,48.62,5.24,0,2026-08-15
U100112,P-4G-59,5G_legacy_migration,华中,T4,60+,2026-05,49.1,48.38,1.5,0,2026-08-15
U100112,P-4G-59,5G_legacy_migration,华北,T1,26-35,2026-06,51.45,50.7,1.48,0,2026-08-15
U100112,P-4G-59,5G_legacy_migration,西南,T2,18-25,2026-07,50.09,48.71,2.84,0,2026-08-15
U100112,P-4G-59,5G_legacy_migration,西南,T3,26-35,2026-08,49.58,47.58,4.2,0,2026-08-15
U100112,P-4G-59,5G_legacy_migration,华东,T1,60+,2026-09,33.29,32.74,1.69,0,2026-08-15
U100112,P-4G-59,5G_legacy_migration,华东,T1,46-60,2026-10,40.33,42.19,-4.41,0,2026-08-15
U100112,P-4G-59,5G_legacy_migration,华北,T4,36-45,2026-11,39.06,38.77,0.74,0,2026-08-15
U100112,P-4G-59,5G_legacy_migration,华北,T1,46-60,2026-12,38.22,38.89,-1.73,0,2026-08-15
U100113,P-IoT,enterprise,西南,T3,60+,2026-01,129.63,124.06,4.48,0,
U100113,P-IoT,enterprise,华南,T1,26-35,2026-02,128.47,122.93,4.51,0,
U100113,P-IoT,enterprise,西南,T4,46-60,2026-03,124.3,123.34,0.78,0,
U100113,P-IoT,enterprise,华中,T4,26-35,2026-04,127.89,128.91,-0.79,0,
U100113,P-IoT,enterprise,华南,T3,46-60,2026-05,122.81,118.16,3.93,0,
U100113,P-IoT,enterprise,华中,T4,18-25,2026-06,128.3,131.05,-2.1,0,
U100113,P-IoT,enterprise,华中,T1,36-45,2026-07,125.17,125.35,-0.15,0,
U100113,P-IoT,enterprise,华东,T4,46-60,2026-08,122.36,120.11,1.87,0,
U100113,P-IoT,enterprise,华南,T2,60+,2026-09,125.79,124.63,0.93,0,
U100113,P-IoT,enterprise,东北,T2,18-25,2026-10,125.11,123.06,1.67,0,
U100113,P-IoT,enterprise,华中,T1,18-25,2026-11,119.07,114.05,4.41,0,
U100113,P-IoT,enterprise,华东,T2,26-35,2026-12,125.06,130.89,-4.45,0,
U100114,P-5G-99,5G_legacy_migration,西南,T4,26-35,2026-01,126.8,129.98,-2.45,0,2026-02-15
U100114,P-5G-99,5G_legacy_migration,华中,T4,60+,2026-02,126.05,129.16,-2.41,0,2026-02-15
U100114,P-5G-99,5G_legacy_migration,华南,T3,26-35,2026-03,91.73,94.47,-2.9,0,2026-02-15
U100114,P-5G-99,5G_legacy_migration,华南,T1,36-45,2026-04,84.95,84.9,0.06,0,2026-02-15
U100114,P-5G-99,5G_legacy_migration,东北,T2,18-25,2026-05,89.58,89.09,0.56,0,2026-02-15
U100114,P-5G-99,5G_legacy_migration,华南,T2,60+,2026-06,88.13,86.2,2.23,0,2026-02-15
U100114,P-5G-99,5G_legacy_migration,西南,T1,26-35,2026-07,85.42,87.88,-2.8,1,2026-02-15
U100114,P-5G-99,5G_legacy_migration,华南,T2,46-60,2026-08,103.03,102.95,0.08,0,2026-02-15
U100114,P-5G-99,5G_legacy_migration,西南,T2,46-60,2026-09,87.84,86.36,1.71,0,2026-02-15
U100114,P-5G-99,5G_legacy_migration,华南,T1,60+,2026-10,99.67,95.55,4.32,0,2026-02-15
U100114,P-5G-99,5G_legacy_migration,华东,T1,46-60,2026-11,92.56,93.87,-1.4,0,2026-02-15
U100114,P-5G-99,5G_legacy_migration,华北,T4,26-35,2026-12,86.94,83.13,4.58,0,2026-02-15
U100115,P-5G-199,enterprise,华北,T2,26-35,2026-01,118.11,122.29,-3.42,0,
U100115,P-5G-199,enterprise,华中,T4,36-45,2026-02,125.7,120.51,4.31,0,
U100115,P-5G-199,enterprise,华南,T1,60+,2026-03,118.1,120.77,-2.21,0,
U100115,P-5G-199,enterprise,华东,T3,26-35,2026-04,119.02,118.93,0.08,0,
U100115,P-5G-199,enterprise,西南,T1,18-25,2026-05,119.84,121.16,-1.09,0,
U100115,P-5G-199,enterprise,东北,T2,36-45,2026-06,122.56,126.8,-3.34,0,
U100115,P-5G-199,enterprise,西南,T4,18-25,2026-07,125.94,124.69,1.01,0,
U100115,P-5G-199,enterprise,西南,T2,26-35,2026-08,121.76,116.44,4.56,1,
U100115,P-5G-199,enterprise,东北,T2,26-35,2026-09,124.66,125.17,-0.4,0,
U100115,P-5G-199,enterprise,华中,T2,26-35,2026-10,117.39,120.1,-2.26,0,
U100115,P-5G-199,enterprise,华北,T1,26-35,2026-11,119.25,114.11,4.51,0,
U100115,P-5G-199,enterprise,西南,T4,18-25,2026-12,124.79,126.47,-1.33,0,
U100116,P-青年,5G_legacy_migration,东北,T4,18-25,2026-01,125.26,122.08,2.6,0,2026-05-15
U100116,P-青年,5G_legacy_migration,华中,T1,46-60,2026-02,121.47,118.87,2.19,0,2026-05-15
U100116,P-青年,5G_legacy_migration,华北,T4,36-45,2026-03,122.22,120.7,1.26,0,2026-05-15
U100116,P-青年,5G_legacy_migration,华东,T1,46-60,2026-04,118.5,122.61,-3.36,0,2026-05-15
U100116,P-青年,5G_legacy_migration,东北,T1,18-25,2026-05,127.82,128.59,-0.6,0,2026-05-15
U100116,P-青年,5G_legacy_migration,华南,T1,36-45,2026-06,84.08,83.6,0.57,0,2026-05-15
U100116,P-青年,5G_legacy_migration,华东,T1,60+,2026-07,85.53,86.0,-0.55,0,2026-05-15
U100116,P-青年,5G_legacy_migration,华中,T1,36-45,2026-08,89.9,90.89,-1.09,0,2026-05-15
U100116,P-青年,5G_legacy_migration,华东,T4,46-60,2026-09,81.43,79.65,2.24,0,2026-05-15
U100116,P-青年,5G_legacy_migration,华北,T2,18-25,2026-10,93.81,93.85,-0.04,0,2026-05-15
U100116,P-青年,5G_legacy_migration,华北,T4,18-25,2026-11,83.65,86.48,-3.27,0,2026-05-15
U100116,P-青年,5G_legacy_migration,华中,T1,46-60,2026-12,87.27,83.05,5.07,0,2026-05-15
U100117,P-5G-99,young_user,华南,T4,18-25,2026-01,62.82,60.91,3.13,0,
U100117,P-5G-99,young_user,华东,T1,60+,2026-02,59.41,57.42,3.46,0,
U100117,P-5G-99,young_user,华北,T4,26-35,2026-03,58.05,59.36,-2.2,0,
U100117,P-5G-99,young_user,华东,T4,26-35,2026-04,58.27,60.95,-4.4,0,
U100117,P-5G-99,young_user,东北,T3,36-45,2026-05,59.93,60.61,-1.11,0,
U100117,P-5G-99,young_user,华南,T4,36-45,2026-06,58.6,55.69,5.24,0,
U100117,P-5G-99,young_user,华东,T4,36-45,2026-07,58.05,59.26,-2.05,0,
U100117,P-5G-99,young_user,华南,T3,60+,2026-08,58.84,61.13,-3.74,0,
U100117,P-5G-99,young_user,华南,T4,18-25,2026-09,59.81,59.73,0.13,0,
U100117,P-5G-99,young_user,华南,T3,26-35,2026-10,61.52,62.93,-2.24,0,
U100117,P-5G-99,young_user,西南,T3,36-45,2026-11,62.01,60.95,1.75,0,
U100117,P-5G-99,young_user,西南,T3,36-45,2026-12,62.09,63.98,-2.95,0,
U100118,P-5G-99,5G_legacy_migration,华南,T4,18-25,2026-01,117.96,116.75,1.04,0,2026-03-15
U100118,P-5G-99,5G_legacy_migration,东北,T3,36-45,2026-02,121.92,119.17,2.31,0,2026-03-15
U100118,P-5G-99,5G_legacy_migration,西南,T1,60+,2026-03,122.04,119.36,2.24,0,2026-03-15
U100118,P-5G-99,5G_legacy_migration,华东,T3,36-45,2026-04,85.44,86.26,-0.95,0,2026-03-15
U100118,P-5G-99,5G_legacy_migration,华南,T1,46-60,2026-05,82.14,80.72,1.76,0,2026-03-15
U100118,P-5G-99,5G_legacy_migration,华南,T1,46-60,2026-06,85.09,89.05,-4.45,0,2026-03-15
U100118,P-5G-99,5G_legacy_migration,西南,T2,26-35,2026-07,82.3,83.3,-1.2,0,2026-03-15
U100118,P-5G-99,5G_legacy_migration,华北,T3,18-25,2026-08,83.64,87.33,-4.23,0,2026-03-15
U100118,P-5G-99,5G_legacy_migration,华东,T3,18-25,2026-09,79.45,81.78,-2.85,0,2026-03-15
U100118,P-5G-99,5G_legacy_migration,东北,T3,60+,2026-10,77.29,73.82,4.7,0,2026-03-15
U100118,P-5G-99,5G_legacy_migration,华南,T4,36-45,2026-11,90.86,94.78,-4.14,0,2026-03-15
U100118,P-5G-99,5G_legacy_migration,华北,T4,26-35,2026-12,89.21,87.25,2.24,0,2026-03-15
U100119,P-4G-59,5G_legacy_migration,华南,T4,36-45,2026-01,87.31,88.5,-1.34,0,2026-07-15
U100119,P-4G-59,5G_legacy_migration,华北,T2,26-35,2026-02,85.6,88.54,-3.32,0,2026-07-15
U100119,P-4G-59,5G_legacy_migration,华南,T1,26-35,2026-03,90.75,93.36,-2.8,0,2026-07-15
U100119,P-4G-59,5G_legacy_migration,东北,T3,60+,2026-04,87.06,87.53,-0.53,0,2026-07-15
U100119,P-4G-59,5G_legacy_migration,西南,T1,36-45,2026-05,85.66,88.17,-2.84,0,2026-07-15
U100119,P-4G-59,5G_legacy_migration,华东,T2,36-45,2026-06,88.92,88.64,0.31,0,2026-07-15
U100119,P-4G-59,5G_legacy_migration,东北,T4,60+,2026-07,91.99,93.52,-1.64,0,2026-07-15
U100119,P-4G-59,5G_legacy_migration,华东,T2,46-60,2026-08,69.27,66.14,4.75,0,2026-07-15
U100119,P-4G-59,5G_legacy_migration,华北,T1,60+,2026-09,60.14,58.66,2.52,0,2026-07-15
U100119,P-4G-59,5G_legacy_migration,华南,T3,18-25,2026-10,62.38,60.86,2.49,1,2026-07-15
U100119,P-4G-59,5G_legacy_migration,华中,T1,18-25,2026-11,67.89,70.2,-3.28,0,2026-07-15
U100119,P-4G-59,5G_legacy_migration,华北,T4,46-60,2026-12,61.47,60.25,2.01,0,2026-07-15
U100120,P-青年,4G_retain,华北,T1,36-45,2026-01,113.91,114.39,-0.42,0,
U100120,P-青年,4G_retain,东北,T4,60+,2026-02,113.58,118.17,-3.89,0,
U100120,P-青年,4G_retain,华北,T4,46-60,2026-03,116.05,119.31,-2.73,0,
U100120,P-青年,4G_retain,华北,T2,36-45,2026-04,115.83,114.76,0.93,0,
U100120,P-青年,4G_retain,华北,T4,18-25,2026-05,113.49,113.83,-0.3,0,
U100120,P-青年,4G_retain,华南,T3,46-60,2026-06,116.37,120.64,-3.54,0,
U100120,P-青年,4G_retain,华中,T1,36-45,2026-07,110.02,111.71,-1.51,0,
U100120,P-青年,4G_retain,华东,T2,36-45,2026-08,109.95,115.11,-4.48,0,
U100120,P-青年,4G_retain,华中,T1,18-25,2026-09,116.78,113.18,3.18,0,
U100120,P-青年,4G_retain,华北,T3,18-25,2026-10,117.66,118.14,-0.41,0,
U100120,P-青年,4G_retain,西南,T4,60+,2026-11,109.63,104.63,4.77,0,
U100120,P-青年,4G_retain,华东,T4,18-25,2026-12,109.42,109.98,-0.51,0,
U100121,P-5G-99,4G_retain,东北,T3,60+,2026-01,74.71,71.91,3.9,0,
U100121,P-5G-99,4G_retain,东北,T4,18-25,2026-02,68.92,71.06,-3.0,0,
U100121,P-5G-99,4G_retain,华南,T2,36-45,2026-03,73.8,76.71,-3.79,0,
U100121,P-5G-99,4G_retain,西南,T4,36-45,2026-04,72.03,72.18,-0.21,0,
U100121,P-5G-99,4G_retain,华中,T4,46-60,2026-05,71.47,74.62,-4.22,0,
U100121,P-5G-99,4G_retain,华东,T2,46-60,2026-06,71.2,68.57,3.84,0,
U100121,P-5G-99,4G_retain,东北,T4,18-25,2026-07,69.06,65.72,5.09,0,
U100121,P-5G-99,4G_retain,华中,T1,60+,2026-08,69.45,66.48,4.47,0,
U100121,P-5G-99,4G_retain,华东,T2,18-25,2026-09,74.61,74.77,-0.21,0,
U100121,P-5G-99,4G_retain,华北,T1,46-60,2026-10,73.53,76.77,-4.23,0,
U100121,P-5G-99,4G_retain,华东,T3,46-60,2026-11,73.57,73.87,-0.41,0,
U100121,P-5G-99,4G_retain,西南,T2,18-25,2026-12,72.28,75.81,-4.65,0,
U100122,P-4G-99,young_user,西南,T2,36-45,2026-01,135.75,131.65,3.11,0,
U100122,P-4G-99,young_user,华北,T2,36-45,2026-02,132.09,138.42,-4.58,0,
U100122,P-4G-99,young_user,华中,T2,18-25,2026-03,127.72,123.6,3.33,0,
U100122,P-4G-99,young_user,华中,T4,18-25,2026-04,130.21,134.06,-2.88,0,
U100122,P-4G-99,young_user,西南,T2,36-45,2026-05,130.97,125.0,4.77,0,
U100122,P-4G-99,young_user,华南,T1,26-35,2026-06,129.78,133.16,-2.54,0,
U100122,P-4G-99,young_user,东北,T4,60+,2026-07,134.91,141.65,-4.76,0,
U100122,P-4G-99,young_user,东北,T4,46-60,2026-08,137.8,140.87,-2.18,0,
U100122,P-4G-99,young_user,东北,T4,26-35,2026-09,127.08,124.61,1.98,0,
U100122,P-4G-99,young_user,华东,T4,26-35,2026-10,128.72,124.31,3.54,0,
U100122,P-4G-99,young_user,西南,T3,26-35,2026-11,136.45,131.03,4.14,0,
U100122,P-4G-99,young_user,东北,T3,36-45,2026-12,130.01,136.27,-4.59,0,
U100123,P-4G-59,young_user,华北,T1,36-45,2026-01,107.2,112.83,-4.99,0,
U100123,P-4G-59,young_user,西南,T1,26-35,2026-02,117.38,118.74,-1.14,0,
U100123,P-4G-59,young_user,华北,T1,18-25,2026-03,118.47,112.74,5.08,0,
U100123,P-4G-59,young_user,西南,T3,46-60,2026-04,118.23,114.67,3.1,0,
U100123,P-4G-59,young_user,华东,T2,26-35,2026-05,113.09,114.55,-1.27,1,
U100123,P-4G-59,young_user,华中,T3,36-45,2026-06,114.05,108.45,5.17,0,
U100123,P-4G-59,young_user,华南,T3,46-60,2026-07,111.51,113.29,-1.57,0,
U100123,P-4G-59,young_user,华中,T4,46-60,2026-08,114.92,110.51,3.98,0,
U100123,P-4G-59,young_user,华北,T3,36-45,2026-09,116.28,119.95,-3.05,0,
U100123,P-4G-59,young_user,华北,T1,18-25,2026-10,107.31,102.45,4.74,0,
U100123,P-4G-59,young_user,华东,T4,36-45,2026-11,110.9,113.23,-2.05,0,
U100123,P-4G-59,young_user,华中,T4,26-35,2026-12,107.98,108.28,-0.28,0,
U100124,P-IoT,4G_retain,华中,T4,26-35,2026-01,129.86,126.83,2.39,0,
U100124,P-IoT,4G_retain,华中,T4,26-35,2026-02,127.26,126.45,0.64,0,
U100124,P-IoT,4G_retain,西南,T1,18-25,2026-03,132.82,133.78,-0.72,0,
U100124,P-IoT,4G_retain,东北,T4,18-25,2026-04,126.77,129.42,-2.05,0,
U100124,P-IoT,4G_retain,西南,T3,36-45,2026-05,125.06,120.06,4.17,0,
U100124,P-IoT,4G_retain,华东,T2,46-60,2026-06,127.58,132.79,-3.92,0,
U100124,P-IoT,4G_retain,华南,T1,18-25,2026-07,123.79,120.64,2.62,0,
U100124,P-IoT,4G_retain,华中,T4,60+,2026-08,122.48,123.61,-0.92,0,
U100124,P-IoT,4G_retain,西南,T2,18-25,2026-09,126.18,127.71,-1.19,0,
U100124,P-IoT,4G_retain,华南,T1,36-45,2026-10,129.82,133.42,-2.7,0,
U100124,P-IoT,4G_retain,华北,T4,46-60,2026-11,127.63,125.89,1.38,0,
U100124,P-IoT,4G_retain,西南,T2,18-25,2026-12,132.82,133.02,-0.15,0,
U100125,P-青年,5G_legacy_migration,华北,T4,18-25,2026-01,73.62,70.97,3.73,0,2026-05-15
U100125,P-青年,5G_legacy_migration,西南,T4,36-45,2026-02,70.65,68.28,3.48,0,2026-05-15
U100125,P-青年,5G_legacy_migration,华中,T4,26-35,2026-03,70.71,68.13,3.78,0,2026-05-15
U100125,P-青年,5G_legacy_migration,华东,T2,46-60,2026-04,71.28,73.98,-3.64,0,2026-05-15
U100125,P-青年,5G_legacy_migration,华中,T2,46-60,2026-05,69.45,72.1,-3.68,0,2026-05-15
U100125,P-青年,5G_legacy_migration,华南,T1,36-45,2026-06,46.17,44.83,2.98,1,2026-05-15
U100125,P-青年,5G_legacy_migration,华中,T2,26-35,2026-07,52.31,52.27,0.09,0,2026-05-15
U100125,P-青年,5G_legacy_migration,西南,T2,46-60,2026-08,52.02,51.38,1.24,0,2026-05-15
U100125,P-青年,5G_legacy_migration,华东,T4,36-45,2026-09,47.54,47.05,1.04,0,2026-05-15
U100125,P-青年,5G_legacy_migration,华北,T3,60+,2026-10,48.76,47.25,3.21,0,2026-05-15
U100125,P-青年,5G_legacy_migration,东北,T4,36-45,2026-11,49.56,51.98,-4.67,0,2026-05-15
