store_id,store_name,region,city,format,month,weekday_sales,weekend_sales,total_sales,gross_margin,headcount
S2069,门店-0069,西南,深圳,标准店,2025-09,250.66,262.41,513.07,0.2292,12
S2069,门店-0069,西南,南京,标准店,2025-10,136.29,181.86,318.16,0.2282,9
S2069,门店-0069,西南,南京,标准店,2025-11,122.26,110.55,232.8,0.2158,9
S2069,门店-0069,西南,南京,标准店,2025-12,268.34,296.18,564.52,0.1925,9
S2070,门店-0070,华南,重庆,旗舰店,2026-01,250.43,218.22,468.65,0.2059,15
S2070,门店-0070,华南,北京,旗舰店,2026-02,295.08,304.6,599.68,0.1949,14
S2070,门店-0070,华南,上海,旗舰店,2026-03,315.73,486.59,802.32,0.2774,12
S2070,门店-0070,华南,武汉,旗舰店,2026-04,304.71,343.23,647.93,0.2958,10
S2070,门店-0070,华南,成都,旗舰店,2025-05,201.43,181.64,383.07,0.2931,5
S2070,门店-0070,华南,南京,旗舰店,2025-06,213.67,308.7,522.37,0.3166,8
S2070,门店-0070,华南,成都,旗舰店,2025-07,79.53,111.3,190.83,0.2645,11
S2070,门店-0070,华南,南京,旗舰店,2025-08,236.22,265.65,501.87,0.2469,4
S2070,门店-0070,华南,武汉,旗舰店,2025-09,288.21,441.75,729.96,0.2563,13
S2070,门店-0070,华南,成都,旗舰店,2025-10,110.24,95.97,206.21,0.2022,6
S2070,门店-0070,华南,杭州,旗舰店,2025-11,341.01,414.73,755.74,0.265,12
S2070,门店-0070,华南,北京,旗舰店,2025-12,144.04,169.81,313.85,0.2756,7
S2071,门店-0071,西南,南京,无人店,2026-01,260.46,213.6,474.06,0.2045,3
S2071,门店-0071,西南,南京,无人店,2026-02,231.32,330.55,561.88,0.1841,14
S2071,门店-0071,西南,深圳,无人店,2026-03,214.61,213.02,427.63,0.2387,9
S2071,门店-0071,西南,上海,无人店,2026-04,193.42,302.72,496.14,0.2021,14
S2071,门店-0071,西南,南京,无人店,2025-05,66.33,64.21,130.54,0.1926,7
S2071,门店-0071,西南,上海,无人店,2025-06,135.97,113.48,249.46,0.2133,5
S2071,门店-0071,西南,深圳,无人店,2025-07,208.61,284.11,492.73,0.2315,6
S2071,门店-0071,西南,武汉,无人店,2025-08,97.56,140.93,238.49,0.2462,9
S2071,门店-0071,西南,成都,无人店,2025-09,219.92,198.39,418.32,0.2399,14
S2071,门店-0071,西南,北京,无人店,2025-10,114.6,113.37,227.98,0.1912,15
S2071,门店-0071,西南,深圳,无人店,2025-11,87.73,87.72,175.45,0.1922,9
S2071,门店-0071,西南,西安,无人店,2025-12,89.74,120.18,209.92,0.1849,10
S2072,门店-0072,华中,上海,无人店,2026-01,158.5,191.97,350.46,0.1922,7
S2072,门店-0072,华中,成都,无人店,2026-02,229.72,209.96,439.68,0.1968,4
S2072,门店-0072,华中,西安,无人店,2026-03,97.19,90.77,187.96,0.2182,7
S2072,门店-0072,华中,北京,无人店,2026-04,215.28,261.0,476.29,0.2564,14
S2072,门店-0072,华中,成都,无人店,2025-05,267.25,225.47,492.72,0.3105,6
S2072,门店-0072,华中,重庆,无人店,2025-06,50.18,59.67,109.85,0.3114,15
S2072,门店-0072,华中,上海,无人店,2025-07,127.9,118.19,246.09,0.2621,13
S2072,门店-0072,华中,上海,无人店,2025-08,171.58,159.23,330.81,0.2687,13
S2072,门店-0072,华中,杭州,无人店,2025-09,77.25,92.88,170.14,0.1941,15
S2072,门店-0072,华中,深圳,无人店,2025-10,262.47,243.18,505.65,0.1834,6
S2072,门店-0072,华中,广州,无人店,2025-11,165.07,231.12,396.19,0.2937,4
S2072,门店-0072,华中,深圳,无人店,2025-12,81.15,121.8,202.96,0.2536,9
S2073,门店-0073,华南,重庆,无人店,2026-01,353.45,463.67,817.12,0.24,5
S2073,门店-0073,华南,北京,无人店,2026-02,75.27,116.33,191.61,0.3065,13
S2073,门店-0073,华南,成都,无人店,2026-03,105.68,129.46,235.15,0.2265,5
S2073,门店-0073,华南,重庆,无人店,2026-04,97.32,151.25,248.56,0.3316,6
S2073,门店-0073,华南,广州,无人店,2025-05,322.4,442.98,765.38,0.2307,11
S2073,门店-0073,华南,杭州,无人店,2025-06,185.18,163.09,348.27,0.2112,3
S2073,门店-0073,华南,南京,无人店,2025-07,285.55,362.97,648.52,0.2949,10
S2073,门店-0073,华南,成都,无人店,2025-08,159.72,177.64,337.36,0.2743,5
S2073,门店-0073,华南,深圳,无人店,2025-09,180.63,283.73,464.36,0.2256,3
S2073,门店-0073,华南,上海,无人店,2025-10,353.38,541.97,895.35,0.2593,7
S2073,门店-0073,华南,成都,无人店,2025-11,246.47,281.28,527.75,0.2548,15
S2073,门店-0073,华南,武汉,无人店,2025-12,177.19,183.7,360.89,0.227,9
S2074,门店-0074,东北,南京,标准店,2026-01,56.38,60.3,116.68,0.2727,6
S2074,门店-0074,东北,成都,标准店,2026-02,202.65,309.73,512.38,0.2022,15
S2074,门店-0074,东北,武汉,标准店,2026-03,265.3,295.83,561.14,0.2045,3
S2074,门店-0074,东北,北京,标准店,2026-04,249.84,266.91,516.76,0.2135,7
S2074,门店-0074,东北,北京,标准店,2025-05,62.64,71.27,133.91,0.2641,4
S2074,门店-0074,东北,南京,标准店,2025-06,259.87,310.88,570.75,0.2875,15
S2074,门店-0074,东北,杭州,标准店,2025-07,243.61,270.99,514.6,0.2594,6
S2074,门店-0074,东北,深圳,标准店,2025-08,215.43,327.52,542.95,0.2099,12
S2074,门店-0074,东北,南京,标准店,2025-09,206.23,323.6,529.83,0.2654,7
S2074,门店-0074,东北,上海,标准店,2025-10,162.23,138.9,301.14,0.2473,12
S2074,门店-0074,东北,上海,标准店,2025-11,91.85,135.74,227.59,0.2582,13
S2074,门店-0074,东北,重庆,标准店,2025-12,107.02,115.81,222.83,0.2037,7
S2075,门店-0075,华中,上海,标准店,2026-01,207.31,314.06,521.37,0.2787,15
S2075,门店-0075,华中,上海,标准店,2026-02,153.94,165.34,319.28,0.2902,10
S2075,门店-0075,华中,北京,标准店,2026-03,181.97,271.25,453.22,0.2367,14
S2075,门店-0075,华中,深圳,标准店,2026-04,163.23,206.24,369.47,0.2426,14
S2075,门店-0075,华中,广州,标准店,2025-05,234.0,243.13,477.13,0.215,10
S2075,门店-0075,华中,成都,标准店,2025-06,62.01,89.5,151.51,0.1951,5
S2075,门店-0075,华中,南京,标准店,2025-07,193.83,255.5,449.33,0.1871,10
S2075,门店-0075,华中,重庆,标准店,2025-08,101.7,150.37,252.08,0.3102,11
S2075,门店-0075,华中,西安,标准店,2025-09,214.39,277.58,491.97,0.1968,5
S2075,门店-0075,华中,重庆,标准店,2025-10,186.96,174.69,361.66,0.1961,8
S2075,门店-0075,华中,广州,标准店,2025-11,245.14,269.95,515.09,0.2624,14
S2075,门店-0075,华中,杭州,标准店,2025-12,225.3,219.62,444.91,0.3012,9
S2076,门店-0076,华中,南京,旗舰店,2026-01,76.5,68.39,144.88,0.2194,10
S2076,门店-0076,华中,南京,旗舰店,2026-02,74.47,66.0,140.46,0.227,7
S2076,门店-0076,华中,北京,旗舰店,2026-03,95.15,145.42,240.57,0.2774,9
S2076,门店-0076,华中,杭州,旗舰店,2026-04,101.11,138.62,239.73,0.1844,5
S2076,门店-0076,华中,上海,旗舰店,2025-05,166.59,232.02,398.61,0.3148,13
S2076,门店-0076,华中,南京,旗舰店,2025-06,194.14,260.95,455.09,0.3032,13
S2076,门店-0076,华中,武汉,旗舰店,2025-07,267.18,292.15,559.32,0.2147,8
S2076,门店-0076,华中,杭州,旗舰店,2025-08,233.14,295.17,528.31,0.2525,11
S2076,门店-0076,华中,武汉,旗舰店,2025-09,141.8,113.53,255.33,0.2429,3
S2076,门店-0076,华中,西安,旗舰店,2025-10,64.02,71.08,135.1,0.1817,9
S2076,门店-0076,华中,深圳,旗舰店,2025-11,239.41,208.67,448.08,0.224,12
S2076,门店-0076,华中,南京,旗舰店,2025-12,126.35,174.58,300.94,0.2328,3
S2077,门店-0077,华东,广州,无人店,2026-01,318.49,279.42,597.91,0.1938,14
S2077,门店-0077,华东,武汉,无人店,2026-02,265.69,410.06,675.75,0.3308,10
S2077,门店-0077,华东,广州,无人店,2026-03,179.84,229.64,409.48,0.2094,8
S2077,门店-0077,华东,南京,无人店,2026-04,133.91,193.64,327.56,0.2393,5
S2077,门店-0077,华东,南京,无人店,2025-05,63.94,55.91,119.85,0.2702,9
S2077,门店-0077,华东,成都,无人店,2025-06,158.27,157.64,315.91,0.2732,15
S2077,门店-0077,华东,杭州,无人店,2025-07,64.78,67.07,131.85,0.3086,12
S2077,门店-0077,华东,成都,无人店,2025-08,264.65,341.79,606.44,0.2339,12
S2077,门店-0077,华东,南京,无人店,2025-09,96.26,142.83,239.08,0.1997,7
S2077,门店-0077,华东,深圳,无人店,2025-10,125.33,179.97,305.3,0.2199,6
S2077,门店-0077,华东,武汉,无人店,2025-11,166.98,213.99,380.96,0.2749,4
S2077,门店-0077,华东,西安,无人店,2025-12,213.94,209.36,423.3,0.2104,3
S2078,门店-0078,西南,广州,标准店,2026-01,140.22,113.53,253.75,0.2974,4
S2078,门店-0078,西南,上海,标准店,2026-02,74.38,76.36,150.74,0.3179,4
S2078,门店-0078,西南,西安,标准店,2026-03,51.11,67.67,118.79,0.2627,5
S2078,门店-0078,西南,成都,标准店,2026-04,266.66,275.37,542.03,0.2631,4
S2078,门店-0078,西南,杭州,标准店,2025-05,184.2,230.71,414.92,0.2586,15
S2078,门店-0078,西南,重庆,标准店,2025-06,233.58,294.2,527.79,0.207,3
S2078,门店-0078,西南,成都,标准店,2025-07,215.55,234.42,449.97,0.2577,12
S2078,门店-0078,西南,成都,标准店,2025-08,170.05,179.42,349.47,0.2733,11
S2078,门店-0078,西南,上海,标准店,2025-09,112.46,150.39,262.85,0.2852,13
S2078,门店-0078,西南,广州,标准店,2025-10,125.71,174.32,300.03,0.3134,9
S2078,门店-0078,西南,成都,标准店,2025-11,204.02,219.97,423.98,0.3111,10
S2078,门店-0078,西南,重庆,标准店,2025-12,202.31,288.26,490.56,0.309,10
S2079,门店-0079,东北,北京,无人店,2026-01,65.47,73.12,138.59,0.3182,4
S2079,门店-0079,东北,成都,无人店,2026-02,99.82,155.71,255.53,0.2262,6
S2079,门店-0079,东北,广州,无人店,2026-03,78.89,79.13,158.02,0.3067,3
S2079,门店-0079,东北,上海,无人店,2026-04,185.01,198.66,383.67,0.3075,14
S2079,门店-0079,东北,成都,无人店,2025-05,194.27,224.49,418.75,0.2602,4
S2079,门店-0079,东北,重庆,无人店,2025-06,263.37,273.51,536.88,0.2872,3
S2079,门店-0079,东北,广州,无人店,2025-07,67.54,61.56,129.09,0.2213,8
S2079,门店-0079,东北,西安,无人店,2025-08,150.76,188.79,339.55,0.191,3
S2079,门店-0079,东北,上海,无人店,2025-09,239.55,207.18,446.73,0.2164,3
S2079,门店-0079,东北,杭州,无人店,2025-10,89.0,120.32,209.32,0.2419,8
S2079,门店-0079,东北,广州,无人店,2025-11,73.4,106.8,180.21,0.2135,13
S2079,门店-0079,东北,上海,无人店,2025-12,96.21,152.1,248.31,0.3032,11
S2080,门店-0080,华南,南京,旗舰店,2026-01,270.42,381.35,651.78,0.3239,6
S2080,门店-0080,华南,上海,旗舰店,2026-02,202.07,178.23,380.3,0.2857,9
S2080,门店-0080,华南,重庆,旗舰店,2026-03,280.32,408.37,688.69,0.1948,15
S2080,门店-0080,华南,广州,旗舰店,2026-04,250.65,250.96,501.61,0.3208,13
S2080,门店-0080,华南,上海,旗舰店,2025-05,329.99,466.4,796.38,0.2505,15
S2080,门店-0080,华南,上海,旗舰店,2025-06,307.12,301.8,608.92,0.2186,4
S2080,门店-0080,华南,北京,旗舰店,2025-07,155.78,156.28,312.07,0.2601,10
S2080,门店-0080,华南,重庆,旗舰店,2025-08,277.16,251.13,528.29,0.19,5
S2080,门店-0080,华南,武汉,旗舰店,2025-09,136.38,192.4,328.77,0.241,15
S2080,门店-0080,华南,上海,旗舰店,2025-10,344.0,491.8,835.8,0.2969,14
S2080,门店-0080,华南,北京,旗舰店,2025-11,337.8,322.43,660.23,0.2169,7
S2080,门店-0080,华南,上海,旗舰店,2025-12,293.46,373.18,666.64,0.2499,11
S2081,门店-0081,华北,深圳,标准店,2026-01,137.68,199.19,336.87,0.198,11
S2081,门店-0081,华北,上海,标准店,2026-02,154.7,227.66,382.36,0.2253,6
S2081,门店-0081,华北,北京,标准店,2026-03,137.35,147.93,285.28,0.2963,12
S2081,门店-0081,华北,成都,标准店,2026-04,254.85,288.0,542.85,0.2665,15
S2081,门店-0081,华北,杭州,标准店,2025-05,144.35,148.79,293.14,0.3007,4
S2081,门店-0081,华北,南京,标准店,2025-06,227.95,296.77,524.72,0.217,4
S2081,门店-0081,华北,广州,标准店,2025-07,136.43,156.39,292.83,0.3192,12
S2081,门店-0081,华北,北京,标准店,2025-08,150.65,193.16,343.81,0.2638,4
S2081,门店-0081,华北,广州,标准店,2025-09,235.03,370.65,605.68,0.2594,15
S2081,门店-0081,华北,深圳,标准店,2025-10,101.32,100.08,201.4,0.2532,14
S2081,门店-0081,华北,重庆,标准店,2025-11,82.41,82.38,164.78,0.2379,6
S2081,门店-0081,华北,广州,标准店,2025-12,158.38,241.81,400.19,0.193,6
S2082,门店-0082,西南,广州,便利店,2026-01,195.69,294.07,489.76,0.1946,4
S2082,门店-0082,西南,深圳,便利店,2026-02,135.85,134.24,270.09,0.2867,12
S2082,门店-0082,西南,成都,便利店,2026-03,88.54,80.29,168.83,0.3148,8
S2082,门店-0082,西南,杭州,便利店,2026-04,93.98,103.57,197.55,0.2752,6
S2082,门店-0082,西南,成都,便利店,2025-05,77.98,93.17,171.15,0.2074,11
S2082,门店-0082,西南,北京,便利店,2025-06,59.94,91.54,151.48,0.2945,11
S2082,门店-0082,西南,南京,便利店,2025-07,261.93,310.62,572.55,0.2202,5
S2082,门店-0082,西南,深圳,便利店,2025-08,218.39,247.23,465.62,0.2619,9
S2082,门店-0082,西南,杭州,便利店,2025-09,157.0,207.65,364.65,0.1837,11
S2082,门店-0082,西南,杭州,便利店,2025-10,147.92,227.21,375.14,0.1898,3
S2082,门店-0082,西南,杭州,便利店,2025-11,223.17,233.6,456.77,0.2699,5
S2082,门店-0082,西南,广州,便利店,2025-12,130.8,118.53,249.33,0.2031,15
S2083,门店-0083,华南,南京,无人店,2026-01,204.76,298.54,503.3,0.288,14
S2083,门店-0083,华南,广州,无人店,2026-02,269.1,391.99,661.09,0.3225,12
S2083,门店-0083,华南,成都,无人店,2026-03,127.52,182.41,309.93,0.2213,10
S2083,门店-0083,华南,上海,无人店,2026-04,148.94,172.38,321.33,0.3287,10
S2083,门店-0083,华南,广州,无人店,2025-05,245.59,323.11,568.7,0.2253,7
S2083,门店-0083,华南,重庆,无人店,2025-06,183.57,266.58,450.15,0.2925,15
S2083,门店-0083,华南,西安,无人店,2025-07,129.1,158.95,288.05,0.3065,15
S2083,门店-0083,华南,北京,无人店,2025-08,119.04,176.38,295.42,0.304,15
S2083,门店-0083,华南,北京,无人店,2025-09,125.11,115.08,240.19,0.3092,9
S2083,门店-0083,华南,广州,无人店,2025-10,191.09,258.55,449.64,0.2524,13
S2083,门店-0083,华南,北京,无人店,2025-11,295.66,370.38,666.04,0.2935,7
S2083,门店-0083,华南,武汉,无人店,2025-12,357.81,371.68,729.5,0.3322,8
S2084,门店-0084,西南,成都,便利店,2026-01,170.74,200.32,371.06,0.2818,5
S2084,门店-0084,西南,武汉,便利店,2026-02,250.9,349.07,599.97,0.2349,3
S2084,门店-0084,西南,上海,便利店,2026-03,202.76,168.13,370.88,0.2217,6
S2084,门店-0084,西南,成都,便利店,2026-04,146.09,154.3,300.38,0.2701,9
S2084,门店-0084,西南,成都,便利店,2025-05,113.71,128.38,242.09,0.285,5
S2084,门店-0084,西南,武汉,便利店,2025-06,50.39,59.13,109.52,0.2834,11
S2084,门店-0084,西南,深圳,便利店,2025-07,132.16,193.52,325.68,0.2815,15
S2084,门店-0084,西南,广州,便利店,2025-08,84.21,93.52,177.73,0.2436,13
S2084,门店-0084,西南,杭州,便利店,2025-09,267.61,274.89,542.5,0.3075,10
S2084,门店-0084,西南,南京,便利店,2025-10,216.62,180.41,397.03,0.2295,12
S2084,门店-0084,西南,南京,便利店,2025-11,156.53,232.91,389.43,0.2682,4
S2084,门店-0084,西南,广州,便利店,2025-12,170.04,199.79,369.83,0.2727,3
S2085,门店-0085,东北,南京,便利店,2026-01,127.02,140.64,267.66,0.2726,8
S2085,门店-0085,东北,深圳,便利店,2026-02,240.99,235.25,476.24,0.282,14
S2085,门店-0085,东北,南京,便利店,2026-03,167.2,244.5,411.7,0.2615,5
S2085,门店-0085,东北,杭州,便利店,2026-04,97.4,103.24,200.64,0.2848,3
S2085,门店-0085,东北,西安,便利店,2025-05,54.8,68.54,123.34,0.2319,6
S2085,门店-0085,东北,广州,便利店,2025-06,72.16,105.37,177.53,0.2179,11
S2085,门店-0085,东北,重庆,便利店,2025-07,91.07,142.43,233.5,0.2224,7
S2085,门店-0085,东北,武汉,便利店,2025-08,212.9,233.38,446.28,0.3058,14
S2085,门店-0085,东北,武汉,便利店,2025-09,155.36,225.69,381.05,0.266,5
S2085,门店-0085,东北,北京,便利店,2025-10,169.5,249.68,419.18,0.2785,14
S2085,门店-0085,东北,西安,便利店,2025-11,83.92,123.79,207.72,0.2873,13
S2085,门店-0085,东北,武汉,便利店,2025-12,54.32,66.65,120.97,0.298,8
S2086,门店-0086,西南,杭州,旗舰店,2026-01,121.9,146.79,268.69,0.2611,10
S2086,门店-0086,西南,上海,旗舰店,2026-02,180.95,170.36,351.31,0.1813,15
S2086,门店-0086,西南,南京,旗舰店,2026-03,164.55,188.04,352.59,0.3009,4
S2086,门店-0086,西南,西安,旗舰店,2026-04,142.35,135.69,278.04,0.2351,11
S2086,门店-0086,西南,重庆,旗舰店,2025-05,89.0,124.71,213.71,0.2828,10
S2086,门店-0086,西南,南京,旗舰店,2025-06,244.33,356.42,600.76,0.2401,3
S2086,门店-0086,西南,深圳,旗舰店,2025-07,64.33,92.47,156.8,0.2385,3
S2086,门店-0086,西南,南京,旗舰店,2025-08,140.71,173.17,313.88,0.2688,3
S2086,门店-0086,西南,成都,旗舰店,2025-09,246.8,203.75,450.55,0.2735,5
S2086,门店-0086,西南,重庆,旗舰店,2025-10,240.08,314.19,554.27,0.2155,6
S2086,门店-0086,西南,重庆,旗舰店,2025-11,231.4,325.17,556.57,0.2396,7
S2086,门店-0086,西南,北京,旗舰店,2025-12,258.77,321.06,579.83,0.2369,6
S2087,门店-0087,华东,杭州,便利店,2026-01,236.94,242.85,479.79,0.2762,9
S2087,门店-0087,华东,成都,便利店,2026-02,266.11,263.71,529.82,0.2359,15
S2087,门店-0087,华东,南京,便利店,2026-03,210.48,179.55,390.02,0.2838,10
S2087,门店-0087,华东,北京,便利店,2026-04,199.7,173.06,372.76,0.2899,10
S2087,门店-0087,华东,成都,便利店,2025-05,236.83,348.23,585.06,0.2401,6
S2087,门店-0087,华东,武汉,便利店,2025-06,171.71,253.11,424.82,0.2929,15
S2087,门店-0087,华东,西安,便利店,2025-07,252.09,397.98,650.07,0.2309,7
S2087,门店-0087,华东,杭州,便利店,2025-08,193.58,282.29,475.87,0.2618,3
S2087,门店-0087,华东,深圳,便利店,2025-09,116.02,165.14,281.16,0.2927,4
S2087,门店-0087,华东,南京,便利店,2025-10,297.16,278.57,575.73,0.2139,5
S2087,门店-0087,华东,武汉,便利店,2025-11,93.74,101.09,194.83,0.2383,7
S2087,门店-0087,华东,北京,便利店,2025-12,126.93,101.83,228.75,0.2136,7
S2088,门店-0088,东北,广州,无人店,2026-01,260.8,364.04,624.85,0.3138,3
S2088,门店-0088,东北,北京,无人店,2026-02,195.81,280.91,476.72,0.1926,3
S2088,门店-0088,东北,南京,无人店,2026-03,46.18,69.44,115.62,0.2218,8
S2088,门店-0088,东北,深圳,无人店,2026-04,167.36,241.09,408.46,0.1965,5
S2088,门店-0088,东北,重庆,无人店,2025-05,260.86,213.43,474.3,0.1957,15
S2088,门店-0088,东北,重庆,无人店,2025-06,133.58,133.1,266.68,0.1814,15
S2088,门店-0088,东北,南京,无人店,2025-07,229.05,287.44,516.49,0.2824,6
S2088,门店-0088,东北,深圳,无人店,2025-08,234.36,218.48,452.85,0.2701,11
S2088,门店-0088,东北,武汉,无人店,2025-09,240.26,240.78,481.04,0.2493,5
S2088,门店-0088,东北,成都,无人店,2025-10,97.17,144.25,241.43,0.1839,15
S2088,门店-0088,东北,重庆,无人店,2025-11,118.38,188.14,306.52,0.2849,9
S2088,门店-0088,东北,广州,无人店,2025-12,65.69,83.1,148.8,0.2067,13
S2089,门店-0089,华北,成都,无人店,2026-01,121.69,180.9,302.59,0.272,15
S2089,门店-0089,华北,成都,无人店,2026-02,77.86,88.52,166.38,0.2828,4
S2089,门店-0089,华北,成都,无人店,2026-03,142.46,206.63,349.09,0.2464,11
S2089,门店-0089,华北,上海,无人店,2026-04,101.22,120.94,222.16,0.2202,6
S2089,门店-0089,华北,深圳,无人店,2025-05,218.23,292.95,511.18,0.213,10
S2089,门店-0089,华北,西安,无人店,2025-06,239.39,258.21,497.6,0.253,5
S2089,门店-0089,华北,成都,无人店,2025-07,55.98,54.2,110.19,0.2306,12
S2089,门店-0089,华北,北京,无人店,2025-08,110.96,142.36,253.32,0.2901,7
S2089,门店-0089,华北,北京,无人店,2025-09,229.37,186.69,416.06,0.2964,10
S2089,门店-0089,华北,杭州,无人店,2025-10,129.71,114.36,244.07,0.2484,12
S2089,门店-0089,华北,深圳,无人店,2025-11,224.76,225.25,450.01,0.2755,7
S2089,门店-0089,华北,南京,无人店,2025-12,217.06,203.4,420.47,0.3155,10
S2090,门店-0090,西南,重庆,旗舰店,2026-01,143.04,116.19,259.23,0.2168,13
S2090,门店-0090,西南,重庆,旗舰店,2026-02,124.51,186.42,310.93,0.2586,4
S2090,门店-0090,西南,南京,旗舰店,2026-03,86.8,126.55,213.36,0.211,10
S2090,门店-0090,西南,深圳,旗舰店,2026-04,220.04,262.02,482.06,0.2571,8
S2090,门店-0090,西南,武汉,旗舰店,2025-05,51.05,66.27,117.32,0.2058,10
S2090,门店-0090,西南,广州,旗舰店,2025-06,139.72,132.88,272.61,0.2242,7
S2090,门店-0090,西南,杭州,旗舰店,2025-07,220.25,239.17,459.43,0.2224,15
S2090,门店-0090,西南,上海,旗舰店,2025-08,233.56,188.65,422.21,0.1904,12
S2090,门店-0090,西南,重庆,旗舰店,2025-09,66.62,101.65,168.27,0.1845,15
S2090,门店-0090,西南,成都,旗舰店,2025-10,183.68,229.46,413.14,0.2658,3
S2090,门店-0090,西南,北京,旗舰店,2025-11,94.09,125.98,220.07,0.192,15
S2090,门店-0090,西南,重庆,旗舰店,2025-12,187.71,272.73,460.44,0.2209,10
S2091,门店-0091,华北,武汉,标准店,2026-01,122.83,160.62,283.45,0.196,3
S2091,门店-0091,华北,深圳,标准店,2026-02,222.84,339.95,562.8,0.2091,15
S2091,门店-0091,华北,杭州,标准店,2026-03,51.73,41.8,93.53,0.2317,6
S2091,门店-0091,华北,北京,标准店,2026-04,249.25,292.52,541.77,0.2929,5
S2091,门店-0091,华北,北京,标准店,2025-05,110.08,95.76,205.84,0.3076,4
S2091,门店-0091,华北,重庆,标准店,2025-06,137.23,163.09,300.32,0.2193,12
S2091,门店-0091,华北,南京,标准店,2025-07,265.32,296.19,561.51,0.308,3
S2091,门店-0091,华北,重庆,标准店,2025-08,226.75,209.8,436.55,0.2861,10
S2091,门店-0091,华北,北京,标准店,2025-09,87.35,88.86,176.21,0.2675,3
S2091,门店-0091,华北,上海,标准店,2025-10,228.21,284.13,512.34,0.2565,3
S2091,门店-0091,华北,南京,标准店,2025-11,146.2,206.47,352.67,0.2495,14
S2091,门店-0091,华北,广州,标准店,2025-12,161.35,205.3,366.65,0.2646,8
S2092,门店-0092,华东,成都,无人店,2026-01,358.33,552.57,910.91,0.2271,15
S2092,门店-0092,华东,杭州,无人店,2026-02,315.25,335.79,651.04,0.2498,3
S2092,门店-0092,华东,北京,无人店,2026-03,241.66,195.5,437.16,0.2351,3
S2092,门店-0092,华东,武汉,无人店,2026-04,132.16,118.2,250.35,0.2742,13
S2092,门店-0092,华东,成都,无人店,2025-05,324.91,289.18,614.09,0.3118,12
S2092,门店-0092,华东,西安,无人店,2025-06,84.73,112.05,196.79,0.2369,10
S2092,门店-0092,华东,杭州,无人店,2025-07,60.13,83.47,143.59,0.3138,15
S2092,门店-0092,华东,北京,无人店,2025-08,337.73,394.73,732.45,0.3202,11
S2092,门店-0092,华东,西安,无人店,2025-09,244.85,288.69,533.55,0.2096,3
S2092,门店-0092,华东,广州,无人店,2025-10,279.37,403.2,682.56,0.2312,12
S2092,门店-0092,华东,重庆,无人店,2025-11,295.43,471.56,766.99,0.2525,4
S2092,门店-0092,华东,北京,无人店,2025-12,79.85,114.51,194.36,0.272,12
S2093,门店-0093,华北,广州,旗舰店,2026-01,166.19,247.74,413.93,0.2695,3
S2093,门店-0093,华北,西安,旗舰店,2026-02,220.44,318.4,538.84,0.3085,14
S2093,门店-0093,华北,深圳,旗舰店,2026-03,143.24,184.36,327.61,0.1863,12
S2093,门店-0093,华北,上海,旗舰店,2026-04,123.95,172.29,296.24,0.2019,8
S2093,门店-0093,华北,北京,旗舰店,2025-05,185.8,150.2,335.99,0.2398,15
S2093,门店-0093,华北,上海,旗舰店,2025-06,196.49,262.81,459.31,0.2122,5
S2093,门店-0093,华北,成都,旗舰店,2025-07,246.4,197.38,443.78,0.2543,6
S2093,门店-0093,华北,重庆,旗舰店,2025-08,81.87,128.38,210.25,0.1872,5
S2093,门店-0093,华北,成都,旗舰店,2025-09,191.08,261.8,452.87,0.1913,7
S2093,门店-0093,华北,杭州,旗舰店,2025-10,79.0,75.14,154.14,0.2734,10
S2093,门店-0093,华北,西安,旗舰店,2025-11,74.74,85.5,160.24,0.2539,9
S2093,门店-0093,华北,成都,旗舰店,2025-12,182.55,188.47,371.02,0.2407,5
S2094,门店-0094,华东,上海,标准店,2026-01,172.01,221.16,393.17,0.2203,4
S2094,门店-0094,华东,广州,标准店,2026-02,200.13,294.0,494.13,0.2648,9
S2094,门店-0094,华东,武汉,标准店,2026-03,340.49,405.11,745.61,0.1983,12
S2094,门店-0094,华东,成都,标准店,2026-04,98.89,105.67,204.56,0.3281,7
S2094,门店-0094,华东,广州,标准店,2025-05,130.09,127.68,257.77,0.2903,7
S2094,门店-0094,华东,南京,标准店,2025-06,213.51,312.47,525.98,0.2182,11
S2094,门店-0094,华东,重庆,标准店,2025-07,134.79,116.1,250.89,0.3195,13
S2094,门店-0094,华东,南京,标准店,2025-08,208.32,319.98,528.29,0.2523,6
S2094,门店-0094,华东,重庆,标准店,2025-09,76.61,66.24,142.85,0.2951,3
S2094,门店-0094,华东,重庆,标准店,2025-10,283.29,235.69,518.98,0.3215,10
S2094,门店-0094,华东,深圳,标准店,2025-11,185.02,243.87,428.89,0.2626,12
S2094,门店-0094,华东,广州,标准店,2025-12,187.28,258.59,445.87,0.2963,13
S2095,门店-0095,东北,成都,旗舰店,2026-01,46.03,45.33,91.36,0.3148,9
S2095,门店-0095,东北,上海,旗舰店,2026-02,67.65,63.64,131.29,0.1968,13
S2095,门店-0095,东北,武汉,旗舰店,2026-03,139.0,119.45,258.45,0.2335,13
S2095,门店-0095,东北,北京,旗舰店,2026-04,149.12,169.9,319.02,0.277,11
S2095,门店-0095,东北,北京,旗舰店,2025-05,94.02,111.18,205.19,0.2892,6
S2095,门店-0095,东北,西安,旗舰店,2025-06,208.03,201.61,409.64,0.2256,15
S2095,门店-0095,东北,广州,旗舰店,2025-07,185.54,204.55,390.09,0.2442,11
