employee_id,bu_id,department,skill_tags,has_ai_skill,cert_count,has_cert,main_cert,hire_date,tenure_years,manager_id,performance_score,salary_band,region,gender,age,is_active,leave_date
E10750,BU-3,产品,AI/ML|PM|Java|财务,1,0,0,,2022-12-22,0.88,M133,3.56,P6,华中,女,29,1,
E10751,BU-6,运营,Go|Spark|React|Java,0,0,0,,2020-04-16,13.41,M101,3.82,P4,东北,男,37,0,
E10752,BU-2,产品,运营,0,0,0,,2021-03-23,5.91,M186,3.01,P7,华东,女,37,1,
E10753,BU-6,客服,K8s,0,0,0,,2021-10-14,9.67,M116,2.46,P5,华东,女,37,1,
E10754,BU-3,HR,审计,0,0,0,,2021-11-12,1.72,M164,3.84,P5,华南,男,31,1,
E10755,BU-6,销售,运营|Spark|BD,0,0,0,,2020-02-20,0.38,M117,3.35,P5,西南,女,33,1,
E10756,BU-2,财务,AI/ML,1,0,0,,2021-12-25,0.12,M111,2.88,P6,华南,男,35,1,
E10757,BU-6,HR,财务,0,0,0,,2022-07-13,1.07,M130,3.31,P6,华南,男,40,1,
E10758,BU-3,运营,BD|React|Java|审计,0,0,0,,2020-01-19,6.15,M148,4.12,P7,华北,男,48,1,
E10759,BU-5,销售,BD|Go|AI/ML,1,0,0,,2022-09-24,1.68,M105,3.9,P3,华中,男,28,1,
E10760,BU-1,HR,BD|运营,0,0,0,,2020-11-09,9.32,M159,3.62,P4,华南,男,44,1,
E10761,BU-2,HR,AI/ML|Java,1,0,0,,2022-07-21,5.19,M176,4.46,P6,华南,男,44,1,
E10762,BU-4,运营,Python|BD|Spark,0,1,1,PMP,2022-12-11,3.06,M173,2.77,P4,东北,女,35,1,
E10763,BU-4,市场,财务|AI/ML|Java|Spark,1,0,0,,2024-11-08,3.74,M105,3.02,P5,华北,男,42,0,
E10764,BU-5,财务,Go|审计|BD,0,0,0,,2020-04-20,6.33,M164,4.0,P6,华南,男,31,1,
E10765,BU-3,销售,K8s,0,0,0,,2024-04-11,1.36,M112,3.43,P3,华东,女,30,1,
E10766,BU-2,HR,PM|Java,0,0,0,,2023-12-05,6.28,M188,3.0,P3,华南,女,39,1,
E10767,BU-3,HR,Spark|Python|BD,0,0,0,,2021-11-01,5.6,M148,3.21,P6,西南,女,36,1,
E10768,BU-2,产品,审计|财务|BD,0,0,0,,2022-08-13,1.05,M130,3.05,P5,华中,男,39,1,
E10769,BU-2,财务,Spark|财务|Java|K8s,0,0,0,,2021-08-16,2.84,M138,3.14,P3,华东,男,34,1,
E10770,BU-1,HR,Java|审计,0,0,0,,2022-11-08,3.23,M119,1.98,P3,东北,女,35,1,
E10771,BU-3,产品,PM|财务,0,0,0,,2023-08-22,0.1,M138,4.33,P7,西南,男,32,1,
E10772,BU-1,运营,PM,0,0,0,,2024-08-01,9.92,M128,2.81,P7,东北,男,39,1,
E10773,BU-1,客服,财务|PM|BD|审计,0,0,0,,2021-11-17,0.95,M135,3.34,P5,华南,男,41,1,
E10774,BU-5,客服,运营|K8s,0,0,0,,2021-10-26,3.07,M140,3.25,P6,东北,男,22,1,
E10775,BU-1,财务,React,0,0,0,,2022-11-10,14.81,M146,4.21,P4,华中,女,35,1,
E10776,BU-6,运营,BD,0,0,0,,2020-02-28,11.33,M128,3.61,P5,华北,男,30,1,
E10777,BU-4,产品,Python,0,1,1,K8s-CKA,2022-01-09,3.0,M183,3.41,P5,东北,女,35,1,
E10778,BU-6,客服,BD|PM|Python,0,1,1,CFA,2023-11-04,13.41,M109,3.69,P5,华中,男,29,1,
E10779,BU-5,市场,财务|AI/ML,1,0,0,,2022-01-09,4.79,M121,3.28,P6,华东,男,44,1,
E10780,BU-1,市场,Java|审计|K8s,0,0,0,,2020-09-16,3.89,M109,3.72,P6,东北,女,26,1,
E10781,BU-6,销售,AI/ML,1,0,0,,2023-06-01,1.69,M150,3.37,P4,华南,男,31,1,
E10782,BU-6,HR,Go|运营,0,0,0,,2023-03-05,1.05,M130,3.22,P5,华东,女,44,1,
E10783,BU-5,市场,AI/ML|Python,1,0,0,,2020-04-22,0.42,M171,4.37,P5,华东,女,29,1,
E10784,BU-4,客服,财务|React|AI/ML|Java,1,0,0,,2022-06-19,1.55,M116,3.95,P5,华南,男,43,1,
E10785,BU-4,客服,K8s|AI/ML|Python|Java,1,0,0,,2023-08-29,1.09,M137,3.04,P5,华南,女,39,1,
E10786,BU-5,运营,Java|K8s,0,0,0,,2023-11-20,4.34,M176,4.28,P6,西南,女,34,1,
E10787,BU-5,财务,AI/ML,1,0,0,,2020-12-28,3.57,M157,3.25,P6,华南,女,46,1,
E10788,BU-5,销售,Spark|Java|BD,0,0,0,,2021-03-15,3.05,M104,4.52,P7,东北,女,30,1,
E10789,BU-2,产品,K8s|财务|运营,0,0,0,,2024-09-07,2.6,M135,3.83,P7,西南,女,30,1,
E10790,BU-1,产品,AI/ML|React|PM|Spark,1,0,0,,2022-03-12,12.78,M160,2.79,P7,华北,女,40,0,
E10791,BU-1,HR,AI/ML|BD,1,0,0,,2024-06-21,6.09,M161,2.49,P5,华北,女,30,1,
E10792,BU-3,销售,Spark|审计,0,0,0,,2024-03-05,2.26,M115,3.08,P7,东北,男,33,1,
E10793,BU-3,市场,Java|运营|AI/ML|财务,1,0,0,,2022-06-01,0.19,M181,2.51,P4,华东,女,41,1,
E10794,BU-5,市场,Go|PM|Python,0,0,0,,2021-09-26,4.71,M122,3.0,P7,华中,男,22,1,
E10795,BU-5,财务,财务,0,0,0,,2022-07-07,7.76,M136,2.87,P6,华东,女,33,1,
E10796,BU-5,市场,PM,0,2,1,AWS,2020-05-26,6.91,M153,2.88,P5,华北,男,37,1,
E10797,BU-5,市场,React|K8s,0,1,1,AWS,2024-06-18,0.46,M159,2.7,P4,西南,男,29,1,
E10798,BU-2,运营,审计|AI/ML,1,0,0,,2021-08-03,2.12,M197,3.95,P5,华中,女,26,1,
E10799,BU-4,销售,PM,0,0,0,,2022-01-21,5.1,M172,4.08,P6,西南,男,33,1,
E10800,BU-1,销售,Go,0,3,1,AWS,2024-06-19,3.14,M162,3.81,P7,华南,女,30,1,
E10801,BU-2,研发,Java,0,0,0,,2024-06-12,2.75,M190,3.83,P4,华南,女,31,1,
E10802,BU-5,运营,K8s|Python,0,0,0,,2023-06-22,3.97,M156,3.56,P3,华中,男,28,1,
E10803,BU-3,HR,审计|K8s|Python|Spark,0,0,0,,2022-11-04,0.22,M139,2.4,P4,华南,男,28,1,
E10804,BU-4,财务,财务,0,0,0,,2021-06-22,8.17,M123,2.49,P6,东北,男,29,1,
E10805,BU-3,销售,审计|Go,0,3,1,PMP,2022-11-29,1.57,M157,3.55,P6,西南,女,37,1,
E10806,BU-5,销售,Python,0,0,0,,2021-01-14,7.32,M125,3.2,P4,西南,男,39,1,
E10807,BU-2,客服,Spark|财务,0,0,0,,2023-01-14,0.96,M168,4.0,P3,华北,女,40,1,
E10808,BU-4,运营,K8s|React|BD,0,0,0,,2021-03-11,3.84,M141,2.72,P4,华南,男,35,1,
E10809,BU-4,市场,Go,0,3,1,K8s-CKA,2022-10-19,2.61,M199,2.85,P6,华南,女,35,1,
E10810,BU-5,产品,React|Spark|审计|Python,0,0,0,,2023-04-10,1.74,M160,2.8,P4,华北,男,30,1,
E10811,BU-2,产品,AI/ML|Spark,1,0,0,,2023-04-10,0.91,M115,3.05,P4,华北,女,39,1,
E10812,BU-2,销售,运营|Go,0,0,0,,2020-03-27,2.41,M159,1.75,P3,西南,女,38,1,
E10813,BU-5,销售,审计|PM|Go,0,0,0,,2022-07-27,0.1,M107,3.65,P4,华南,女,24,1,
E10814,BU-5,研发,Python|PM|React,0,0,0,,2022-09-26,7.03,M120,3.48,P4,华南,女,30,1,
E10815,BU-2,市场,K8s|运营,0,2,1,ACP,2022-05-30,6.91,M185,3.61,P4,西南,男,31,1,
E10816,BU-4,研发,运营|React|审计|Go,0,0,0,,2023-01-09,5.39,M166,4.07,P6,西南,女,29,1,
E10817,BU-1,运营,Go|AI/ML|Python,1,0,0,,2021-07-10,2.9,M185,3.29,P6,西南,男,23,1,
E10818,BU-4,财务,Java|AI/ML|K8s,1,0,0,,2024-04-30,1.74,M101,3.64,P6,华北,女,31,1,
E10819,BU-5,市场,Go|Python|Java|PM,0,0,0,,2022-01-20,4.89,M148,3.51,P5,华南,女,33,1,
E10820,BU-4,研发,运营|BD|AI/ML,1,0,0,,2020-12-16,2.04,M118,4.06,P7,华南,男,26,1,
E10821,BU-6,客服,K8s|PM,0,0,0,,2024-03-30,2.07,M138,3.32,P6,华北,女,38,0,
E10822,BU-6,市场,K8s|Java|Go|PM,0,0,0,,2023-12-05,0.17,M103,4.32,P6,西南,女,38,1,
E10823,BU-5,市场,审计|PM|React|K8s,0,0,0,,2020-05-04,0.25,M134,3.62,P3,华北,男,27,1,
E10824,BU-5,财务,Go|运营|Python,0,0,0,,2020-04-03,1.46,M167,2.88,P5,东北,女,35,1,
E10825,BU-6,客服,BD|Go,0,2,1,CFA,2022-02-19,0.72,M110,3.93,P3,东北,男,22,1,
E10826,BU-4,运营,运营|PM,0,0,0,,2022-03-06,0.4,M170,2.94,P3,华北,女,23,1,
E10827,BU-4,客服,K8s|React,0,0,0,,2023-11-11,1.33,M157,3.35,P5,东北,男,35,1,
E10828,BU-4,市场,React,0,0,0,,2022-02-20,0.4,M110,4.47,P3,西南,男,22,1,
E10829,BU-4,销售,审计|Python,0,0,0,,2024-01-07,4.16,M120,3.73,P6,华北,男,33,1,
E10830,BU-3,研发,运营|Spark,0,0,0,,2021-12-13,3.0,M196,2.85,P4,东北,女,34,1,
E10831,BU-4,客服,运营,0,0,0,,2024-04-02,10.98,M195,3.96,P3,华北,女,25,1,
E10832,BU-3,财务,React|审计|PM|K8s,0,0,0,,2024-03-27,4.24,M158,3.03,P6,华东,女,37,1,
E10833,BU-1,销售,React|Python|Spark,0,0,0,,2021-09-04,4.84,M145,3.55,P3,华南,女,42,1,
E10834,BU-1,产品,审计|React,0,0,0,,2024-11-09,0.38,M127,2.6,P7,东北,女,40,1,
E10835,BU-6,研发,审计,0,2,1,Oracle DBA,2022-06-22,1.39,M132,4.15,P5,华南,女,30,1,
E10836,BU-2,HR,K8s,0,0,0,,2021-04-05,0.37,M183,3.57,P6,华中,男,36,1,
E10837,BU-6,运营,Go|财务|Python,0,0,0,,2024-04-13,0.36,M157,2.8,P6,东北,女,27,1,
E10838,BU-4,产品,React,0,0,0,,2024-01-13,1.81,M135,2.74,P6,华北,女,33,1,
E10839,BU-3,市场,Java|Spark|BD,0,0,0,,2022-11-29,1.12,M137,3.61,P6,华中,男,33,1,
E10840,BU-4,HR,审计|K8s|BD|AI/ML,1,1,1,Oracle DBA,2023-08-30,11.58,M147,4.55,P3,华北,男,22,1,
E10841,BU-1,市场,Java,0,0,0,,2021-10-29,1.81,M131,3.5,P7,西南,男,38,1,
E10842,BU-2,销售,K8s|审计|BD,0,0,0,,2024-10-23,2.55,M139,4.63,P3,西南,女,22,1,
E10843,BU-4,销售,Spark|AI/ML,1,0,0,,2023-05-21,3.65,M144,3.52,P4,华南,男,25,1,
E10844,BU-2,财务,Go|财务|BD|运营,0,0,0,,2022-03-02,1.18,M177,3.1,P7,华南,女,22,1,
E10845,BU-3,销售,PM|BD|Python,0,0,0,,2023-06-06,4.37,M135,4.22,P4,华南,男,30,1,
E10846,BU-2,研发,BD|运营|React,0,0,0,,2022-07-07,8.7,M151,2.74,P3,华南,男,45,1,
E10847,BU-1,财务,Java|运营,0,0,0,,2020-08-27,3.12,M173,2.94,P4,华东,男,24,1,
E10848,BU-6,客服,Python|BD|Go|Spark,0,0,0,,2020-07-08,1.78,M138,3.31,P5,西南,男,32,1,
E10849,BU-3,销售,Spark|Java,0,0,0,,2022-05-16,0.86,M102,3.7,P3,华中,女,23,1,
E10850,BU-6,HR,BD,0,0,0,,2023-04-27,0.24,M159,4.09,P3,华南,男,26,1,
E10851,BU-1,产品,运营|Python,0,0,0,,2023-12-29,0.56,M150,3.04,P6,西南,女,40,1,
E10852,BU-4,研发,财务|PM|Spark,0,0,0,,2020-11-24,10.52,M128,3.78,P7,东北,男,32,1,
E10853,BU-6,销售,审计,0,0,0,,2021-10-03,11.78,M187,3.72,P5,东北,女,24,1,
E10854,BU-4,销售,Java|Python,0,0,0,,2023-11-25,1.69,M179,3.36,P7,西南,男,26,1,
E10855,BU-4,HR,Go|Python|React,0,0,0,,2023-04-01,0.68,M190,3.33,P4,华中,女,22,1,
E10856,BU-1,市场,BD,0,0,0,,2021-04-04,2.34,M117,3.77,P6,华南,男,37,1,
E10857,BU-5,市场,财务,0,3,1,ACP,2021-08-11,5.11,M136,4.43,P6,东北,男,36,1,
E10858,BU-4,HR,Go|审计,0,3,1,TensorFlow,2021-08-07,0.14,M127,4.3,P5,华东,女,32,1,
E10859,BU-4,研发,Java|K8s,0,0,0,,2024-01-11,0.63,M134,3.19,P5,西南,男,31,1,
E10860,BU-6,市场,运营|Java|审计|K8s,0,0,0,,2023-10-10,1.83,M110,3.12,P7,东北,男,27,1,
E10861,BU-5,HR,运营|PM|BD,0,0,0,,2022-02-27,4.31,M151,2.74,P7,华北,男,22,1,
E10862,BU-6,销售,Java|Spark|K8s,0,0,0,,2023-03-20,0.54,M109,3.09,P4,西南,女,29,1,
E10863,BU-2,研发,Java|Spark|AI/ML|K8s,1,0,0,,2022-10-16,9.27,M136,5.0,P3,华南,男,41,1,
E10864,BU-3,运营,财务|Python|PM|Spark,0,0,0,,2024-07-15,0.41,M115,3.28,P3,华中,女,33,1,
E10865,BU-2,财务,Go|BD|审计,0,0,0,,2023-09-14,2.9,M141,4.72,P7,华南,男,39,1,
E10866,BU-2,HR,审计,0,0,0,,2023-07-12,5.66,M136,2.39,P5,华东,女,28,1,
E10867,BU-3,财务,PM,0,0,0,,2022-12-26,2.36,M177,3.39,P7,华东,男,41,1,
E10868,BU-2,销售,财务|Python,0,0,0,,2021-12-29,2.62,M157,3.39,P4,华中,男,35,1,
E10869,BU-4,客服,K8s,0,0,0,,2021-04-10,0.1,M145,3.44,P7,华南,女,41,1,
E10870,BU-6,财务,K8s|财务|Spark|AI/ML,1,0,0,,2022-07-22,0.43,M153,1.62,P3,西南,女,32,1,
E10871,BU-2,销售,审计|AI/ML,1,1,1,K8s-CKA,2022-05-16,2.52,M161,3.13,P5,西南,男,46,1,
E10872,BU-4,HR,PM,0,0,0,,2020-07-19,3.96,M155,4.1,P6,华南,男,27,1,
E10873,BU-4,客服,审计,0,2,1,CFA,2023-08-15,2.04,M169,3.77,P7,华东,女,29,1,
E10874,BU-6,客服,财务|PM|AI/ML|BD,1,0,0,,2020-07-24,2.94,M122,4.25,P4,华南,男,28,1,
E10875,BU-3,研发,Python|AI/ML,1,0,0,,2024-03-20,3.98,M188,3.57,P6,华南,男,38,1,
E10876,BU-6,HR,K8s,0,0,0,,2021-05-28,4.74,M181,3.48,P3,华北,男,29,1,
E10877,BU-3,销售,AI/ML|运营|K8s|BD,1,0,0,,2023-04-03,2.33,M108,3.88,P6,华南,女,33,0,
E10878,BU-5,运营,K8s,0,0,0,,2020-07-13,2.77,M189,2.28,P3,华东,男,37,1,
E10879,BU-3,研发,Python|Java|运营|React,0,0,0,,2021-12-21,1.71,M120,3.63,P3,华中,女,32,0,
E10880,BU-3,研发,React,0,0,0,,2021-03-01,0.16,M191,3.39,P4,华东,男,36,1,
E10881,BU-5,运营,Spark|Java|Python|审计,0,0,0,,2021-03-08,2.71,M194,5.0,P3,华中,女,31,1,
E10882,BU-2,销售,财务|BD|Java|Go,0,0,0,,2023-06-03,4.0,M104,3.51,P5,东北,男,23,1,
E10883,BU-4,客服,Java|运营|React|BD,0,0,0,,2023-01-09,1.82,M104,3.99,P4,西南,女,33,1,
E10884,BU-4,HR,PM,0,0,0,,2021-08-13,3.63,M175,3.47,P3,华北,女,22,1,
E10885,BU-3,客服,Python,0,0,0,,2024-06-04,1.17,M175,3.44,P3,西南,女,29,0,
E10886,BU-1,财务,Python|PM|BD|财务,0,0,0,,2022-01-17,1.75,M132,3.4,P5,华南,男,39,1,
E10887,BU-3,研发,Spark,0,0,0,,2021-04-11,5.07,M130,3.37,P4,华东,女,22,1,
E10888,BU-1,市场,AI/ML|BD|运营|审计,1,0,0,,2024-11-25,5.79,M195,4.17,P5,西南,女,25,1,
E10889,BU-2,运营,AI/ML|K8s|Python,1,1,1,AWS,2022-11-09,0.4,M133,3.51,P5,华中,女,33,1,
E10890,BU-4,市场,Spark|Python,0,0,0,,2022-08-29,5.06,M102,2.86,P3,华东,女,26,1,
E10891,BU-2,产品,Go|AI/ML|运营|PM,1,0,0,,2020-11-26,1.27,M121,3.33,P6,华中,女,35,1,
E10892,BU-3,产品,BD,0,0,0,,2022-09-20,0.19,M109,3.11,P7,华东,女,38,1,
E10893,BU-3,财务,财务|运营|AI/ML,1,0,0,,2020-05-26,1.31,M181,4.14,P7,东北,男,30,1,
E10894,BU-5,财务,Python|AI/ML|Go|React,1,0,0,,2024-06-29,2.06,M163,3.21,P7,华南,女,37,1,
E10895,BU-1,HR,K8s|Java|BD|AI/ML,1,0,0,,2023-12-29,0.42,M174,4.19,P7,华北,女,25,1,
E10896,BU-2,客服,Spark,0,0,0,,2021-10-01,6.22,M148,3.99,P6,华南,男,28,1,
E10897,BU-5,运营,财务,0,0,0,,2022-08-30,0.15,M128,3.12,P7,华北,男,29,0,
E10898,BU-6,财务,Python|React|Spark|运营,0,0,0,,2023-11-03,0.13,M148,2.47,P7,华北,女,39,1,
E10899,BU-5,财务,AI/ML|PM|Go|运营,1,0,0,,2024-08-01,0.68,M178,3.65,P4,华东,女,22,1,
E10900,BU-6,研发,审计|Spark|财务,0,0,0,,2020-07-08,1.06,M191,2.65,P3,东北,男,41,1,
E10901,BU-3,研发,财务|Python,0,0,0,,2020-03-13,4.86,M148,3.02,P5,华南,女,34,1,
E10902,BU-4,运营,React|AI/ML|K8s,1,0,0,,2023-10-01,1.13,M121,3.6,P7,华南,女,45,1,
E10903,BU-1,产品,审计|Java|财务|Python,0,0,0,,2024-01-05,2.27,M154,4.58,P4,西南,女,27,1,
E10904,BU-6,市场,运营|AI/ML,1,0,0,,2020-08-19,2.26,M105,4.36,P3,华中,女,34,1,
E10905,BU-5,客服,BD|财务,0,0,0,,2020-03-24,6.78,M164,3.39,P3,东北,男,22,1,
E10906,BU-1,产品,PM|Spark|BD|React,0,0,0,,2020-04-08,1.24,M118,3.92,P6,东北,男,38,1,
E10907,BU-4,研发,Spark|Go,0,3,1,PMP,2020-05-17,0.12,M174,4.05,P6,华东,女,26,1,
E10908,BU-4,市场,Python,0,0,0,,2024-07-29,2.37,M184,3.52,P4,华南,男,29,1,
E10909,BU-6,HR,财务|BD,0,0,0,,2021-02-16,0.15,M182,4.2,P7,华中,男,35,1,
E10910,BU-2,市场,K8s|Python|运营,0,0,0,,2021-01-07,3.29,M188,3.12,P3,东北,女,24,1,
E10911,BU-1,HR,Spark|K8s,0,0,0,,2021-08-11,1.57,M135,3.29,P6,华北,女,35,1,
E10912,BU-6,运营,BD,0,1,1,ACP,2023-05-17,4.54,M119,4.29,P4,华北,男,23,1,
E10913,BU-2,财务,React|AI/ML|BD|Go,1,0,0,,2020-01-22,1.51,M104,2.85,P6,东北,女,27,1,
E10914,BU-3,产品,Go,0,0,0,,2022-07-17,5.39,M152,2.48,P4,华中,男,32,1,
E10915,BU-3,客服,K8s|运营,0,0,0,,2024-07-22,5.53,M148,3.35,P4,华中,男,44,1,
E10916,BU-5,市场,运营|Python,0,0,0,,2024-10-15,2.28,M123,3.04,P7,华东,男,24,1,
E10917,BU-6,产品,React|财务|PM,0,0,0,,2024-06-14,0.42,M145,3.51,P4,华北,女,37,1,
E10918,BU-4,客服,运营|AI/ML|PM,1,0,0,,2020-07-16,5.57,M159,3.55,P4,东北,女,34,1,
E10919,BU-1,市场,Go|AI/ML|PM|Spark,1,0,0,,2024-11-09,2.94,M115,3.02,P5,华北,女,26,0,
E10920,BU-1,市场,K8s|审计,0,0,0,,2023-05-19,4.24,M194,1.88,P5,华东,男,40,1,
E10921,BU-2,运营,Python,0,3,1,ACP,2022-05-30,1.26,M195,3.26,P6,华中,男,36,1,
E10922,BU-4,产品,PM|AI/ML|BD|Go,1,0,0,,2022-01-28,5.34,M156,2.84,P4,西南,女,31,1,
E10923,BU-3,销售,财务|审计,0,0,0,,2023-06-23,0.16,M161,4.05,P4,华东,男,34,0,
E10924,BU-6,HR,Spark|BD|React|Python,0,0,0,,2021-02-07,14.77,M144,2.94,P7,华东,女,31,1,
E10925,BU-2,客服,运营|审计,0,0,0,,2020-01-07,8.75,M148,2.6,P5,华北,男,25,1,
E10926,BU-5,HR,K8s,0,0,0,,2020-08-07,1.86,M191,3.38,P5,华南,男,33,1,
E10927,BU-6,产品,Python|PM,0,2,1,ACP,2021-08-22,15.19,M183,3.68,P5,东北,女,32,1,
E10928,BU-4,研发,Python|PM|Spark,0,0,0,,2023-09-09,11.29,M132,3.09,P6,东北,男,32,1,
E10929,BU-3,运营,财务|PM,0,0,0,,2021-04-23,0.45,M181,3.11,P4,华东,女,22,1,
E10930,BU-1,销售,运营|Spark|审计,0,0,0,,2023-03-21,8.1,M159,2.43,P4,华中,男,37,1,
E10931,BU-3,市场,PM|Python|AI/ML|财务,1,0,0,,2023-03-18,1.38,M118,3.25,P4,西南,男,22,1,
E10932,BU-6,运营,BD,0,2,1,Oracle DBA,2020-12-21,0.77,M178,3.18,P7,华北,男,27,1,
E10933,BU-5,产品,Java,0,2,1,Oracle DBA,2021-11-26,2.21,M128,2.85,P5,西南,女,33,1,
E10934,BU-5,市场,运营|AI/ML|React,1,0,0,,2020-05-01,1.64,M175,2.88,P5,华北,男,30,1,
E10935,BU-6,产品,Go|React|BD|审计,0,0,0,,2022-10-17,1.3,M170,4.19,P3,华南,女,25,1,
E10936,BU-1,销售,Java|运营|Spark,0,0,0,,2021-09-07,2.89,M110,2.79,P6,东北,男,31,1,
E10937,BU-5,研发,Go|Java,0,0,0,,2020-12-30,2.52,M168,4.0,P5,华东,女,35,1,
E10938,BU-2,HR,审计|运营|Spark,0,0,0,,2024-04-30,1.37,M197,2.78,P3,华北,男,39,1,
E10939,BU-5,研发,Go,0,0,0,,2020-07-13,1.76,M180,3.78,P6,华东,女,24,1,
E10940,BU-3,研发,Java,0,0,0,,2023-06-17,8.02,M113,3.58,P5,华南,女,41,1,
E10941,BU-5,销售,PM|审计|Spark|BD,0,3,1,ACP,2022-03-17,1.79,M132,1.75,P5,东北,女,27,1,
E10942,BU-4,销售,运营,0,0,0,,2022-03-11,2.75,M143,3.74,P6,华北,男,28,1,
E10943,BU-1,研发,React|审计|PM|AI/ML,1,0,0,,2021-08-16,11.2,M194,2.92,P6,华北,男,28,1,
E10944,BU-2,财务,React|Python,0,0,0,,2020-02-20,19.49,M151,3.52,P5,东北,女,41,1,
E10945,BU-5,客服,React|K8s|Spark|审计,0,0,0,,2024-09-17,0.4,M158,2.94,P4,华北,女,25,1,
E10946,BU-3,HR,运营|Python,0,0,0,,2022-06-20,0.45,M153,2.83,P7,西南,男,36,1,
E10947,BU-2,市场,Python,0,0,0,,2023-12-30,7.83,M110,3.28,P6,东北,女,32,1,
E10948,BU-4,销售,BD|Python,0,0,0,,2021-10-19,1.08,M140,3.93,P4,东北,女,36,1,
E10949,BU-5,研发,Python|财务|PM,0,0,0,,2020-02-09,0.3,M107,4.91,P4,华北,女,22,1,
E10950,BU-4,市场,BD|Go|PM,0,0,0,,2022-10-14,2.04,M133,3.05,P4,华南,女,27,1,
E10951,BU-4,客服,Java|Python|AI/ML,1,0,0,,2022-05-23,0.77,M151,4.0,P6,华南,女,32,1,
E10952,BU-4,产品,财务|React,0,0,0,,2021-10-18,0.35,M110,3.75,P3,华北,男,23,1,
E10953,BU-1,市场,AI/ML,1,0,0,,2023-04-25,0.82,M161,2.34,P4,东北,女,34,1,
E10954,BU-5,产品,Spark|财务|K8s,0,3,1,ACP,2022-02-18,1.34,M117,3.47,P7,华东,女,36,1,
E10955,BU-4,销售,Python|运营|Go,0,0,0,,2023-11-14,5.04,M183,3.63,P4,华南,男,29,1,
E10956,BU-1,运营,BD,0,0,0,,2023-02-23,0.8,M154,3.39,P6,华东,男,38,1,
E10957,BU-2,研发,K8s,0,2,1,CFA,2021-10-07,1.42,M116,3.52,P3,华中,男,40,1,
E10958,BU-6,产品,BD|Python|运营|审计,0,1,1,AWS,2022-11-29,4.96,M141,3.31,P3,华中,男,34,1,
E10959,BU-3,运营,BD|运营,0,0,0,,2020-10-12,5.11,M137,4.75,P6,西南,女,22,1,
E10960,BU-4,销售,Python|React|审计|BD,0,0,0,,2024-11-26,0.47,M104,3.57,P7,华中,男,41,1,
E10961,BU-2,运营,运营|财务|Java|AI/ML,1,0,0,,2020-03-27,2.11,M166,4.16,P6,华东,女,28,1,
E10962,BU-6,HR,运营|BD,0,0,0,,2021-02-15,1.4,M110,3.85,P6,东北,男,31,1,
E10963,BU-4,产品,运营|K8s,0,1,1,PMP,2021-08-20,0.43,M169,3.22,P5,华中,女,41,1,
E10964,BU-3,财务,Java|K8s,0,0,0,,2020-09-23,1.11,M116,3.89,P6,华东,女,26,1,
E10965,BU-6,研发,BD,0,0,0,,2022-09-23,9.11,M156,4.03,P6,西南,女,36,1,
E10966,BU-3,财务,运营|财务,0,0,0,,2020-07-24,1.25,M193,3.37,P3,华南,男,25,0,
E10967,BU-5,运营,Python,0,0,0,,2021-02-05,3.42,M183,2.98,P4,华东,女,22,1,
E10968,BU-5,客服,审计|BD,0,3,1,Oracle DBA,2021-07-29,0.27,M155,4.22,P4,华中,男,34,1,
E10969,BU-5,客服,AI/ML|财务|PM|Python,1,0,0,,2023-02-11,0.6,M111,2.74,P5,华北,女,33,1,
E10970,BU-1,销售,K8s|Go|Python|财务,0,0,0,,2020-01-09,2.2,M147,4.35,P5,华中,男,33,1,
E10971,BU-4,财务,运营|Java,0,0,0,,2023-08-17,2.79,M128,4.13,P5,华北,男,35,1,
E10972,BU-4,研发,Go|审计,0,0,0,,2020-10-16,1.18,M108,3.11,P3,西南,男,25,1,
E10973,BU-5,HR,PM,0,0,0,,2023-01-12,1.23,M161,3.4,P3,华南,女,27,1,
E10974,BU-3,运营,BD|财务|PM|Python,0,0,0,,2022-11-12,0.68,M193,3.23,P6,华中,男,35,1,
E10975,BU-2,客服,审计|Python|Go|AI/ML,1,0,0,,2023-05-26,6.06,M145,2.63,P6,华东,女,22,1,
E10976,BU-6,研发,运营,0,0,0,,2023-03-06,5.03,M133,3.71,P7,东北,女,34,1,
E10977,BU-5,运营,PM|审计|K8s|React,0,0,0,,2021-06-11,4.32,M188,4.73,P4,华北,女,22,1,
E10978,BU-2,市场,PM,0,3,1,Oracle DBA,2024-11-12,2.76,M157,3.56,P6,华东,女,29,1,
E10979,BU-4,运营,React|运营,0,0,0,,2024-10-01,2.29,M160,3.91,P4,西南,女,37,1,
E10980,BU-6,产品,BD,0,0,0,,2020-12-10,3.81,M144,3.52,P5,华南,女,40,1,
E10981,BU-5,财务,Python,0,0,0,,2020-10-07,0.65,M126,2.62,P6,华中,女,39,1,
E10982,BU-4,销售,K8s|Spark|审计,0,1,1,TensorFlow,2021-02-20,4.88,M123,3.32,P6,华北,女,28,1,
E10983,BU-6,客服,BD,0,2,1,ACP,2024-01-07,6.27,M115,3.73,P7,华北,女,31,1,
E10984,BU-2,市场,审计|Spark,0,0,0,,2023-08-14,4.26,M127,3.68,P6,西南,女,34,1,
E10985,BU-5,销售,React|AI/ML|财务|Python,1,0,0,,2020-01-05,3.29,M137,3.0,P5,华南,女,32,1,
E10986,BU-3,产品,审计|K8s,0,0,0,,2023-04-09,0.85,M177,3.05,P3,华中,男,31,1,
