voyage_id,ship_id,ship_type,departure_port,arrival_port,departure_time,arrival_time,distance_nm,duration_hours,fuel_consumption_ton,cargo_weight_ton,weather_grade
V50229,SH192,散货船,天津,大连,2024-04-06 17:00,2024-04-08 14:41,660.1,45.69,71.74,840.0,A
V50230,SH239,油轮,大连,上海,2025-07-27 08:00,2025-07-29 07:15,585.2,47.25,49.95,941.7,D
V50231,SH201,渔船,上海,大连,2024-04-25 01:00,2024-04-28 01:27,975.2,72.46,132.57,747.0,B
V50232,SH102,渔船,上海,天津,2024-04-25 23:00,2024-04-29 19:11,1630.7,92.19,170.55,3304.0,C
V50233,SH199,客船,上海,广州,2024-05-09 06:00,2024-05-12 21:19,1073.1,87.32,120.19,716.1,D
V50234,SH224,集装箱船,广州,青岛,2025-06-17 18:00,2025-06-20 07:56,545.8,61.94,51.49,270.3,B
V50235,SH113,油轮,大连,宁波,2025-01-04 20:00,2025-01-05 05:13,108.5,9.23,10.47,1807.1,D
V50236,SH169,渔船,厦门,上海,2024-03-21 01:00,2024-03-26 16:09,2132.3,135.15,216.46,1085.6,D
V50237,SH100,客船,天津,上海,2024-11-09 10:00,2024-11-10 10:46,424.6,24.78,28.5,379.0,C
V50238,SH143,散货船,上海,深圳,2025-05-18 11:00,2025-05-22 18:00,932.8,103.0,104.85,1757.1,B
V50239,SH215,渔船,天津,天津,2025-05-12 04:00,2025-05-19 14:15,2937.4,178.26,409.86,2231.4,D
V50240,SH100,客船,天津,大连,2025-06-21 01:00,2025-06-28 12:08,2692.7,179.15,181.91,716.6,D
V50241,SH126,散货船,大连,上海,2024-07-28 01:00,2024-07-31 16:10,1355.2,87.17,124.07,3443.3,D
V50242,SH196,油轮,宁波,上海,2025-06-08 08:00,2025-06-09 07:42,387.4,23.7,26.11,331.2,A
V50243,SH236,集装箱船,青岛,大连,2025-07-07 07:00,2025-07-07 08:02,14.9,1.04,1.99,2611.3,B
V50244,SH223,客船,大连,大连,2025-02-22 15:00,2025-02-25 19:59,1307.3,76.99,146.04,12284.8,C
V50245,SH188,集装箱船,厦门,宁波,2024-01-28 17:00,2024-01-30 13:48,422.4,44.81,55.06,2016.1,C
V50246,SH102,客船,大连,厦门,2024-08-05 17:00,2024-08-05 19:54,46.4,2.91,6.94,953.4,A
V50247,SH233,客船,厦门,大连,2024-08-31 00:00,2024-09-01 07:35,287.2,31.58,22.79,2006.8,C
V50248,SH211,客船,青岛,宁波,2025-08-28 20:00,2025-09-11 01:48,2956.8,317.81,192.15,138.4,C
V50249,SH203,集装箱船,深圳,厦门,2024-09-01 17:00,2024-09-07 21:29,2299.9,148.49,199.19,2942.3,D
V50250,SH231,散货船,深圳,大连,2025-10-06 20:00,2025-10-12 09:10,1570.8,133.18,160.3,2833.4,D
V50251,SH113,客船,深圳,厦门,2024-09-20 12:00,2024-09-27 21:00,2757.7,177.02,411.23,84.2,B
V50252,SH170,散货船,大连,厦门,2025-07-23 15:00,2025-07-26 22:40,1349.3,79.67,171.39,5455.8,C
V50253,SH246,油轮,宁波,天津,2024-09-01 18:00,2024-09-06 08:26,1091.4,110.45,152.15,2004.2,C
V50254,SH141,客船,深圳,青岛,2025-09-27 14:00,2025-09-29 03:43,533.5,37.73,27.33,2605.5,B
V50255,SH219,散货船,大连,宁波,2024-05-09 01:00,2024-05-10 00:02,307.8,23.04,33.16,228.4,C
V50256,SH144,集装箱船,天津,广州,2025-05-28 11:00,2025-05-28 17:02,84.7,6.04,12.59,20.4,A
V50257,SH191,散货船,深圳,厦门,2024-11-30 14:00,2024-12-04 01:14,1452.8,83.25,95.39,29.8,B
V50258,SH237,渔船,上海,厦门,2024-10-05 19:00,2024-10-05 21:31,32.1,2.52,4.53,10711.7,C
V50259,SH102,渔船,宁波,大连,2024-01-24 14:00,2024-01-25 20:24,423.9,30.41,63.27,447.7,B
V50260,SH111,渔船,厦门,天津,2024-08-09 11:00,2024-08-10 02:01,263.2,15.02,38.87,1779.2,A
V50261,SH139,集装箱船,天津,宁波,2024-07-16 18:00,2024-07-18 04:11,585.2,34.19,61.81,798.0,C
V50262,SH136,渔船,深圳,上海,2025-03-04 08:00,2025-03-04 20:50,118.2,12.84,8.03,837.6,D
V50263,SH236,集装箱船,上海,青岛,2024-08-29 10:00,2024-09-04 12:44,2574.2,146.75,341.52,2806.4,B
V50264,SH161,油轮,深圳,上海,2024-05-15 19:00,2024-05-19 20:31,1095.2,97.53,74.44,200.3,D
V50265,SH144,散货船,大连,宁波,2025-07-31 18:00,2025-08-01 04:21,131.5,10.36,18.21,1005.5,A
V50266,SH250,油轮,宁波,深圳,2024-01-30 11:00,2024-01-30 17:18,71.4,6.31,5.58,3470.2,D
V50267,SH140,油轮,上海,深圳,2025-08-16 09:00,2025-08-17 06:51,358.5,21.87,31.43,219.6,D
V50268,SH210,集装箱船,天津,青岛,2025-08-14 05:00,2025-08-17 22:24,1289.4,89.42,97.26,746.1,C
V50269,SH202,集装箱船,大连,天津,2025-03-22 23:00,2025-03-24 06:38,434.1,31.65,65.06,495.5,C
V50270,SH112,油轮,厦门,深圳,2024-08-28 04:00,2024-09-02 14:19,1437.5,130.32,87.81,2190.6,A
V50271,SH119,散货船,广州,天津,2025-08-07 11:00,2025-08-12 23:17,1227.8,132.3,76.43,505.8,B
V50272,SH198,渔船,广州,广州,2025-02-12 02:00,2025-02-12 20:06,194.9,18.11,24.87,1701.4,C
V50273,SH201,客船,深圳,上海,2024-05-21 15:00,2024-05-24 05:08,687.4,62.14,71.36,4512.2,D
V50274,SH190,油轮,天津,广州,2025-11-28 09:00,2025-11-30 06:47,501.4,45.78,53.51,2756.0,B
V50275,SH108,油轮,上海,厦门,2025-07-03 08:00,2025-07-03 19:25,118.9,11.42,16.83,694.4,A
V50276,SH210,客船,大连,大连,2024-11-09 04:00,2024-11-09 11:31,88.0,7.53,10.05,2032.5,C
V50277,SH169,客船,广州,深圳,2024-01-04 08:00,2024-01-11 10:26,1468.3,170.45,136.55,170.5,C
V50278,SH163,渔船,宁波,宁波,2024-12-07 23:00,2024-12-08 21:13,394.5,22.22,40.69,2979.8,A
V50279,SH140,客船,深圳,厦门,2024-04-09 08:00,2024-04-18 16:25,2326.6,224.42,189.67,464.9,D
V50280,SH141,客船,厦门,上海,2025-03-14 09:00,2025-03-14 17:57,130.4,8.96,8.22,6163.9,B
V50281,SH238,客船,青岛,广州,2025-01-25 17:00,2025-01-31 10:45,1344.2,137.75,176.57,4874.3,D
V50282,SH166,散货船,上海,广州,2025-02-10 22:00,2025-02-19 13:02,2774.3,207.04,402.49,612.5,D
V50283,SH142,集装箱船,天津,青岛,2024-01-12 22:00,2024-01-14 13:27,427.2,39.45,36.2,1251.3,C
V50284,SH176,散货船,宁波,上海,2025-10-21 12:00,2025-10-28 18:36,2387.5,174.61,299.85,1926.2,D
V50285,SH143,渔船,大连,深圳,2025-07-01 14:00,2025-07-05 08:33,824.9,90.55,84.27,3303.1,C
V50286,SH166,集装箱船,深圳,青岛,2024-08-08 19:00,2024-08-08 22:18,59.2,3.31,7.02,103.2,C
V50287,SH177,集装箱船,上海,广州,2025-02-12 11:00,2025-02-15 09:39,704.0,70.66,42.53,538.4,B
V50288,SH205,渔船,厦门,厦门,2024-02-06 08:00,2024-02-09 14:38,920.5,78.65,79.91,2634.2,B
V50289,SH195,散货船,宁波,厦门,2024-02-22 16:00,2024-02-24 23:36,719.9,55.61,58.5,9.1,B
V50290,SH109,客船,深圳,青岛,2025-03-13 19:00,2025-03-20 16:04,2547.1,165.07,296.0,1021.5,D
V50291,SH131,客船,宁波,深圳,2025-06-21 00:00,2025-06-25 16:53,1029.5,112.89,91.32,289.0,A
V50292,SH161,油轮,天津,天津,2024-04-17 23:00,2024-04-23 17:49,2344.1,138.82,250.74,3253.7,D
V50293,SH185,客船,青岛,青岛,2025-03-12 11:00,2025-03-15 19:21,993.1,80.37,62.62,1581.6,D
V50294,SH143,油轮,厦门,厦门,2025-07-24 07:00,2025-07-24 09:31,38.2,2.53,5.42,92.5,B
V50295,SH105,客船,宁波,厦门,2024-11-08 03:00,2024-11-09 03:59,223.7,24.99,26.55,2439.7,A
V50296,SH202,散货船,深圳,青岛,2025-01-26 02:00,2025-01-29 12:06,957.4,82.11,95.66,3.7,C
V50297,SH246,油轮,青岛,上海,2025-04-15 11:00,2025-04-21 03:48,1253.8,136.8,67.8,1753.9,A
V50298,SH228,集装箱船,宁波,宁波,2024-11-14 12:00,2024-11-18 15:29,1435.9,99.49,192.48,3958.5,C
V50299,SH203,集装箱船,上海,厦门,2025-02-19 19:00,2025-02-22 00:10,578.1,53.18,46.8,3860.3,C
V50300,SH230,油轮,深圳,宁波,2024-10-04 17:00,2024-10-11 01:56,1426.4,152.95,202.91,662.6,D
V50301,SH191,渔船,厦门,厦门,2025-06-22 20:00,2025-06-26 08:28,1095.8,84.47,116.8,709.4,D
V50302,SH173,油轮,上海,厦门,2024-12-19 20:00,2024-12-24 03:49,896.1,103.83,69.53,239.4,C
V50303,SH123,散货船,深圳,上海,2024-08-28 17:00,2024-08-29 16:52,301.4,23.87,38.2,1876.9,D
V50304,SH143,集装箱船,厦门,青岛,2024-02-13 03:00,2024-02-19 13:12,1813.2,154.22,95.93,2420.3,A
V50305,SH178,渔船,天津,宁波,2024-10-02 19:00,2024-10-02 22:39,60.5,3.66,7.39,866.9,A
V50306,SH235,客船,青岛,厦门,2024-01-21 23:00,2024-01-22 10:11,107.6,11.18,5.56,501.6,C
V50307,SH109,集装箱船,上海,厦门,2024-11-20 13:00,2024-11-20 20:45,122.4,7.76,13.89,429.7,C
V50308,SH181,客船,厦门,深圳,2024-01-08 17:00,2024-01-09 01:48,79.5,8.81,6.09,3572.4,A
V50309,SH220,渔船,上海,天津,2024-06-06 09:00,2024-06-10 22:49,1558.8,109.82,175.05,221.6,B
V50310,SH247,散货船,青岛,宁波,2024-06-15 09:00,2024-06-19 15:59,1426.7,103.0,120.63,5947.2,D
V50311,SH105,渔船,广州,上海,2025-02-22 22:00,2025-02-28 15:33,2020.0,137.55,184.61,4250.7,C
V50312,SH205,客船,厦门,上海,2024-11-21 13:00,2024-11-24 16:17,787.6,75.3,104.08,1188.4,A
V50313,SH211,油轮,大连,宁波,2024-01-24 11:00,2024-01-30 00:15,1706.2,133.26,253.91,66.1,C
V50314,SH242,渔船,厦门,厦门,2024-11-30 19:00,2024-12-01 07:06,169.2,12.11,15.77,874.5,C
V50315,SH108,渔船,上海,天津,2024-05-25 08:00,2024-05-25 15:53,71.4,7.88,8.56,1123.9,C
V50316,SH185,油轮,上海,青岛,2025-08-19 23:00,2025-08-23 18:05,1526.1,91.1,103.83,493.4,B
V50317,SH186,集装箱船,上海,青岛,2025-03-11 11:00,2025-03-11 21:14,162.6,10.24,9.38,131.5,D
V50318,SH157,油轮,大连,深圳,2024-10-11 23:00,2024-10-16 05:27,850.0,102.45,58.07,5958.3,A
V50319,SH178,渔船,上海,广州,2024-10-15 20:00,2024-10-31 03:44,4605.2,367.75,485.85,938.8,C
V50320,SH146,油轮,宁波,上海,2024-11-28 00:00,2024-11-30 12:57,787.8,60.95,52.49,538.4,A
V50321,SH206,渔船,天津,深圳,2024-04-16 05:00,2024-04-16 07:02,19.4,2.03,1.72,260.5,B
V50322,SH224,散货船,大连,广州,2025-10-27 14:00,2025-11-10 15:24,3967.4,337.41,206.9,2275.7,A
V50323,SH226,油轮,青岛,宁波,2024-02-14 16:00,2024-02-15 23:53,525.5,31.89,77.24,2650.4,A
V50324,SH239,集装箱船,厦门,青岛,2025-05-24 10:00,2025-06-01 20:57,2641.6,202.96,151.21,566.5,B
V50325,SH119,客船,宁波,深圳,2024-11-22 22:00,2024-11-26 10:44,1389.1,84.73,84.29,588.3,C
V50326,SH231,渔船,广州,宁波,2024-05-04 11:00,2024-05-07 06:58,989.4,67.97,56.78,40.5,A
V50327,SH241,集装箱船,厦门,宁波,2024-01-27 14:00,2024-01-28 09:06,313.9,19.11,19.92,1952.7,B
V50328,SH182,客船,宁波,厦门,2024-02-17 10:00,2024-02-19 16:49,861.9,54.83,115.88,1158.7,A
V50329,SH156,集装箱船,青岛,青岛,2024-08-11 23:00,2024-08-12 10:59,151.3,11.99,20.58,1645.0,A
V50330,SH246,渔船,天津,上海,2024-08-21 18:00,2024-08-23 12:45,375.3,42.76,32.58,123.6,C
V50331,SH248,渔船,天津,广州,2024-06-02 04:00,2024-06-05 03:25,1060.8,71.42,131.32,1089.0,C
V50332,SH178,集装箱船,厦门,天津,2025-04-13 03:00,2025-04-13 09:33,69.3,6.55,6.05,3607.4,D
V50333,SH212,油轮,深圳,广州,2024-06-05 23:00,2024-06-10 00:53,1610.2,97.89,167.49,639.9,B
V50334,SH139,集装箱船,天津,厦门,2025-01-23 16:00,2025-01-24 04:33,222.2,12.56,11.69,808.9,B
V50335,SH154,渔船,大连,厦门,2024-01-20 13:00,2024-01-28 07:23,1757.0,186.39,259.91,1738.5,A
V50336,SH155,客船,广州,上海,2025-05-06 02:00,2025-05-10 01:05,1501.4,95.09,127.87,2465.1,B
V50337,SH191,集装箱船,厦门,宁波,2025-11-17 11:00,2025-11-26 05:22,3002.5,210.37,429.78,2744.0,A
V50338,SH215,渔船,宁波,天津,2025-09-18 20:00,2025-09-25 06:05,2578.5,154.09,377.23,3689.3,C
V50339,SH221,散货船,大连,厦门,2024-09-02 11:00,2024-09-03 18:13,389.5,31.22,25.05,629.7,A
V50340,SH245,客船,大连,青岛,2024-06-19 11:00,2024-06-19 19:26,141.7,8.45,18.54,517.9,B
V50341,SH164,渔船,深圳,深圳,2024-09-17 20:00,2024-09-17 23:49,64.0,3.82,9.31,22.7,A
V50342,SH144,油轮,广州,深圳,2025-08-12 05:00,2025-08-27 09:37,5994.0,364.63,382.41,429.7,A
V50343,SH218,油轮,青岛,宁波,2025-03-08 01:00,2025-03-08 17:27,239.6,16.46,30.9,338.2,C
V50344,SH138,客船,天津,广州,2024-07-29 22:00,2024-08-04 15:14,2384.1,137.24,298.91,736.9,A
V50345,SH142,散货船,厦门,宁波,2025-11-16 00:00,2025-11-16 00:21,6.3,0.35,0.66,783.4,B
V50346,SH240,散货船,上海,深圳,2025-11-02 17:00,2025-11-03 01:39,102.4,8.66,15.14,5004.0,B
V50347,SH187,油轮,上海,青岛,2025-01-19 12:00,2025-01-21 18:15,905.1,54.26,95.06,502.9,B
V50348,SH156,客船,厦门,大连,2024-04-27 17:00,2024-05-01 20:42,818.5,99.71,83.09,1276.7,C
V50349,SH165,散货船,天津,上海,2024-10-14 01:00,2024-10-21 16:12,3283.4,183.21,484.71,232.1,B
V50350,SH205,散货船,青岛,大连,2024-10-14 02:00,2024-10-18 01:25,1437.3,95.43,73.13,2017.0,B
V50351,SH173,客船,广州,广州,2025-08-14 18:00,2025-08-23 16:22,3500.0,214.38,443.64,8.2,B
V50352,SH123,客船,青岛,深圳,2024-09-29 02:00,2024-10-02 19:05,1208.5,89.1,166.5,522.6,D
V50353,SH155,散货船,宁波,广州,2025-01-26 07:00,2025-01-26 07:50,7.1,0.85,0.44,509.5,C
V50354,SH174,集装箱船,青岛,天津,2025-12-01 02:00,2025-12-01 04:04,21.1,2.07,1.37,372.3,B
V50355,SH223,油轮,大连,广州,2024-03-15 07:00,2024-03-18 17:43,1115.2,82.72,144.87,1492.9,B
V50356,SH241,油轮,宁波,上海,2025-08-08 16:00,2025-08-10 19:34,494.4,51.58,40.59,4951.1,C
V50357,SH213,散货船,大连,上海,2025-04-27 20:00,2025-04-27 20:23,7.0,0.39,0.44,1776.2,A
V50358,SH153,散货船,上海,青岛,2024-06-16 22:00,2024-06-20 05:23,670.3,79.39,51.03,1960.7,B
V50359,SH195,渔船,大连,宁波,2024-12-21 15:00,2024-12-26 09:42,954.3,114.71,55.53,703.3,C
V50360,SH195,渔船,宁波,深圳,2025-07-17 04:00,2025-07-18 07:57,318.7,27.95,24.75,1248.0,B
V50361,SH106,客船,深圳,宁波,2024-04-16 16:00,2024-04-24 21:47,2398.3,197.79,169.59,804.7,C
V50362,SH105,集装箱船,大连,厦门,2025-06-03 20:00,2025-06-08 21:07,1497.5,121.13,163.07,3080.5,D
V50363,SH222,油轮,大连,青岛,2025-11-30 18:00,2025-12-10 22:18,2685.4,244.32,282.89,1450.1,B
V50364,SH157,集装箱船,广州,上海,2024-11-07 05:00,2024-11-07 14:10,134.9,9.17,14.87,898.1,A
V50365,SH227,油轮,深圳,青岛,2025-05-10 15:00,2025-05-17 16:00,2785.9,169.01,211.56,2569.8,D
V50366,SH160,渔船,厦门,天津,2025-11-30 19:00,2025-12-03 23:06,779.8,76.12,79.79,1065.6,A
V50367,SH222,散货船,广州,上海,2025-11-03 04:00,2025-11-04 11:36,280.2,31.61,18.46,3951.9,D
V50368,SH148,散货船,厦门,厦门,2024-09-22 20:00,2024-09-23 03:09,59.8,7.16,5.16,1004.0,D
V50369,SH130,集装箱船,宁波,上海,2025-01-10 16:00,2025-01-12 15:41,673.5,47.69,63.62,46.9,B
V50370,SH142,集装箱船,大连,宁波,2024-06-06 04:00,2024-06-06 20:56,233.3,16.95,29.78,1385.3,B
V50371,SH135,渔船,上海,青岛,2024-05-24 05:00,2024-05-29 16:59,2130.0,131.98,315.24,12.6,D
V50372,SH201,渔船,上海,广州,2025-04-18 07:00,2025-04-22 03:43,1408.7,92.73,119.23,1112.3,D
V50373,SH190,客船,深圳,广州,2024-10-21 03:00,2024-10-25 12:21,1084.7,105.36,161.32,1959.8,B
V50374,SH247,油轮,宁波,宁波,2024-06-22 01:00,2024-06-23 12:39,584.1,35.65,78.51,1369.9,D
V50375,SH226,渔船,大连,宁波,2025-04-01 17:00,2025-04-01 21:11,49.6,4.19,5.95,108.3,B
V50376,SH132,油轮,上海,天津,2024-12-26 02:00,2024-12-26 05:23,27.3,3.39,3.48,2527.9,A
V50377,SH180,集装箱船,宁波,大连,2024-03-28 16:00,2024-03-29 22:28,329.7,30.48,23.4,533.5,B
V50378,SH215,渔船,厦门,深圳,2024-08-30 08:00,2024-08-30 09:20,14.7,1.34,1.86,1805.8,D
V50379,SH101,油轮,厦门,宁波,2025-06-27 17:00,2025-07-01 20:57,1616.1,99.96,106.52,1023.6,B
V50380,SH187,油轮,宁波,深圳,2024-02-23 04:00,2024-02-25 13:14,716.7,57.24,39.51,547.6,C
V50381,SH191,渔船,大连,天津,2025-04-26 02:00,2025-05-01 11:11,2310.4,129.19,183.76,1603.8,A
V50382,SH205,集装箱船,深圳,大连,2024-10-27 03:00,2024-11-01 08:12,1292.6,125.21,155.75,392.2,B
V50383,SH241,油轮,厦门,厦门,2024-02-17 06:00,2024-02-17 16:06,116.4,10.1,7.94,1500.7,B
V50384,SH224,渔船,厦门,上海,2024-06-18 21:00,2024-06-19 15:38,157.3,18.64,17.44,329.8,B
V50385,SH144,集装箱船,深圳,深圳,2025-07-21 21:00,2025-07-22 22:43,267.0,25.72,37.27,146.7,C
V50386,SH163,集装箱船,天津,深圳,2024-09-05 01:00,2024-09-13 15:40,2350.1,206.67,321.86,1094.4,C
V50387,SH126,集装箱船,宁波,广州,2024-10-16 11:00,2024-10-16 17:01,106.5,6.02,10.37,2445.2,A
V50388,SH245,油轮,广州,天津,2024-08-24 14:00,2024-08-29 11:27,1992.5,117.46,220.45,2344.7,B
V50389,SH202,客船,青岛,上海,2024-02-16 06:00,2024-02-17 16:19,595.3,34.32,57.69,1919.0,C
V50390,SH244,散货船,上海,大连,2025-01-29 19:00,2025-02-02 05:23,968.3,82.4,144.44,3870.5,B
V50391,SH123,油轮,深圳,上海,2025-03-19 04:00,2025-03-20 09:55,523.6,29.92,65.68,3090.1,D
V50392,SH155,油轮,宁波,宁波,2024-02-27 18:00,2024-02-28 20:41,224.0,26.69,20.92,1648.2,A
V50393,SH177,散货船,广州,深圳,2025-08-23 06:00,2025-08-25 22:55,1017.3,64.93,100.43,833.6,C
V50394,SH151,油轮,深圳,广州,2025-01-26 15:00,2025-02-06 00:52,2739.9,249.87,168.68,2688.8,B
V50395,SH209,集装箱船,青岛,大连,2025-10-27 14:00,2025-10-28 21:01,492.7,31.03,53.6,2510.5,A
V50396,SH232,客船,青岛,深圳,2024-06-03 17:00,2024-06-11 09:48,2386.7,184.81,306.11,525.1,D
V50397,SH155,集装箱船,天津,青岛,2025-08-27 02:00,2025-08-29 14:34,771.5,60.57,41.68,1222.5,B
V50398,SH122,散货船,青岛,青岛,2024-09-16 15:00,2024-09-19 08:13,892.9,65.23,58.65,1906.8,A
V50399,SH197,客船,上海,上海,2025-01-05 11:00,2025-01-09 10:37,1568.4,95.62,178.62,984.7,D
V50400,SH160,油轮,厦门,广州,2025-04-30 01:00,2025-04-30 19:01,213.4,18.03,24.46,495.7,D
V50401,SH231,散货船,深圳,大连,2024-09-18 09:00,2024-09-24 17:13,1936.8,152.22,219.68,1337.7,A
V50402,SH191,客船,青岛,青岛,2024-01-19 12:00,2024-01-20 05:02,195.0,17.04,14.48,2203.3,D
V50403,SH198,渔船,宁波,厦门,2025-08-22 23:00,2025-08-23 15:37,195.3,16.63,24.78,729.7,D
V50404,SH109,散货船,深圳,天津,2025-04-19 22:00,2025-04-25 15:30,1809.7,137.51,215.94,4019.6,B
V50405,SH153,渔船,大连,大连,2024-11-21 17:00,2024-11-24 21:53,1225.0,76.89,161.42,265.0,B
V50406,SH156,集装箱船,上海,上海,2024-09-16 09:00,2024-09-21 07:33,1766.9,118.56,257.23,1982.8,D
V50407,SH115,散货船,大连,大连,2025-01-24 08:00,2025-01-25 02:31,313.1,18.52,21.12,127.4,A
V50408,SH187,渔船,大连,广州,2025-07-31 16:00,2025-08-02 02:18,382.0,34.31,53.44,596.1,B
V50409,SH218,客船,厦门,天津,2024-08-24 16:00,2024-08-26 01:17,283.3,33.29,24.86,199.7,B
V50410,SH221,油轮,广州,上海,2025-08-25 07:00,2025-08-26 13:49,372.9,30.82,19.1,1247.0,B
V50411,SH196,渔船,厦门,深圳,2024-10-24 10:00,2024-10-27 10:12,686.9,72.2,100.05,1403.8,B
V50412,SH172,客船,厦门,深圳,2024-09-10 11:00,2024-09-11 05:10,245.9,18.18,31.79,920.6,C
V50413,SH109,客船,深圳,广州,2024-02-14 03:00,2024-02-15 01:26,347.0,22.45,45.02,3413.3,C
V50414,SH186,集装箱船,天津,上海,2024-04-28 15:00,2024-05-04 03:56,2000.4,132.94,124.19,912.8,C
V50415,SH140,集装箱船,天津,厦门,2024-02-16 00:00,2024-02-16 11:13,143.3,11.23,10.37,1552.2,D
V50416,SH179,渔船,深圳,深圳,2024-12-26 16:00,2024-12-28 12:50,452.3,44.84,26.73,2610.5,B
V50417,SH120,集装箱船,厦门,天津,2024-03-31 09:00,2024-04-03 09:20,716.9,72.35,36.02,777.2,C
V50418,SH162,油轮,厦门,厦门,2024-07-19 15:00,2024-07-26 10:11,1416.0,163.19,88.99,56.7,A
V50419,SH214,渔船,厦门,青岛,2024-09-20 02:00,2024-10-04 00:09,3530.7,334.17,520.82,32.3,A
V50420,SH130,渔船,厦门,广州,2025-09-03 22:00,2025-09-08 15:00,1929.8,113.02,250.34,6536.9,D
V50421,SH114,渔船,宁波,上海,2025-01-11 14:00,2025-01-11 20:05,99.0,6.09,11.25,249.2,C
V50422,SH223,客船,深圳,广州,2025-03-06 20:00,2025-03-10 01:26,1138.1,77.43,132.38,607.2,C
V50423,SH170,客船,厦门,大连,2025-07-10 17:00,2025-07-10 17:31,4.4,0.52,0.58,3666.3,C
V50424,SH147,客船,上海,厦门,2024-01-22 05:00,2024-01-28 03:19,2302.5,142.33,187.95,873.5,A
V50425,SH118,渔船,深圳,青岛,2024-10-26 23:00,2024-11-03 10:49,2536.7,179.82,246.79,1780.0,A
V50426,SH190,客船,青岛,青岛,2024-04-22 11:00,2024-04-26 08:07,1489.0,93.12,92.58,5093.1,B
V50427,SH126,散货船,青岛,宁波,2025-02-16 22:00,2025-02-21 06:22,929.9,104.37,88.14,3203.6,A
V50428,SH189,集装箱船,厦门,厦门,2024-07-21 17:00,2024-07-27 04:41,1979.9,131.69,122.49,2689.3,A
V50429,SH159,客船,青岛,厦门,2024-03-30 05:00,2024-03-31 05:08,197.1,24.14,24.43,371.1,B
V50430,SH197,油轮,天津,厦门,2025-05-04 00:00,2025-05-12 06:17,2145.5,198.29,206.21,902.3,B
V50431,SH236,客船,厦门,广州,2025-03-21 10:00,2025-03-24 13:11,1179.7,75.19,117.68,2132.3,C
V50432,SH117,客船,宁波,青岛,2024-07-18 23:00,2024-07-21 01:21,613.9,50.35,74.68,411.3,C
V50433,SH203,渔船,青岛,广州,2024-05-29 00:00,2024-06-06 07:08,1942.9,199.15,224.27,2534.0,D
V50434,SH231,油轮,天津,宁波,2025-10-01 09:00,2025-10-02 13:15,301.8,28.26,41.99,6201.1,A
V50435,SH148,散货船,宁波,上海,2025-03-27 23:00,2025-04-03 08:37,2469.4,153.63,148.8,5955.4,B
V50436,SH145,油轮,宁波,厦门,2025-07-23 05:00,2025-07-24 02:11,244.8,21.2,12.32,7214.9,D
V50437,SH175,客船,大连,青岛,2025-05-25 00:00,2025-05-30 21:38,1932.7,141.65,268.74,5880.5,A
V50438,SH200,散货船,厦门,深圳,2025-09-20 04:00,2025-09-23 19:30,1110.3,87.5,120.3,1771.8,B
V50439,SH206,油轮,天津,天津,2024-05-20 01:00,2024-05-27 11:16,1864.4,178.27,158.35,8157.0,C
V50440,SH129,客船,天津,上海,2025-07-25 08:00,2025-07-27 07:05,623.2,47.09,35.78,835.5,A
V50441,SH156,集装箱船,宁波,天津,2025-04-19 12:00,2025-04-20 16:35,428.1,28.6,48.63,2.0,C
V50442,SH144,渔船,天津,宁波,2024-06-01 16:00,2024-06-03 19:06,559.1,51.11,70.15,2450.8,C
V50443,SH173,集装箱船,青岛,上海,2024-03-26 05:00,2024-04-10 05:12,6276.8,360.21,810.27,917.0,B
V50444,SH193,渔船,上海,大连,2025-03-24 02:00,2025-03-24 06:52,82.1,4.87,4.84,1920.0,B
V50445,SH130,客船,宁波,青岛,2025-08-26 10:00,2025-08-27 23:16,652.9,37.28,35.65,12679.6,C
V50446,SH111,集装箱船,大连,天津,2024-04-15 22:00,2024-04-16 23:59,283.5,25.99,30.47,200.3,A
V50447,SH170,客船,厦门,厦门,2024-10-16 07:00,2024-10-26 07:10,3709.9,240.17,289.5,249.6,C
V50448,SH222,集装箱船,厦门,上海,2025-02-21 23:00,2025-02-24 02:46,882.2,51.78,50.82,149.5,C
V50449,SH115,油轮,上海,天津,2025-03-26 21:00,2025-03-27 05:52,91.1,8.87,11.27,1786.8,B
V50450,SH189,渔船,广州,广州,2025-04-07 02:00,2025-04-07 18:05,166.6,16.08,22.26,1040.5,D
V50451,SH216,集装箱船,宁波,厦门,2024-01-17 03:00,2024-01-19 04:50,798.3,49.84,62.51,1052.9,B
V50452,SH167,集装箱船,深圳,厦门,2025-03-19 22:00,2025-03-21 03:18,377.4,29.3,32.59,2541.4,B
V50453,SH197,客船,广州,青岛,2024-01-26 19:00,2024-02-03 08:45,3077.6,181.76,357.95,520.2,B
V50454,SH247,散货船,上海,广州,2025-06-04 20:00,2025-06-13 09:48,2693.2,205.81,281.32,2271.0,B
V50455,SH157,渔船,天津,青岛,2024-09-07 23:00,2024-09-08 17:27,272.8,18.46,34.1,2627.9,B
V50456,SH206,渔船,厦门,宁波,2025-11-29 16:00,2025-11-29 17:30,12.1,1.5,0.86,932.8,B
V50457,SH155,客船,广州,宁波,2025-10-01 16:00,2025-10-13 16:40,2438.7,288.67,202.55,5310.7,C
V50458,SH117,渔船,宁波,厦门,2024-01-20 00:00,2024-01-23 20:26,1634.8,92.45,87.87,2051.7,A
V50459,SH166,渔船,广州,厦门,2025-03-18 19:00,2025-03-20 15:00,506.8,44.01,38.47,4133.6,C
